quantity,2023,2024
m,0.075,0.075
tier,3a,3a
projbio,636129,621249
ssb,210795,205713
b100,331917,331917
b40,132767,132767
b35,116171,116171
fobfl,0.12,0.12
maxfabc,0.1,0.1
fabc,0.1,0.1
ofl,44302,43117
maxabc,37193,36196
abc,37193,36196
