"Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21"
1,1,1,1,1,1,1,1970,1,1970,"B","TIME",217018,164944,124693,98544.6,81245.5,68538.1,58320.8,49856.5,93533.8,75483.6,60898,48979.7,39293.5,31482.4,25209.9,20182.4,16155.7,12931.8,10350.9,8285.01,6631.38,26592
1,1,1,1,1,1,1,1970,1,1970.5,"M","TIME",196361,149235,112792,89031,73044,61184.5,51795.1,44161.2,82752.2,66748.5,53838.4,43297.1,34732.8,27827.5,22282.8,17838.8,14279.6,11430,9148.86,7322.86,5861.27,23503.7
1,1,1,1,1,1,1,1971,1,1971,"B","TIME",212692,177671,135022,102028,80435.8,65670.4,54619.9,45999.5,39116.6,73213.3,59024.3,47597.3,38273.8,30701.4,24596.8,19695.6,15767.4,12621.4,10102.7,8086.4,6472.45,25954.7
1,1,1,1,1,1,1,1971,1,1971.5,"M","TIME",192445,160745,122122,92125.9,72143.9,58331.2,48173,40423.7,34319.8,64190.5,51733.8,41712.1,33538.8,26902.2,21552.6,17257.7,13815.6,11059,8852.03,7085.33,5671.16,22741.5
1,1,1,1,1,1,1,1972,1,1972,"B","TIME",199953,174126,145432,110455,83184.8,64706.7,51812.2,42487.1,35523.7,30111.3,56279.6,45343.9,36554.5,29389.7,23573.1,18885,15121.5,12105.4,9689.99,7756.19,6208.18,24895.1
1,1,1,1,1,1,1,1972,1,1972.5,"M","TIME",180922,157548,131568,99852.5,74979.6,58076.9,46359.6,37955.7,31712.7,26872.7,50219.6,40458.8,32615.2,26222,21032.2,16849.3,13491.5,10800.5,8645.39,6920.05,5538.92,22211.3
1,1,1,1,1,1,1,1973,1,1973,"B","TIME",177772,163703,142548,119026,90267.7,67583.7,52126.3,41480.7,33907.6,28310.5,23982.4,44812.1,36099.9,29100.5,23395.8,18765.1,15033.1,12037.1,9636.16,7713.4,6174.05,24758.6
1,1,1,1,1,1,1,1973,1,1973.5,"M","TIME",160851,148111,128939,107516,81094,60236.6,46191.9,36650.1,29919.6,24966.6,21144.3,39504.2,31822,25651.2,20622.3,16540.4,13250.7,10609.9,8493.61,6798.81,5441.97,21822.9
1,1,1,1,1,1,1,1974,1,1974,"B","TIME",229554,145540,134004,116630,97118.6,72852.6,53688.1,40933.1,32382,26400.7,22017.7,18642.1,34825,28051.1,22610.7,18177.6,14579.4,11679.7,9351.92,7486.52,5992.67,24032
1,1,1,1,1,1,1,1974,1,1974.5,"M","TIME",207705,131680,121218,105385,87364.8,65114.7,47760.4,36326.4,28707,23393.7,19505.8,16513.7,30847.4,24846.5,20027.3,16100.6,12913.5,10345,8283.24,6631,5307.85,21285.6
1,1,1,1,1,1,1,1975,1,1975,"B","TIME",301880,187935,119140,109653,95223.6,78590.6,58198.6,42487.2,32238.1,25449,20729.1,17280.4,14628.2,27324.1,22008,17739.1,14260.9,11437.9,9162.88,7336.69,5873.24,23554.4
1,1,1,1,1,1,1,1975,1,1975.5,"M","TIME",273150,170045,107790,99162,85958.5,70758.9,52299.2,38143.4,28929.6,22833,18596.7,15502.2,13122.6,24511.5,19742.5,15913,12792.8,10260.4,8219.58,6581.39,5268.6,21129.5
1,1,1,1,1,1,1,1976,1,1976,"B","TIME",300553,247154,153859,97522,89675,77594.8,63707.6,46997.9,34243.6,25960.6,20485.9,16683.6,13906.9,11772,21988.4,17710.2,14274.8,11475.8,9204.1,7373.39,5903.84,23680.4
1,1,1,1,1,1,1,1976,1,1976.5,"M","TIME",271948,223624,139193,88162.9,80837.8,69659.2,57019.8,41999.5,30580.8,23176.9,18286.7,14891.7,12412.8,10507.1,19625.5,15806.9,12740.8,10242.5,8214.92,6580.95,5269.34,21135.4
1,1,1,1,1,1,1,1977,1,1977,"B","TIME",278769,246065,202333,125924,79702.1,72871.5,62535.2,51034.2,37532.7,27309.7,20691.6,16323.6,13292.2,11079.2,9378.07,17516.6,14108.3,11371.5,9141.74,7332.05,5873.68,23566.9
1,1,1,1,1,1,1,1977,1,1977.5,"M","TIME",252237,222637,183043,113830,71821.3,65368.5,55910.8,45550.9,33474.9,24349.2,18445.8,14550.9,11848.3,9875.49,8359.08,15613.2,12575.2,10135.8,8148.32,6535.27,5235.38,21005.8
1,1,1,1,1,1,1,1978,1,1978,"B","TIME",400874,228230,201440,165592,102897,64719.7,58637.9,49988,40656.8,29855.8,21709.6,16443.8,12970.7,10561.2,8802.55,7450.82,13916.6,11208.7,9034.37,7262.84,5825.08,23389.5
1,1,1,1,1,1,1,1978,1,1978.5,"M","TIME",362715,206491,182205,149563,92398.1,57629.6,51894.6,44101.1,35818.8,26287.2,19109.5,14472.5,11415,9294.18,7746.36,6556.74,12246.6,9863.55,7950.15,6391.21,5125.99,20582.4
1,1,1,1,1,1,1,1979,1,1979,"B","TIME",466366,328189,186822,164807,135085,82970.8,51316.2,45926.7,38907.4,31556.6,23145.1,16820.8,12737.5,10045.9,8179.16,6816.9,5769.95,10776.9,8679.85,6996.04,5624.18,22622.9
1,1,1,1,1,1,1,1979,1,1979.5,"M","TIME",421980,296945,169016,149001,121809,74532.4,45969.3,41083.1,34782.2,28203,20682.9,15030.5,11381.4,8976.27,7308.22,6090.98,5155.51,9629.28,7755.5,6251,5025.23,20213.7
1,1,1,1,1,1,1,1980,1,1980,"B","TIME",515193,381819,268675,152907,134711,109838,66952.3,41179.6,36750.3,31094.3,25205.8,18482.6,13430.7,10169.8,8020.53,6530.03,5442.37,4606.5,8603.84,6929.59,5585.31,22551.1
1,1,1,1,1,1,1,1980,1,1980.5,"M","TIME",466157,345462,243050,138194,121290,98356.5,59714.9,36653.6,32681.6,27640.9,22402.4,16425.6,11935.4,9037.34,7127.33,5802.77,4836.23,4093.43,7645.54,6157.77,4963.2,20039.3
1,1,1,1,1,1,1,1981,1,1981,"B","TIME",1111910,421789,312567,219870,124896,109206,88074.9,53259.9,32625,29063.3,24571,19910.8,14597.5,10606.6,8031.01,6333.6,5156.51,4297.59,3637.51,6793.98,5471.91,22217.6
1,1,1,1,1,1,1,1981,1,1981.5,"M","TIME",1006070,381620,282741,198658,112322,97552.5,78290.2,47224.3,28895.6,25728.5,21746.9,17620.5,12917.7,9385.85,7106.55,5604.48,4562.87,3802.82,3218.72,6011.78,4841.91,19659.6
1,1,1,1,1,1,1,1982,1,1982,"B","TIME",476511,910313,345277,255761,179492,101015,87142.5,69592.6,41872.7,25592.5,22776.4,19247.5,15593.7,11431.3,8305.57,6288.51,4959.3,4037.57,3365.01,2848.15,5319.63,21680.5
1,1,1,1,1,1,1,1982,1,1982.5,"M","TIME",431157,823634,312349,231160,161640,90491.2,77765.3,61982.4,37261.4,22765.4,20257,17117,13867.1,10165.3,7385.69,5591.99,4409.98,3590.34,2992.27,2532.66,4730.37,19278.9
1,1,1,1,1,1,1,1983,1,1983,"B","TIME",406437,390120,745209,282562,208926,145564,81063.9,69397,55204.4,33157.9,20250.7,18016.2,15222.4,12331.7,9039.61,6567.7,4972.62,3921.51,3192.65,2660.82,2252.12,21349.7
1,1,1,1,1,1,1,1983,1,1983.5,"M","TIME",367755,352982,674199,255492,188484,130891,72719,62177.2,49434.4,29685.2,18127.8,16126.8,13625.6,11038,8091.22,5878.63,4450.89,3510.06,2857.66,2381.63,2015.81,19109.6
1,1,1,1,1,1,1,1984,1,1984,"B","TIME",589814,332755,319379,609955,231016,170042,117698,65233.1,55708.6,44267.4,26576.1,16227.5,14435.5,12196.4,9880.05,7242.33,5261.85,3983.89,3141.77,2557.82,2131.74,18908.8
1,1,1,1,1,1,1,1984,1,1984.5,"M","TIME",533681,301081,288956,551621,208571,153148,105817,58594.6,50019.2,39739.5,23855.9,14566,12957.3,10947.3,8868.13,6500.55,4722.9,3575.84,2819.97,2295.83,1913.39,16972
1,1,1,1,1,1,1,1985,1,1985,"B","TIME",1006510,482891,272421,261431,498866,188307,137932,95134.2,52631.7,44910.8,35674.7,21414.1,13074.6,11630.4,9826.09,7959.86,5834.74,4239.16,3209.58,2531.12,2060.67,16950.9
1,1,1,1,1,1,1,1985,1,1985.5,"M","TIME",910717,436924,246468,236414,450279,169504,123912,85377.8,47212.8,40278.9,31992.6,19203.1,11724.4,10429.2,8811.18,7137.68,5232.05,3801.28,2878.04,2269.67,1847.81,15200
1,1,1,1,1,1,1,1986,1,1986,"B","TIME",428679,824043,395332,222988,213790,406424,152579,111318,76621.9,42351.7,36124.7,28690.5,17220.3,10513.6,9352.01,7901.1,6400.42,4691.62,3408.63,2580.75,2035.22,15286.8
1,1,1,1,1,1,1,1986,1,1986.5,"M","TIME",387882,745606,357678,201672,193062,366214,137263,100062,68849.5,38049.6,32452.9,25773.4,15469.2,9444.36,8400.89,7097.52,5749.45,4214.44,3061.94,2318.27,1828.22,13732
1,1,1,1,1,1,1,1987,1,1987,"B","TIME",1139410,350967,674635,323610,182395,174343,329982,123485,89944.6,61865.5,34184.5,29154.2,23152.9,13896.1,8483.89,7546.5,6375.66,5164.69,3785.8,2750.51,2082.48,13977.6
1,1,1,1,1,1,1,1987,1,1987.5,"M","TIME",1030980,317563,610400,292730,164837,157348,297523,111283,81038.5,55734.4,30795.4,26263.2,20856.8,12518,7642.47,6798.03,5743.31,4652.45,3410.31,2477.71,1875.93,12591.2
1,1,1,1,1,1,1,1988,1,1988,"B","TIME",284061,932862,287339,552281,264796,148969,142010,268257,100286,73014.4,50210.9,27742.2,23658.9,18788.4,11276.5,6884.49,6123.8,5173.68,4191,3072.07,2231.96,13032.2
1,1,1,1,1,1,1,1988,1,1988.5,"M","TIME",257029,844084,259992,499707,239566,134738,128363,242194,90384,65662.8,45051.8,24837.4,21140.7,16761.1,10046.2,6126.69,5444.95,4596.92,3721.69,2726.8,1980.38,11555.5
1,1,1,1,1,1,1,1989,1,1989,"B","TIME",504861,232569,763756,235248,452137,216740,121867,116028,218663,81459.5,59051.4,40422.8,22236.7,18890.5,14952.5,8950.11,5452.3,4841.36,4084.46,3304.93,2420.34,12003.2
1,1,1,1,1,1,1,1989,1,1989.5,"M","TIME",456817,210436,691071,212857,409085,196077,110216,104877,197484,73494.1,53219.2,36392.8,20001.4,16978.3,13430.4,8034.88,4892.72,4343.04,3663.06,2963.31,2169.78,10757.2
1,1,1,1,1,1,1,1990,1,1990,"B","TIME",553118,413344,190410,625304,192598,370133,177384,99679.1,94797.4,178356,66307.5,47963.1,32764.5,17990.8,15259.8,12063.3,7213.25,4390.58,3896.01,3285.14,2657.01,11585.7
1,1,1,1,1,1,1,1990,1,1990.5,"M","TIME",500480,374005,172286,565750,174215,334584,160103,89712.3,84956.6,159005,58785.6,42297.4,28758.8,15728.8,13297.6,10484.4,6255.84,3801.33,3368.51,2837.21,2292.66,9980.62
1,1,1,1,1,1,1,1991,1,1991,"B","TIME",475363,452851,338410,155887,511868,157586,302450,144506,80742.1,76137.3,141754,52117,37301,25242.9,13751.1,11587.8,9112.15,5425.51,3291.17,2912.43,2450.35,10576.2
1,1,1,1,1,1,1,1991,1,1991.5,"M","TIME",430125,409753,306201,141044,463062,142500,273223,130300,72603.3,68229.5,126572,46375,33090.1,22335.4,12141.4,10213.7,8020.57,4770.27,2891.11,2556.57,2149.69,9268.63
1,1,1,1,1,1,1,1992,1,1992,"B","TIME",520539,389192,370757,277057,127615,418909,128858,246820,117490,65284.9,61143,113016,41265.6,29354.6,19762.8,10720.2,9002.62,7059.75,4194.16,2539.68,2244.18,10008.6
1,1,1,1,1,1,1,1992,1,1992.5,"M","TIME",471001,352153,335470,250679,115448,378819,116417,222603,105687,58538.3,54638.2,100666,36650.7,26008.5,17475.1,9463.93,7937.32,6217.87,3690.9,2233.43,1972.48,8788.08
1,1,1,1,1,1,1,1993,1,1993,"B","TIME",370234,426178,318639,303541,226812,104442,342566,105177,200762,95069.6,52488.8,48825.4,89664.9,32551.9,23043.8,15452.3,8354.89,6998.08,5476.38,3248.03,1964.1,9450.06
1,1,1,1,1,1,1,1993,1,1993.5,"M","TIME",335001,385620,288312,274642,205193,94453.6,309551,94895.8,180724,85340.4,46976.9,43574.2,79820.1,28916.2,20434.2,13683,7389.84,6184.09,4835.83,2866.41,1732.5,8328.44
1,1,1,1,1,1,1,1994,1,1994,"B","TIME",343425,303121,348921,260872,248495,185635,85420.5,279718,85619.4,162686,76606.9,42043.8,38887.7,71056.3,25686.6,18120.2,12116.3,6536.26,5464.78,4270.2,2529.64,8868.17
1,1,1,1,1,1,1,1994,1,1994.5,"M","TIME",310743,274273,315712,236034,224803,167866,77169.7,252246,77003.2,145830,68429,37430.1,34517.8,62913.4,22696.1,15983.9,10673.5,5751.73,4804.69,3751.78,2221.26,7779.07
1,1,1,1,1,1,1,1995,1,1995,"B","TIME",361586,281171,248171,285663,213561,203369,151798,69715.8,227472,69254,130721,61124.1,33322.6,30638.9,55703.7,20053.8,14099.5,9402.54,5061.37,4224.34,3296.29,8774.21
1,1,1,1,1,1,1,1995,1,1995.5,"M","TIME",327176,254413,224551,258467,193206,183923,137174,62906.2,204799,62181.4,117032,54572.4,29678.3,27231.7,49425.2,17769,12479.3,8314.68,4472.58,3730.77,2909.8,7738.84
1,1,1,1,1,1,1,1996,1,1996,"B","TIME",504663,296040,230201,203179,233860,174791,166336,123959,56761.6,184386,55831,104776,48722.9,26432.5,24203.4,43854.3,15744.5,11045.2,7352.69,3952.29,3294.87,9394.25
1,1,1,1,1,1,1,1996,1,1996.5,"M","TIME",456636,267866,208291,183835,211566,158066,150284,111807,51068.5,165378,49910.6,93371.5,43298.9,23434.7,21416.9,38744.7,13892.6,9736.2,6476,3478.76,2898.56,8256.3
1,1,1,1,1,1,1,1997,1,1997,"B","TIME",507000,413181,242374,188466,166332,191397,142942,135781,100847,45946.4,148329,44617.9,83208.3,38478.7,20776.9,18951.3,34230.4,12258.5,8582.3,5703.85,3061.96,9806.12
1,1,1,1,1,1,1,1997,1,1997.5,"M","TIME",458751,373858,219305,170521,150471,173066,129114,122403,90641.7,41146,132318,39654.9,73711.1,33992.6,18312.8,16673,30070.7,10756,7523.22,4996.11,2680.35,8574.22
1,1,1,1,1,1,1,1998,1,1998,"B","TIME",508911,415094,338278,198432,154285,136121,156490,116624,110343,81468.8,36847.2,118035,35244,65297.9,30029.5,16141,14668.6,26416.5,9437.72,6594.83,4376.2,9843.38
1,1,1,1,1,1,1,1998,1,1998.5,"M","TIME",460480,375589,306080,179536,139566,123069,141306,105060,99052.4,72816.6,32782.8,104556,31098.3,57428.2,26339.1,14126.5,12815.3,23046.4,8224.36,5741.71,3807.25,8552.08
1,1,1,1,1,1,1,1999,1,1999,"B","TIME",400112,416658,339844,276947,162439,126252,111268,127594,94642.5,88917.5,65083.3,29166.7,92616.1,27440.3,50506.9,23102.3,12363.4,11196.2,20106.3,7167,4998.94,10742.4
1,1,1,1,1,1,1,1999,1,1999.5,"M","TIME",362035,377005,307498,250578,146951,114166,100518,115058,85112.1,79696,58126.6,25961,82189.6,24289.4,44614.1,20372.4,10887.7,9849.05,17671.6,6294.68,4387.98,9419.68
1,1,1,1,1,1,1,2000,1,2000,"B","TIME",374187,327582,341126,278231,226720,132940,103238,90807.4,103754,76541.4,71430.9,51913.5,23107.6,72937,21500.3,39408.9,17965.2,9588.15,8664.01,15531.7,5528.53,12111.5
1,1,1,1,1,1,1,2000,1,2000.5,"M","TIME",338577,296406,308658,251739,205098,120205,93245.7,81850.9,93234.8,68522.8,63692.7,46113.8,20457,64386.5,18935.4,34641.6,15767.8,8405.11,7587.51,13591.1,4834.64,10578.9
1,1,1,1,1,1,1,2001,1,2001,"B","TIME",501879,306356,268197,279280,227768,185538,108690,84220.7,73777.8,83782.4,61344.4,56792.9,40962,18110.4,56838.4,16676.4,30451,13839.3,7368.04,6644.77,11892.9,13468.1
1,1,1,1,1,1,1,2001,1,2001.5,"M","TIME",454118,277201,242671,252689,206051,167777,98188.6,75944.1,66345.3,75088.2,54781.9,50544.6,36345.4,16028.2,50197.8,14703,26810.9,12171.5,6474.42,5834.71,10437,11807
1,1,1,1,1,1,1,2002,1,2002,"B","TIME",573137,410902,250820,219574,228629,186405,151716,88701.7,68480.8,59661.6,67296.1,48921.6,44983.7,32249,14185.4,44333.1,12963.1,23605.9,10704.8,5689.19,5123.4,19510
1,1,1,1,1,1,1,2002,1,2002.5,"M","TIME",518594,371797,226948,198669,206835,168571,137079,80012.5,61620.5,53522.1,60176.9,43612.2,39992.8,28605.2,12558.8,39189.7,11445.1,20821,9434.38,5010.8,4510.13,17158.4
1,1,1,1,1,1,1,2003,1,2003,"B","TIME",779316,469242,336414,205348,179754,187118,152444,123855,72174.5,55447.4,48014.4,53810.8,38879,35555.7,25373.1,11118.8,34643,10104.8,18364.6,8314.73,4413.3,19060.5
1,1,1,1,1,1,1,2003,1,2003.5,"M","TIME",705152,424585,304395,185798,162621,169224,137756,111754,64977.3,49780.7,42981.5,48036.2,34621.2,31595.8,22508.5,9849.77,30654.9,8933.53,16224.2,7341.37,3894.81,16806.8
1,1,1,1,1,1,1,2004,1,2004,"B","TIME",171445,638047,384178,275424,168109,147121,153042,124483,100835,58497.7,44693.2,38476.1,42881.3,30829.6,28076.8,19967.4,8725.61,27125.9,7898.01,14333.3,6481.95,18256.8
1,1,1,1,1,1,1,2004,1,2004.5,"M","TIME",155129,577324,347613,249200,152079,133032,138243,112227,90644.7,52398.4,39881.8,34210.3,38005.4,27250.3,24761.9,17578.2,7670.47,23818,6928.41,12564.1,5678.41,15975.8
1,1,1,1,1,1,1,2005,1,2005,"B","TIME",448563,140366,522381,314527,225472,137577,120293,124874,101178,81484,46935,35588.4,30417.4,33683.9,24086.5,21838.4,15475,6742.92,20913.5,6077.83,11013.4,18954.3
1,1,1,1,1,1,1,2005,1,2005.5,"M","TIME",405876,127008,472661,284580,203974,124407,108670,112601,90983.4,73026.2,41912.4,31671.4,26987.6,29809.2,21270.9,19252.7,13624,5929.86,18375.5,5336.41,9664.26,16614.9
1,1,1,1,1,1,1,2006,1,2006,"B","TIME",359855,367250,114921,427674,257485,184526,112497,98169.9,101534,81816.2,65446.3,37427.3,28185.6,23944.6,26380.2,18784.4,16973.2,11994.4,5214.83,16145.4,4685.44,23044.6
1,1,1,1,1,1,1,2006,1,2006.5,"M","TIME",325609,332299,103982,386951,232928,166846,101604,88479.1,91225.5,73226.3,58335.9,33231.3,24939.4,21125,23218,16500.6,14886.3,10506.5,4563.31,14116.8,4094.01,20111.6
1,1,1,1,1,1,1,2007,1,2007,"B","TIME",249603,294623,300674,94085.3,350106,210713,150861,91766.5,79744.8,81963.2,65538.3,51998,29505.6,22067,18637.4,20434.8,14494.4,13056,9203.13,3993.19,12343,21129.1
1,1,1,1,1,1,1,2007,1,2007.5,"M","TIME",225850,266583,272056,85126.1,316710,190514,136234,82682.6,71609.2,73296.1,58350.3,46101.1,26062.3,19430.6,16368.3,17909.3,12681.7,11407.7,8032.56,3482.23,10755.9,18388.5
1,1,1,1,1,1,1,2008,1,2008,"B","TIME",308242,204357,241212,246161,77020.1,286499,172251,123026,74498,64303.5,65545.5,51950.7,40872.9,23020.9,17109.1,14375.5,15696,11095.7,9967.58,7010.88,3036.64,25376.3
1,1,1,1,1,1,1,2008,1,2008.5,"M","TIME",278907,184907,218252,222715,69667.6,258971,155451,110696,66733.1,57285.3,58052.1,45756.4,35822.6,20092.5,14881.7,12469.4,13584.5,9585.9,8598.87,6041.15,2614.15,21808.3
1,1,1,1,1,1,1,2009,1,2009,"B","TIME",296133,252364,167309,197477,201503,63016.9,234087,140289,99601.3,59777.5,51033.1,51415.3,40300.7,31396.4,17536.7,12944.3,10816,11757,8281.52,7418.11,5205.55,20992.4
1,1,1,1,1,1,1,2009,1,2009.5,"M","TIME",267952,228347,151384,178671,182279,56972.9,211361,126363,89389.5,53409.9,45381.7,45515.9,35534.3,27589.7,15367.7,11317.8,9439.83,10246.2,7208.93,6451.26,4523.61,18217
1,1,1,1,1,1,1,2010,1,2010,"B","TIME",200375,242452,206615,136975,161657,164888,51508.5,190840,113819,80224.8,47720.6,40356.1,40293.3,31331.6,24244.5,13466.9,9895.69,8238.77,8929.59,6275.26,5610.43,19739.6
1,1,1,1,1,1,1,2010,1,2010.5,"M","TIME",181306,219377,186948,123931,146233,149069,46504.4,171869,102121,71648.3,42410.9,35699,35496.5,27505.3,21222.7,11761,8626.03,7170.93,7762.84,5450,4868.75,17105.5
1,1,1,1,1,1,1,2011,1,2011,"B","TIME",741581,164052,198499,169154,112129,132280,134768,41986.4,154783,91625.2,63988.7,37692.1,31579.3,31270.7,24146.4,18577.5,10271.2,7519.27,6241.49,6748.53,4733.28,19048
1,1,1,1,1,1,1,2011,1,2011.5,"M","TIME",671009,148439,179606,153049,101439,119623,121763,37871.1,139262,82182.4,57205.9,33591.4,28065.8,27726.4,21368.3,16414.6,9063.98,6628.79,5497.88,5940.62,4164.42,16742.6
1,1,1,1,1,1,1,2012,1,2012,"B","TIME",267703,607152,134312,162512,138477,91768.9,108177,110013,34159.2,125297,73712.8,51142.1,29936.9,24943.2,24583.9,18909.9,14503.4,7998.63,5843.78,4842.87,5229.44,18380.1
1,1,1,1,1,1,1,2012,1,2012.5,"M","TIME",242227,549371,121529,147041,125280,82996.3,97762.8,99283.4,30763.2,112551,66033.7,45695.4,26687,22192.1,21837.4,16775.6,12853,7082.52,5170.99,4282.99,4622.82,16235
1,1,1,1,1,1,1,2013,1,2013,"B","TIME",624136,219175,497089,109963,133042,113341,75062.3,88351,89600,27704.9,101101,59154.6,40828.7,23790,19744.5,19397.8,14882.2,11390.5,6271.34,4575.66,3787.83,18426.8
1,1,1,1,1,1,1,2013,1,2013.5,"M","TIME",564740,198316,449776,99492,120353,102480,67791.4,79621.8,80489,24789.6,90084.3,52498.6,36106.8,20975.7,17366.1,17027.2,13042.5,9969.62,5483.37,3997.41,3306.9,16067.4
1,1,1,1,1,1,1,2014,1,2014,"B","TIME",549437,510996,179443,406966,90018.3,108874,92659.4,61224.7,71755.1,72304.4,22181.1,80268,46591.5,31930.9,18494.4,15274.1,14946.3,11430.3,8726,4794.42,3492.24,16897.2
1,1,1,1,1,1,1,2014,1,2014.5,"M","TIME",497149,462364,162363,368214,81433,98442.9,83687.9,55181.2,64470.5,64714.4,19771.8,71271.3,41226.9,28172.1,16278.2,13417.8,13109.3,10012.9,7636.24,4192.25,3051.6,14747.5
1,1,1,1,1,1,1,2015,1,2015,"B","TIME",1381750,449838,418361,146909,333153,73666.6,89011.2,75585,49734.3,57925.4,57921.2,17624.1,63282.9,36480.1,24855.8,14327.6,11787,11498.1,8771.24,6682.58,3665.71,15537.8
1,1,1,1,1,1,1,2015,1,2015.5,"M","TIME",1250260,407028,378544,132923,301400,66622.8,80436.8,68203.6,44779.1,52013.1,51860.2,15736.8,56369.4,32428.2,22057.8,12697.5,10434.5,10169.7,7752.42,5903,3236.57,13707.3
1,1,1,1,1,1,1,2016,1,2016,"B","TIME",675574,1131270,368292,342516,120269,272674,60252.5,72688.3,61543.1,40317.5,46704.2,46433.4,14051.6,50211.1,28826.3,19574.8,11252.8,9237.12,8994.85,6851.94,5214.36,14950
1,1,1,1,1,1,1,2016,1,2016.5,"M","TIME",611283,1023610,333240,309908,108807,246610,54453.1,65601.8,55429.4,36220.7,41846,41497.3,12529.4,44686.4,25614.2,17371.4,9975.92,8182.25,7962.38,6062.21,4611.36,13210.8
