"Area","Bio_Pattern","Sex","BirthSeas","Settlement","Platoon","Morph","Yr","Seas","Time","Beg/Mid","Era","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21"
1,1,1,1,1,1,1,1971,1,1971,"B","TIME",191035,159219,122721,94291.8,75133.6,61653.5,51398.2,43307,36991.6,73535.3,59272.9,47799.3,38438.3,30833.2,24701,19777.4,15831.4,12671.5,10141.7,8116.79,6496.09,26035.7
1,1,1,1,1,1,1,1971,1,1971.5,"M","TIME",172850,144052,111001,85156.8,67411.1,54770.5,45323.9,38043.8,32440.6,64440.2,51924.3,41866.3,33664.5,27002.6,21631.7,17319.6,13863.9,11096.6,8881.2,7107.94,5688.67,22799.6
1,1,1,1,1,1,1,1972,1,1972,"B","TIME",183996,156396,130330,100400,76906.7,60482.3,48656,39967.5,33420.2,28449.4,56470,45486.7,36669.8,29483.5,23648,18943.8,15167.3,12140.9,9717.44,7777.36,6224.48,24947.3
1,1,1,1,1,1,1,1972,1,1972.5,"M","TIME",166484,141506,117908,90770,69329.6,54285.9,43529.3,35696.5,29826.5,25381.9,50373.6,40573.1,32707.4,26297.2,21092,16896.2,13527.8,10828.5,8667.01,6936.64,5551.62,22250.5
1,1,1,1,1,1,1,1973,1,1973,"B","TIME",166506,150639,128034,106670,82063.4,62498.9,48724.3,38942.9,31881.9,26619.1,22645,44935.3,36190.3,29173.2,23455.2,18812.3,15069.9,12065.6,9658.03,7730.13,6186.8,24796.7
1,1,1,1,1,1,1,1973,1,1973.5,"M","TIME",150657,136291,115814,96367.5,73737.4,55699.9,43159.7,34387.1,28112.5,23457.5,19949.9,39581.9,31876.6,25694.9,20658.2,16568.8,13272.6,10626.5,8506.08,6808.11,5448.85,21838.9
1,1,1,1,1,1,1,1974,1,1974,"B","TIME",229110,136316,123311,104761,87060.3,66256.1,49640.6,38230.6,30364.3,24788.8,20671.5,17575.5,34866.3,28077,22631.4,18194.8,14592.8,11689.6,9359.08,7491.52,5996.07,24032.9
1,1,1,1,1,1,1,1974,1,1974.5,"M","TIME",207302,123335,111548,94669.7,78325,59208.8,44138.9,33905.8,26898.3,21948.2,18298.4,15556.1,30858.5,24848.9,20029,16102.4,12914.6,10345.2,8282.69,6629.91,5306.44,21268.7
1,1,1,1,1,1,1,1975,1,1975,"B","TIME",356858,187571,111590,100907,85550.4,70466.2,52911.1,39247,30070.3,23827.9,19433,16197.8,13768.8,27311.5,21992,17725.9,14250.7,11429.4,9155.45,7330.09,5867.39,23518.6
1,1,1,1,1,1,1,1975,1,1975.5,"M","TIME",322895,169716,100960,91256.6,77228.2,63437,47535.8,35222.7,26974.2,21370.2,17426.9,14525,12346.6,24490.1,19720,15894.6,12778.3,10248.5,8209.52,6572.76,5261.17,21088.7
1,1,1,1,1,1,1,1976,1,1976,"B","TIME",347461,292165,153561,91343.2,82529,69715.6,57109,42706.5,31611,24196.9,19165.9,15627.9,13025,11071.3,21960.2,17682.7,14252.5,11458.1,9189.67,7361.33,5893.66,23627.4
1,1,1,1,1,1,1,1976,1,1976.5,"M","TIME",314391,264349,138925,82581.4,74396.5,62570.7,51088.8,38140.3,28209.8,21586.3,17095.5,13938.7,11616.7,9874.07,19585.3,15770.3,12711,10218.8,8195.7,6565.1,5256.18,21071.7
1,1,1,1,1,1,1,1977,1,1977,"B","TIME",308846,284469,239182,125684,74659.9,67065.4,56158,45703.2,34062.2,25174.6,19257.4,15248.8,12432.1,10360.7,8806.31,17467.2,14064.7,11336.2,9113.56,7309.24,5855,23480.1
1,1,1,1,1,1,1,1977,1,1977.5,"M","TIME",279451,257385,216381,113617,67276,60139.9,50177,40759.7,30352.5,22424.6,17151,13579.8,11071,9226.14,7841.84,15554,12524.1,10094.5,8115.29,6508.6,5213.65,20908.1
1,1,1,1,1,1,1,1978,1,1978,"B","TIME",363714,252854,232879,195754,102710,60622.4,53929.6,44833,36350.9,27046.9,19975.1,15274.9,12093.4,9858.8,8215.79,6983,13850.4,11152.3,8988.77,7226.37,5795.66,23260.4
1,1,1,1,1,1,1,1978,1,1978.5,"M","TIME",329092,228769,210646,176819,92221.8,53942.1,47664.5,39487.5,31966.9,23768.8,17548.7,13417.5,10622.1,8658.95,7215.73,6132.91,12164.2,9794.55,7894.36,6346.52,5089.99,20428.2
1,1,1,1,1,1,1,1979,1,1979,"B","TIME",472481,297766,206978,190536,159716,82804.7,47997.9,42127.3,34779.2,28111.7,20888,15417,11785.9,9329.69,7605.13,6337.41,5386.31,10683.3,8602.06,6933.2,5573.79,22411.1
1,1,1,1,1,1,1,1979,1,1979.5,"M","TIME",427513,269418,187253,172269,144014,74359.9,42971.8,37656.9,31066.7,25103.2,18650,13764.3,10522.1,8329.08,6789.4,5657.62,4808.52,9537.29,7679.29,6189.44,4975.86,20006.9
1,1,1,1,1,1,1,1980,1,1980,"B","TIME",522052,386825,243769,169408,155753,129856,66776.3,38472,33660.8,27750.5,22416.7,16651.7,12288.7,9393.73,7435.78,6061.16,5050.75,4292.71,8514.2,6855.5,5525.47,22302.7
1,1,1,1,1,1,1,1980,1,1980.5,"M","TIME",472363,349991,220523,153117,140238,116247,59520.7,34215.8,29907.2,24645.2,19904.3,14784.1,10909.8,8339.5,6601.19,5380.81,4483.78,3810.83,7558.41,6085.9,4905.17,19798.9
1,1,1,1,1,1,1,1981,1,1981,"B","TIME",1029770,427404,316665,199494,138392,126269,104063,53053.6,30430.5,26572.1,21887.4,17673.5,13125.9,9685.73,7403.59,5860.27,4776.83,3980.47,3383.04,6709.91,5402.69,21930.7
1,1,1,1,1,1,1,1981,1,1981.5,"M","TIME",931751,386702,286455,180268,124478,112782,92465.1,47014.2,26934,23506.6,19357.7,15629,11606.8,8564.52,6546.44,5181.74,4223.71,3519.55,2991.29,5932.9,4777.06,19391.1
1,1,1,1,1,1,1,1982,1,1982,"B","TIME",468580,843064,349876,259127,162895,111963,100735,82159.5,41662.3,23839.3,20794.7,17120.4,13821.1,10263.6,7573.11,5788.53,4581.78,3734.65,3112,2644.91,5245.88,21369.4
1,1,1,1,1,1,1,1982,1,1982.5,"M","TIME",423981,762791,316517,234227,146721,100307,89888.4,73162,37065.5,21200.5,18489.5,15221.2,12287.3,9124.37,6732.44,5145.92,4073.11,3320.02,2766.5,2351.25,4663.44,18996.8
1,1,1,1,1,1,1,1983,1,1983,"B","TIME",414832,383627,690161,286338,211720,132153,89864,80209.4,65149.8,32976,18853.8,16439.9,13532.6,10923.8,8111.61,5985.09,4574.65,3620.92,2951.42,2459.35,2090.2,21033.3
1,1,1,1,1,1,1,1983,1,1983.5,"M","TIME",375351,347108,624406,258925,191032,118845,80615.6,71863.1,58337.4,29520.5,16876.2,14714.7,12112.2,9777.02,7260.02,5356.72,4094.35,3240.74,2641.54,2201.13,1870.74,18824.8
1,1,1,1,1,1,1,1984,1,1984,"B","TIME",611918,339628,314065,564916,234137,172365,106878,72319,64385.4,52237.3,26427.1,15106,13170.5,10840.9,8750.66,6497.83,4794.33,3664.47,2900.49,2364.19,1970.01,18522.6
1,1,1,1,1,1,1,1984,1,1984.5,"M","TIME",553682,307300,284152,510917,211413,155255,96092.8,64960,57809.3,46893.4,23721.5,13559,11821.5,9730.31,7854.18,5832.12,4303.14,3289.03,2603.32,2121.96,1768.17,16624.8
1,1,1,1,1,1,1,1985,1,1985,"B","TIME",1013770,500988,278049,257087,462079,190895,139844,86396,58349.9,51904.9,42096.1,21293,12170.4,10610.6,8733.53,7049.55,5234.62,3862.27,2952.06,2336.59,1904.56,16508.5
1,1,1,1,1,1,1,1985,1,1985.5,"M","TIME",917289,453300,251563,232499,417126,171850,125634,77535.2,52340.8,46549.9,37749.5,19093.5,10913,9514.22,7831.06,6321.07,4693.68,3463.14,2646.99,2095.12,1707.73,14802.4
1,1,1,1,1,1,1,1986,1,1986,"B","TIME",426094,829990,410150,227600,210263,376546,154705,112868,69583.2,46950.5,41747.3,33851.7,17121.3,9785.5,8531.15,7021.85,5667.87,4208.63,3105.25,2373.44,1878.61,14803.9
1,1,1,1,1,1,1,1986,1,1986.5,"M","TIME",385543,750988,371088,205853,189894,339312,139176,101452,62521.4,42178.6,37501.4,30407.7,15379.1,8789.69,7662.94,6307.22,5091.02,3780.3,2789.21,2131.88,1687.41,13297.2
1,1,1,1,1,1,1,1987,1,1987,"B","TIME",1104940,348851,679505,335746,186185,171497,305760,125206,91191.2,56176.3,37891.6,33687.3,27314,13814.2,7895.22,6883.09,5665.32,4572.89,3395.56,2505.33,1914.9,13459.5
1,1,1,1,1,1,1,1987,1,1987.5,"M","TIME",999789,315649,614810,303716,168270,154784,275681,112830,82157.8,50606.3,34133,30345,24603.8,12443.4,7111.74,6200.03,5103.11,4119.08,3058.58,2256.71,1724.87,12123.8
1,1,1,1,1,1,1,1988,1,1988,"B","TIME",265442,904642,285607,556275,274742,152080,139700,248561,101677,74019.2,45588.5,30747.1,27334.3,22162.4,11208.6,6406.01,5584.76,4596.69,3710.31,2755.05,2032.75,12474.3
1,1,1,1,1,1,1,1988,1,1988.5,"M","TIME",240181,818551,258425,503324,248570,137560,126291,224458,91663.8,66587.5,40915.7,27532.6,24425.8,19768.8,9983,5698.47,4962.91,4081.5,3292.26,2443.3,1801.93,11049
1,1,1,1,1,1,1,1989,1,1989,"B","TIME",513762,217325,740653,233831,455414,224891,124426,114168,202693,82636.7,59902,36721.9,24654.1,21826.8,17633.6,8891.39,5069.08,4410.3,3624.05,2921.31,2166.83,11383.8
1,1,1,1,1,1,1,1989,1,1989.5,"M","TIME",464871,196643,670168,211576,412054,203456,112537,103206,183085,74566.7,53992.3,33063.2,22175.9,19616,15836.2,7980.4,4547.52,3954.98,3248.87,2618.2,1941.59,10196.6
1,1,1,1,1,1,1,1990,1,1990,"B","TIME",531006,420632,177930,606390,191439,372823,184065,101784,93296,165373,67284.8,48665.7,29769,19946.7,17629.2,14222.1,7162.74,4079.63,3546.67,2912.53,2346.55,10873
1,1,1,1,1,1,1,1990,1,1990.5,"M","TIME",480472,380600,160994,548647,173176,337061,166180,91650.6,83665.3,147533,59685.8,42929.7,26127.8,17430.6,15349,12345.2,6202.19,3525.47,3059.91,2509.46,2019.61,9339.77
1,1,1,1,1,1,1,1991,1,1991,"B","TIME",537777,434748,344378,145670,496403,156655,304729,150032,82526.3,75028.7,131617,52945,37869.8,22932,15231.8,13363.7,10716,5370.45,3046.58,2639.95,2162.17,9760.99
1,1,1,1,1,1,1,1991,1,1991.5,"M","TIME",486600,393374,311602,131802,449086,141670,275332,135325,74238.5,67265.4,117562,47119.9,33592.4,20283.9,13440.7,11769.1,9422.24,4715.89,2672.41,2313.72,1893.64,8537.83
1,1,1,1,1,1,1,1992,1,1992,"B","TIME",531464,440293,355937,281945,119254,406280,128118,248771,122059,66782.9,60305.4,105008,41935.6,29798,17941.6,11860.3,10364.8,8284.65,4141.1,2344.2,2027.8,9126.4
1,1,1,1,1,1,1,1992,1,1992.5,"M","TIME",480888,398391,322061,255104,107888,367429,115768,224428,109840,59906.2,53907.7,93548.2,37243.6,26393.3,15855.9,10462.2,9129.22,7288.09,3639.33,2058.48,1779.46,7999.13
1,1,1,1,1,1,1,1993,1,1993,"B","TIME",363365,435124,360477,291409,230818,97605.6,332292,104609,202466,98844.1,53737.7,48188.7,83339.1,33076.5,23377.5,14012.7,9228.91,8040.92,6411.41,3198.36,1807.59,8572.62
1,1,1,1,1,1,1,1993,1,1993.5,"M","TIME",328785,393715,326170,263668,208823,88277.5,300313,94407.8,182322,88761.6,48109.3,43012.9,74186.3,29374.9,20720.6,12400,8155.97,7098.47,5654.99,2819.01,1592.26,7543.52
1,1,1,1,1,1,1,1994,1,1994,"B","TIME",339884,297497,356246,295127,238568,188924,79840.8,271412,85201.1,164181,79707.5,43070.4,38392.9,66038.7,26087.5,18365.5,10972.9,7207.77,6266.47,4987.82,2484.66,8040.55
1,1,1,1,1,1,1,1994,1,1994.5,"M","TIME",307539,269185,322341,267031,215829,170855,72141.9,244830,76658.8,147236,71224.9,38351.7,34077.8,58454.8,23038.2,16188,9656.82,6335.28,5502.26,4375.87,2178.32,7040.53
1,1,1,1,1,1,1,1995,1,1995,"B","TIME",349570,278272,243567,291662,241609,195258,154514,65185.4,220852,68972.9,132040,63645.1,34150.1,30247.6,51741.8,20345.4,14268.6,8498.61,5568.4,4831.24,3839,8074.63
1,1,1,1,1,1,1,1995,1,1995.5,"M","TIME",316304,251790,220386,263897,218587,176600,139649,58833.2,198908,61952,118250,56833.2,30415,26878.2,45890.6,18016.4,12619.1,7508.28,4915.36,4261.71,3384.52,7111.49
1,1,1,1,1,1,1,1996,1,1996,"B","TIME",524446,286203,227828,199411,238776,197758,159724,126214,53100.1,179144,55645.8,105900,50750.4,27088.4,23884.2,40701.1,15953.9,11160.2,6633.35,4338.9,3759.31,9247.08
1,1,1,1,1,1,1,1996,1,1996.5,"M","TIME",474537,258966,206144,180428,216019,178850,144335,113875,47793.3,160745,49763.2,94393,45101,24010.8,21124.8,35934.6,14065.1,9827.24,5835.44,3813.99,3302.39,8113.77
1,1,1,1,1,1,1,1997,1,1997,"B","TIME",537059,429378,234321,186525,163251,195432,161750,130429,102743,43016.8,144236,44502.5,84136.7,40080.5,21282.9,18684.2,31726.3,12399.8,8653.49,5133.52,3352.58,10020.4
1,1,1,1,1,1,1,1997,1,1997.5,"M","TIME",485950,388515,212019,168767,147689,176731,146132,117619,92389,38542.4,128724,39563,74535.8,35399.2,18749.3,16425.5,27843.3,10867.1,7575.21,4489.7,2929.9,8745.16
1,1,1,1,1,1,1,1998,1,1998,"B","TIME",502464,439705,351541,191840,152699,133610,159820,132022,106067,83078.8,34533.4,114880,35171.8,66030.4,31264.6,16517.3,14439.8,24435.4,9523.74,6631.3,3926.63,10192.8
1,1,1,1,1,1,1,1998,1,1998.5,"M","TIME",454646,397858,318082,173574,138138,120812,144347,118982,95268.7,74302.6,30741.3,101798,31037,58058.7,27407.3,14443.6,12601.3,21289.1,8286.34,5763.4,3409.66,8836.6
1,1,1,1,1,1,1,1999,1,1999,"B","TIME",364587,411380,359994,287807,157047,124965,109239,130373,107229,85570.1,66453.4,27365.5,90204.9,27388.3,51049.3,24025.9,12630.1,10996.9,18547.9,7209.71,5009.09,10621.6
1,1,1,1,1,1,1,1999,1,1999.5,"M","TIME",329891,372230,325732,260407,142079,113013,98704.9,117602,96475.1,76734.8,59377.4,24365.4,80058.2,24240.2,45076.6,21174.3,11113.7,9664.23,16283.4,6324.12,4390.78,9298.97
1,1,1,1,1,1,1,2000,1,2000,"B","TIME",397256,298497,336806,294731,235616,128537,102204,89186.3,106083,86799.8,68811.9,53054.9,21694.2,71052.9,21453.9,39802.6,18661.1,9779.31,8493.08,14295.3,5547.31,11989.8
1,1,1,1,1,1,1,2000,1,2000.5,"M","TIME",359451,270090,304750,266670,213154,116235,92332.2,80420.4,95378.9,77753.4,61391.5,47146.7,19209.1,62718.5,18888.1,34967.2,16365.4,8564.03,7429.02,12492.5,4843.98,10455.1
1,1,1,1,1,1,1,2001,1,2001,"B","TIME",473815,325244,244386,275745,241282,192834,105111,83414,72516,85754.8,69649.8,54771.3,41896.4,17008.7,55361.6,16629.2,30719.2,14352.1,7499.77,6498.27,10917,13346.7
1,1,1,1,1,1,1,2001,1,2001.5,"M","TIME",428724,294291,221127,249493,218284,174390,94974.7,75243,65242.9,76899.2,62231.9,48765.1,37182.3,15053,48882,14654.7,27029.4,12612.1,6583.71,5699.73,9568.86,11683.9
1,1,1,1,1,1,1,2002,1,2002,"B","TIME",563043,387925,266284,200081,225741,197478,157711,85815.5,67872.4,58699.2,68958,55604.1,43417.5,32998.6,13322.2,43160.8,12914.7,23782.8,11083.1,5779.55,4999.31,18615.5
1,1,1,1,1,1,1,2002,1,2002.5,"M","TIME",509461,351007,240941,181034,204228,178600,142522,77433.9,61100.7,52686.2,61693.9,49588.9,38609.1,29271,11792.6,38139.6,11396.2,20962.5,9759.71,5085.58,4396.3,16351.9
1,1,1,1,1,1,1,2003,1,2003,"B","TIME",747624,460978,317603,218010,163800,184766,161527,128796,69870.9,55004.7,47289.3,55194.9,44224.4,34333.3,25964.5,10438.6,33702.5,10056.3,18476.6,8594.35,4474.94,18229.6
1,1,1,1,1,1,1,2003,1,2003.5,"M","TIME",676477,417109,287376,197256,148192,167110,145988,116247,62929.8,49407.4,42352.4,49290.5,39390.4,30511.4,23030.5,9244.61,29809.5,8885.42,16311.7,7582.11,3945.66,16057.2
1,1,1,1,1,1,1,2004,1,2004,"B","TIME",182899,612100,377414,260025,178479,134071,151142,131944,104920,56678.3,44379.6,37930.9,44017.7,35084.8,27114.9,20428,8187.17,26366.1,7850.9,14400.4,6689.09,17622.7
1,1,1,1,1,1,1,2004,1,2004.5,"M","TIME",165493,553848,341493,235270,161466,121245,136556,119000,94368.9,50801.5,39627.1,33743,39025.6,31015,23910.9,17977.8,7193.3,23134.4,6881.11,12610.3,5853.34,15400.7
1,1,1,1,1,1,1,2005,1,2005,"B","TIME",464110,149744,501139,308992,212871,146074,109645,123378,107326,84878.8,45534.1,35383.5,30017.5,34599.6,27417.2,21085.4,15821.5,6320.08,20298.8,6031.11,11042.8,18580.9
1,1,1,1,1,1,1,2005,1,2005.5,"M","TIME",419943,135493,453444,279575,192582,132103,99071.6,111293,96563.1,76115.9,40686.2,31505,26641.7,30623.5,24210.2,18583.5,13922.4,5554.4,17821.2,5290.51,9680.12,16267.9
1,1,1,1,1,1,1,2006,1,2006,"B","TIME",379928,379979,122599,410287,252959,174226,119468,89517.8,100392,86879.7,68257.6,36354.6,28051.7,23645.5,27104.4,21378.3,16378.4,12251.2,4881.49,15646,4640.85,22728.3
1,1,1,1,1,1,1,2006,1,2006.5,"M","TIME",343772,343817,110930,371225,228843,157551,107927,80715.2,90253.9,77813.3,60884.2,32297.4,24830.3,20864.2,23853,18772.9,14356.8,10723.5,4267.75,13665.8,4050.3,19808.2
1,1,1,1,1,1,1,2007,1,2007,"B","TIME",220937,311057,311097,100372,335882,207026,142472,97499.9,72778.1,81139.2,69693,54307.3,28693,21978.9,18410,20991.7,16485,12584.7,9386.31,3731.18,11936.1,20798.1
1,1,1,1,1,1,1,2007,1,2007.5,"M","TIME",199911,281454,281487,90815.7,303856,187203,128691,87888.2,65395.3,72613.8,62095,48177.5,25354.3,19355.5,16166.5,18390.3,14414.4,10986.9,8184.17,3249.95,10387.9,18072.8
1,1,1,1,1,1,1,2008,1,2008,"B","TIME",354935,180886,254668,254696,82169,274884,169278,116244,79224,58761.4,64984.2,55325.3,42739.5,22404.2,17045.3,14196.3,16111.2,12603.9,9591.9,7136,2830.79,24745.1
1,1,1,1,1,1,1,2008,1,2008.5,"M","TIME",321157,163671,230428,230442,74329.4,248510,152819,104655,71025.4,52398.3,57608.2,48764.4,37475,19556,14822.2,12306.4,13930.9,10875.7,8262.75,6138.73,2432.45,21220.2
1,1,1,1,1,1,1,2009,1,2009,"B","TIME",279107,290594,148095,208496,208498,67237.7,224666,137960,94221.1,63675.2,46724.3,51069.3,42981.6,32858.9,17069.9,12889,10668,12045.6,9384.42,7117.78,5280.84,20287.5
1,1,1,1,1,1,1,2009,1,2009.5,"M","TIME",252546,262938,133999,188644,188615,60796.3,202908,124322,84615.8,56934.6,41578.9,45233.3,37908.3,28874.2,14953.8,11262.5,9302.56,10486.1,8158.29,6180.89,4581.55,17572.2
1,1,1,1,1,1,1,2010,1,2010,"B","TIME",233125,228512,237915,121245,170682,170628,54972,183257,112032,75989.8,50907.5,37000.2,40064.2,33433.9,25372.7,13100,9841.33,8111.86,9128.53,7092.36,5367.32,19195.1
1,1,1,1,1,1,1,2010,1,2010.5,"M","TIME",210939,206765,215270,109701,154404,154278,49644.6,165116,100582,67915.2,45273.1,32745.7,35301.4,29347.2,22200.3,11431.9,8569.77,7051.42,7923.92,6149.31,4649.23,16598.7
1,1,1,1,1,1,1,2011,1,2011,"B","TIME",721094,190865,187087,194781,99255.4,139679,139494,44833.5,148770,90303.2,60698.6,40262.4,28980.4,31104.8,25760,19424.5,9976.22,7462.5,6129.61,6878.27,5331.66,18380.7
1,1,1,1,1,1,1,2011,1,2011.5,"M","TIME",652472,172701,169281,176238,89796.1,126324,126056,40451.4,133908,81034.3,54287,35892.1,25758.2,27575.5,22788.2,17153.2,8796.97,6572.65,5393.55,6047.58,4684.76,16132.1
1,1,1,1,1,1,1,2012,1,2012,"B","TIME",285188,590380,156265,153170,159460,81238.4,114247,113911,36497.7,120530,72716.8,48552.7,31996.1,22894.2,24446.8,20159.2,15147.4,7757.12,5788.92,4745.87,5317.22,18274.9
1,1,1,1,1,1,1,2012,1,2012.5,"M","TIME",258049,534195,141393,138589,144267,73477.4,103263,102827,32880.6,108311,65163.6,43391.5,28524.5,20366.7,21709,17875.3,13415.2,6863.31,5117.82,4192.98,4695.27,16121.9
1,1,1,1,1,1,1,2013,1,2013,"B","TIME",606161,233492,483358,127937,125397,130522,66457.9,93335.1,92821.4,29622.1,97329.6,58394.9,38778.9,25429.5,18118.2,19277.8,15850.1,11881,6072.49,4524.53,3704.49,18368.7
1,1,1,1,1,1,1,2013,1,2013.5,"M","TIME",548476,211271,437353,115756,113441,118027,60033.9,84146.2,83427.5,26520.8,86769.7,51842.8,34297.8,22417.5,15928.4,16909.6,13877.4,10386.7,5302.26,3946.72,3228.77,15986.4
1,1,1,1,1,1,1,2014,1,2014,"B","TIME",504790,496280,191164,395727,104735,102626,106728,54230.8,75861.9,74984.3,23744.2,77355.5,46025.9,30334.4,19762.2,14003.3,14832.4,12150.2,9080.35,4629.73,3442.69,16727.3
1,1,1,1,1,1,1,2014,1,2014.5,"M","TIME",456752,449050,172970,358051,94749.9,92802.7,96415.5,48896.5,68196.6,67152.9,21176.5,68711.1,40732.2,26760.1,17387.2,12293.3,12997.8,10631.8,7936.2,4042.45,3003.61,14573.1
1,1,1,1,1,1,1,2015,1,2015,"B","TIME",1311700,413285,406314,156507,323962,85716.8,83920,87099.6,44086.9,61305.9,60139.5,18886.5,61032.6,36047.4,23607,15297.6,10792.1,11390.2,9303.24,6936.21,3529.67,15316.9
1,1,1,1,1,1,1,2015,1,2015.5,"M","TIME",1186880,373954,367644,141609,293093,77526.6,75848.1,78615.4,39709.6,55072.5,53868.1,16869,54372.4,32042.1,20944.8,13551.5,9548.31,10067.1,8215.75,6121.26,3113.23,13496.3
1,1,1,1,1,1,1,2016,1,2016,"B","TIME",732799,1073930,338366,332655,128128,265166,70118.9,68552.5,70957.7,35766.9,49473,48250.8,15067,48439,28481.8,18582.8,12004.8,8447.83,8897.72,7255.38,5402.06,14638
1,1,1,1,1,1,1,2016,1,2016.5,"M","TIME",663062,971726,306163,300989,115921,239837,63379.3,61885.5,63932.5,32146.2,44344.8,43134.9,13437.1,43109.5,25304,16485.7,10637.6,7478.6,7870.77,6413.93,4773.08,12921.7
1,1,1,1,1,1,1,2017,1,2017,"B","TIME",408432,599963,879250,277025,272337,104876,216927,57287.6,55867,57602.8,28892,39748.2,38561.5,11983.6,38366.3,22480.7,14625.3,9426.07,6620.57,6962.35,5670.07,15623.9
