"metric","2015","2016"
"Fabc",0.387163,0.387163
"Fofl",0.480216,0.480216
"SSBF100",193005000,193005000
"SSBFabc",77202200,77202200
"SSBFofl",67551900,67551900
"SSBMean",151306000,144718000
"Catch",11307500,10312900
"ABC",59917500,57772000
"OFL",72591800,69976100
"SSB",151306000,144718000
"TotBiom",477071000,478649000
