metric,2022,2023
TotBiom,"608,631","612,001"
SSBMean,"155,379","160,748"
SSBF100,"203,658","203,658"
SSBFofl,"71,280","71,280"
SSBFabc,"81,463","81,463"
Fofl,0.46,0.46
Fabc,0.37,0.37
Fabc,0.37,0.37
OFL,"77,967","80,034"
ABC,"64,288","65,988"
ABC,"64,288","65,988"
