"metric","2011","2012"
"Fabc",0.391786,0.391786
"Fofl",0.484892,0.484892
"SSBF100",191630000,191630000
"SSBFabc",76652000,76652000
"SSBFofl",67070500,67070500
"SSBMean",154475000,156306000
"Catch",13558000,11367500
"ABC",64321700,63618200
"OFL",77910500,77032400
"SSB",154475000,156306000
"TotBiom",520166000,509478000
