"metric","2021","2022"
"Fabc",0.368177,0.368177
"Fofl",0.455889,0.455889
"SSBF100",203.658,203.658
"SSBFabc",81.4632,81.4632
"SSBFofl",71.2803,71.2803
"SSBMean",150.433,154.906
"Catch",11.519,11.519
"ABC",62.5672,64.1188
"OFL",75.8626,77.763
"SSB",150.433,154.906
"TotBiom",602.497,608.576
