"metric","2023","2024"
"TotBiom",606894,606407
"SSBMean",159151,164769
"SSBF100",203658,203658
"SSBFabc",81463.2,81463.2
"SSBFofl",71280.3,71280.3
"Fofl",0.455889,0.455889
"Fabc",0.368177,0.368177
"Fabc",0.368177,0.368177
"OFL",79337.9,81242.9
"ABC",65411.6,66989.4
"ABC",65411.6,66989.4
