Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom SPR_Implied Ntot SexRatio
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64317.4 77905.1 13558 154471 0.0766116 511804 0.770447 536877 0.498265
1 Model_Proj.dat 2012 63577.8 76982.4 11367.5 156277 0.0647152 486463 0.798703 537746 0.49881
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64319.1 77907.3 13558 154473 0.0766096 515129 0.770451 537051 0.498266
1 Model_Proj.dat 2012 63605.2 77016.3 11367.5 156301 0.064689 517330 0.798767 539407 0.498813
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64324.9 77914.5 13558 154479 0.0766031 526289 0.770466 537635 0.498268
1 Model_Proj.dat 2012 63640.1 77059.5 11367.5 156319 0.0646556 511726 0.79885 539265 0.498813
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64319 77907.1 13558 154473 0.0766097 514916 0.770451 537040 0.498266
1 Model_Proj.dat 2012 63590.1 76997.6 11367.5 156285 0.0647035 489736 0.798732 537960 0.49881
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64320.3 77908.7 13558 154474 0.0766083 517353 0.770454 537168 0.498266
1 Model_Proj.dat 2012 63605.4 77016.5 11367.5 156297 0.0646888 503255 0.798768 538700 0.498812
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64323.5 77912.7 13558 154477 0.0766047 523473 0.770462 537488 0.498267
1 Model_Proj.dat 2012 63631.5 77048.9 11367.5 156315 0.0646638 513569 0.798829 539323 0.498813
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64324.7 77914.2 13558 154479 0.0766033 525831 0.770466 537611 0.498267
1 Model_Proj.dat 2012 63637.8 77056.6 11367.5 156317 0.0646579 510205 0.798844 539179 0.498813
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64323.2 77912.3 13558 154477 0.0766051 522857 0.770462 537456 0.498267
1 Model_Proj.dat 2012 63636.4 77054.9 11367.5 156321 0.0646592 526888 0.798841 540012 0.498815
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64322 77910.9 13558 154476 0.0766063 520705 0.770459 537343 0.498267
1 Model_Proj.dat 2012 63622.2 77037.4 11367.5 156310 0.0646727 513770 0.798808 539296 0.498813
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64321.6 77910.3 13558 154475 0.0766068 519884 0.770458 537300 0.498266
1 Model_Proj.dat 2012 63616.7 77030.6 11367.5 156305 0.064678 508583 0.798795 539014 0.498813
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64318.9 77907 13558 154472 0.0766098 514760 0.770451 537032 0.498266
1 Model_Proj.dat 2012 63593.2 77001.5 11367.5 156289 0.0647004 496867 0.798739 538331 0.498811
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
1 Model_Proj.dat 2011 64321.5 77910.2 13558 154475 0.076607 519607 0.770457 537286 0.498266
1 Model_Proj.dat 2012 63613.1 77026.1 11367.5 156302 0.0646814 503413 0.798786 538739 0.498812
1 Model_Proj.dat 2010 65501.2 79342.5 20127.1 155958 0.11267 542578 0.696111 540613 0.497994
