Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom SPR_Implied Ntot SexRatio
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58082.5 70308.6 9110.9 146810 0.0516756 502376 0.820018 481793 0.496657
1 Model_Proj.dat 2018 57242.9 69310.6 11006.6 142132 0.0636112 494869 0.787481 468946 0.496703
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58083.7 70310.1 9110.9 146811 0.0516745 505796 0.820021 481970 0.496658
1 Model_Proj.dat 2018 57263.8 69336.5 11006.6 142155 0.0635893 525929 0.787538 470610 0.496714
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58088 70315.4 9110.9 146818 0.051671 517077 0.820031 482557 0.496662
1 Model_Proj.dat 2018 57292.4 69371.8 11006.6 142173 0.0635595 520110 0.787616 470475 0.496713
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58083.7 70310 9110.9 146811 0.0516746 505578 0.820021 481959 0.496658
1 Model_Proj.dat 2018 57252.9 69322.9 11006.6 142139 0.0636008 498154 0.787508 469164 0.496704
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58084.6 70311.2 9110.9 146813 0.0516738 508063 0.820023 482088 0.496659
1 Model_Proj.dat 2018 57264.8 69337.6 11006.6 142152 0.0635883 511868 0.78754 469913 0.496709
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58086.9 70314 9110.9 146816 0.0516719 514249 0.820028 482410 0.496661
1 Model_Proj.dat 2018 57285.4 69363.2 11006.6 142169 0.0635668 522132 0.787597 470538 0.496714
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58087.8 70315.1 9110.9 146817 0.0516712 516618 0.82003 482533 0.496662
1 Model_Proj.dat 2018 57290.6 69369.6 11006.6 142171 0.0635614 518578 0.787611 470389 0.496713
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
1 Model_Proj.dat 2017 58086.7 70313.8 9110.9 146816 0.0516721 513629 0.820028 482377 0.496661
1 Model_Proj.dat 2018 57288.7 69367.3 11006.6 142175 0.0635633 535494 0.787606 471223 0.496719
1 Model_Proj.dat 2016 59640.6 72194.7 10312.9 152626 0.0570558 507561 0.805016 502976 0.496738
