"metric","2023","2024"
"TotBiom",606775000,606302000
"SSBMean",159091000,164713000
"SSBF100",203658000,203658000
"SSBFofl",71280300,71280300
"SSBFabc",81463200,81463200
"Fofl",0.455889,0.455889
"Fabc",0.368177,0.368177
"Fabc",0.368177,0.368177
"OFL",79311700,81218500
"ABC",65390000,66969300
"ABC",65390000,66969300
