Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom SPR_Implied Ntot SexRatio
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62559.4 75915.2 19557.9 146659 0.107561 675750 0.691731 534301 0.495728
1 Model_Proj.dat 2010 65147.6 79110.9 20127.1 151079 0.106495 686559 0.693833 563195 0.496148
1 Model_Proj.dat 2011 68388 83076.3 13558 158601 0.0678095 686881 0.780056 599669 0.496707
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62559.6 75915.5 19557.9 146660 0.107561 676359 0.691732 534333 0.495729
1 Model_Proj.dat 2010 65146.5 79109.6 20127.1 151076 0.106496 679807 0.69383 562854 0.496146
1 Model_Proj.dat 2011 68372.7 83057.3 13558 158587 0.0678239 678541 0.78002 599181 0.496705
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62564.4 75921.4 19557.9 146666 0.107553 688212 0.691748 534947 0.495733
1 Model_Proj.dat 2010 65185 79157.3 20127.1 151107 0.106435 694325 0.69395 563779 0.496152
1 Model_Proj.dat 2011 68551.8 83278.8 13558 158708 0.067655 703518 0.780444 601517 0.496718
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62560.3 75916.4 19557.9 146661 0.107559 678145 0.691734 534425 0.495729
1 Model_Proj.dat 2010 65153.4 79118.1 20127.1 151082 0.106486 684538 0.693851 563125 0.496148
1 Model_Proj.dat 2011 68406.7 83099.3 13558 158610 0.0677918 682285 0.7801 599569 0.496707
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62562.3 75918.8 19557.9 146663 0.107556 683068 0.691741 534680 0.495731
1 Model_Proj.dat 2010 65168.4 79136.7 20127.1 151093 0.106462 688273 0.693898 563391 0.49615
1 Model_Proj.dat 2011 68467.9 83175 13558 158647 0.067734 675652 0.780245 599625 0.496708
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62559.8 75915.7 19557.9 146660 0.10756 676755 0.691732 534353 0.495729
1 Model_Proj.dat 2010 65149.4 79113.1 20127.1 151079 0.106492 684087 0.693839 563082 0.496148
1 Model_Proj.dat 2011 68391.2 83080.2 13558 158602 0.0678064 684541 0.780063 599582 0.496707
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62559.8 75915.7 19557.9 146660 0.10756 676880 0.691733 534360 0.495729
1 Model_Proj.dat 2010 65145.6 79108.5 20127.1 151074 0.106498 673865 0.693827 562554 0.496144
1 Model_Proj.dat 2011 68356.4 83037.1 13558 158572 0.0678393 664560 0.779981 598406 0.4967
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62564.1 75921 19557.9 146666 0.107553 687418 0.691746 534905 0.495733
1 Model_Proj.dat 2010 65183.4 79155.2 20127.1 151106 0.106438 695580 0.693945 563833 0.496153
1 Model_Proj.dat 2011 68544.1 83269.3 13558 158702 0.0676623 697277 0.780426 601156 0.496716
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62560.7 75916.8 19557.9 146661 0.107559 679034 0.691735 534471 0.49573
1 Model_Proj.dat 2010 65154 79118.9 20127.1 151081 0.106484 680161 0.693853 562912 0.496146
1 Model_Proj.dat 2011 68398.4 83089.1 13558 158600 0.0677995 667743 0.780081 598814 0.496703
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62565.4 75922.6 19557.9 146668 0.107551 690552 0.691751 535068 0.495734
1 Model_Proj.dat 2010 65198.5 79174 20127.1 151121 0.106414 711771 0.693992 564717 0.496159
1 Model_Proj.dat 2011 68633.4 83379.8 13558 158768 0.0675784 723686 0.780637 602980 0.496727
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62560.3 75916.2 19557.9 146660 0.10756 677899 0.691734 534412 0.495729
1 Model_Proj.dat 2010 65149.1 79112.8 20127.1 151076 0.106492 675624 0.693838 562660 0.496145
1 Model_Proj.dat 2011 68372.4 83056.9 13558 158582 0.0678241 664784 0.780019 598515 0.496701
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62565.6 75922.9 19557.9 146668 0.107551 691151 0.691751 535099 0.495735
1 Model_Proj.dat 2010 65194.8 79169.4 20127.1 151114 0.10642 698435 0.693981 564035 0.496154
1 Model_Proj.dat 2011 68591 83327.3 13558 158730 0.0676181 693435 0.780537 601260 0.496717
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62565.6 75922.9 19557.9 146668 0.107551 691188 0.691751 535101 0.495735
1 Model_Proj.dat 2010 65203.8 79180.6 20127.1 151127 0.106406 720600 0.694009 565184 0.496162
1 Model_Proj.dat 2011 68671.4 83426.8 13558 158798 0.0675428 740415 0.780726 604020 0.496732
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62564.7 75921.7 19557.9 146667 0.107552 688889 0.691748 534982 0.495734
1 Model_Proj.dat 2010 65185.9 79158.4 20127.1 151107 0.106434 691954 0.693953 563666 0.496152
1 Model_Proj.dat 2011 68544.3 83269.6 13558 158696 0.0676619 683050 0.780427 600469 0.496713
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62566.9 75924.4 19557.9 146670 0.107549 694283 0.691756 535261 0.495736
1 Model_Proj.dat 2010 65208 79185.8 20127.1 151127 0.106399 709906 0.694022 564675 0.496159
1 Model_Proj.dat 2011 68663.9 83417.6 13558 158782 0.0675497 711494 0.780709 602582 0.496725
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62566.5 75923.9 19557.9 146669 0.107549 693312 0.691754 535211 0.495736
1 Model_Proj.dat 2010 65203.3 79180 20127.1 151122 0.106407 704911 0.694007 564402 0.496157
1 Model_Proj.dat 2011 68653.3 83404.4 13558 158785 0.0675597 745405 0.780684 604198 0.496733
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62563.5 75920.2 19557.9 146665 0.107554 685884 0.691744 534826 0.495733
1 Model_Proj.dat 2010 65181.1 79152.4 20127.1 151106 0.106442 700358 0.693938 564058 0.496154
1 Model_Proj.dat 2011 68545.8 83271.4 13558 158708 0.0676607 710288 0.78043 601792 0.49672
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62561.6 75917.9 19557.9 146662 0.107557 681200 0.691738 534583 0.495731
1 Model_Proj.dat 2010 65162.7 79129.6 20127.1 151089 0.106471 686771 0.69388 563286 0.496149
1 Model_Proj.dat 2011 68443.9 83145.3 13558 158632 0.0677567 676804 0.780189 599532 0.496707
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62567.9 75925.8 19557.9 146671 0.107547 696970 0.691759 535400 0.495737
1 Model_Proj.dat 2010 65216.4 79196.1 20127.1 151133 0.106386 712196 0.694048 564833 0.49616
1 Model_Proj.dat 2011 68698 83459.7 13558 158803 0.0675177 707868 0.78079 602616 0.496725
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62562 75918.5 19557.9 146663 0.107557 682342 0.69174 534642 0.495731
1 Model_Proj.dat 2010 65163.9 79131.2 20127.1 151089 0.106469 682049 0.693884 563058 0.496147
1 Model_Proj.dat 2011 68443.5 83144.9 13558 158631 0.067757 677294 0.780188 599568 0.496707
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62563.6 75920.4 19557.9 146665 0.107554 686192 0.691745 534842 0.495733
1 Model_Proj.dat 2010 65177 79147.3 20127.1 151099 0.106448 688126 0.693925 563429 0.49615
1 Model_Proj.dat 2011 68505.7 83221.8 13558 158673 0.0676984 686048 0.780335 600380 0.496712
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62561.2 75917.4 19557.9 146662 0.107558 680274 0.691737 534535 0.49573
1 Model_Proj.dat 2010 65163.7 79130.9 20127.1 151092 0.106469 695585 0.693883 563729 0.496152
1 Model_Proj.dat 2011 68469.9 83177.5 13558 158659 0.0677322 706134 0.78025 601115 0.496716
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62563.7 75920.5 19557.9 146665 0.107554 686353 0.691745 534850 0.495733
1 Model_Proj.dat 2010 65180.1 79151.1 20127.1 151103 0.106443 694684 0.693935 563771 0.496152
1 Model_Proj.dat 2011 68529.2 83250.9 13558 158692 0.0676763 695278 0.780391 600965 0.496715
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62565.1 75922.2 19557.9 146667 0.107552 689876 0.69175 535033 0.495734
1 Model_Proj.dat 2010 65190.5 79164 20127.1 151111 0.106427 696456 0.693967 563914 0.496153
1 Model_Proj.dat 2011 68571.8 83303.6 13558 158718 0.0676361 693895 0.780492 601166 0.496717
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62561.6 75917.9 19557.9 146662 0.107557 681236 0.691738 534585 0.495731
1 Model_Proj.dat 2010 65158.3 79124.2 20127.1 151083 0.106478 675583 0.693867 562707 0.496145
1 Model_Proj.dat 2011 68405.6 83097.9 13558 158600 0.0677927 657266 0.780098 598359 0.496701
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62564.8 75921.8 19557.9 146667 0.107552 689072 0.691749 534991 0.495734
1 Model_Proj.dat 2010 65195.1 79169.7 20127.1 151119 0.10642 713345 0.693981 564777 0.496159
1 Model_Proj.dat 2011 68622.4 83366.2 13558 158762 0.0675887 725675 0.780611 603002 0.496727
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62565.1 75922.3 19557.9 146667 0.107552 689932 0.69175 535036 0.495734
1 Model_Proj.dat 2010 65192.5 79166.5 20127.1 151114 0.106424 701085 0.693973 564155 0.496155
1 Model_Proj.dat 2011 68586.5 83321.8 13558 158729 0.0676223 697181 0.780526 601408 0.496718
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62562.8 75919.4 19557.9 146664 0.107555 684185 0.691742 534738 0.495732
1 Model_Proj.dat 2010 65171.7 79140.8 20127.1 151096 0.106457 688719 0.693908 563430 0.49615
1 Model_Proj.dat 2011 68490.8 83203.4 13558 158668 0.0677124 699396 0.7803 600939 0.496715
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62559.9 75915.8 19557.9 146660 0.10756 677046 0.691733 534368 0.495729
1 Model_Proj.dat 2010 65144.5 79107.2 20127.1 151072 0.1065 670135 0.693824 562363 0.496143
1 Model_Proj.dat 2011 68347.8 83026.4 13558 158566 0.0678474 664181 0.77996 598344 0.4967
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62564.8 75921.9 19557.9 146667 0.107552 689224 0.691749 534999 0.495734
1 Model_Proj.dat 2010 65193.2 79167.4 20127.1 151116 0.106423 707726 0.693976 564488 0.496157
1 Model_Proj.dat 2011 68600 83338.5 13558 158741 0.0676097 704442 0.780558 601831 0.49672
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62564.9 75921.9 19557.9 146667 0.107552 689305 0.691749 535003 0.495734
1 Model_Proj.dat 2010 65193.5 79167.8 20127.1 151116 0.106422 707891 0.693977 564498 0.496157
1 Model_Proj.dat 2011 68604.5 83344 13558 158746 0.0676055 712173 0.780569 602240 0.496723
1 Model_Proj.dat 2008 62201.8 75416.2 24539.8 148075 0.136371 674281 0.63948 521287 0.496085
1 Model_Proj.dat 2009 62559.8 75915.6 19557.9 146660 0.10756 676692 0.691732 534350 0.495729
1 Model_Proj.dat 2010 65148.8 79112.4 20127.1 151078 0.106493 683036 0.693837 563026 0.496147
1 Model_Proj.dat 2011 68393.9 83083.5 13558 158608 0.0678039 699967 0.78007 600361 0.496711
