"SSB_Unfished","Totbio_Unfished","SmryBio_Unfished","Recr_Unfished","SSB_Btgt","SPR_Btgt","F_Btgt","TotYield_Btgt","SSB_SPR","F_SPR","TotYield_SPR","SSB_MSY","SPR_MSY","F_MSY","TotYield_MSY","Ret_Catch_MSY","max_grad","depletion","alt_sigma_r","last_yr_early","first_yr_full","last_yr_full","first_yr_recent","max_bias_adj","params_on_bound","params_stuck_low","params_stuck_high","NatM_uniform_Fem_GP_1","L_at_Amin_Fem_GP_1","L_at_Amax_Fem_GP_1","VonBert_K_Fem_GP_1","CV_young_Fem_GP_1","CV_old_Fem_GP_1","Wtlen_1_Fem_GP_1","Wtlen_2_Fem_GP_1","Mat50._Fem_GP_1","Mat_slope_Fem_GP_1","Eggs.kg_inter_Fem_GP_1","Eggs.kg_slope_wt_Fem_GP_1","RecrDist_GP_1","RecrDist_Area_1","RecrDist_month_1","CohortGrowDev","FracFemale_GP_1","SR_LN_R0","SR_BH_steep","SR_sigmaR","SR_regime","SR_autocorr","Early_InitAge_25","Early_InitAge_24","Early_InitAge_23","Early_InitAge_22","Early_InitAge_21","ForeRecr_101","LnQ_base_Survey_2","Size_DblN_peak_Fishery_1","Size_DblN_top_logit_Fishery_1","Size_DblN_ascend_se_Fishery_1","Size_DblN_descend_se_Fishery_1","Size_DblN_start_logit_Fishery_1","Size_DblN_end_logit_Fishery_1","Size_DblN_peak_Survey_2","Size_DblN_top_logit_Survey_2","Size_DblN_ascend_se_Survey_2","Size_DblN_descend_se_Survey_2","Size_DblN_start_logit_Survey_2","Size_DblN_end_logit_Survey_2","minage.sel.1_Fishery_1","maxage.sel.1_Fishery_1","minage.sel.1_Survey_2","maxage.sel.1_Survey_2","Catch_endyear","NLL_TOTAL","NLL_Catch","NLL_Equil_catch","NLL_Survey","NLL_Length_comp","NLL_Age_comp","NLL_Recruitment","NLL_InitEQ_Regime","NLL_Forecast_Recruitment","NLL_Parm_priors","NLL_Parm_softbounds","NLL_Parm_devs","NLL_Crash_Pen","Curr_Var_Adj_lcomp_flt_1_Fishery","Curr_Var_Adj_lcomp_flt_2_Survey","Curr_Var_Adj_agecomp_flt_1_Fishery","Curr_Var_Adj_agecomp_flt_2_Survey","version","RunTime","model_run","hessian","Niterations","iteration","scenario"
4369350000,4400700000,4399220000,139351000,1747740000,0.480769,0.097832,173385000,1339930000,0.127692,173974000,1518470000,0.435361,0.113645,175236000,175236000,8.42635e-05,0.322393491022692,0.204069588404149,1,26,99,100,0.9,NA,NA,NA,0.2,19.881,132.627,0.201351,0.102458,0.089925,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7525,0.65,0.4,0,0,-0.13847,-0.033778,-0.0408296,-0.0493482,0.0528161,0,0.101243,50.2014,-3,5.07915,15,-999,999,39.9282,-4,4.8688,14,-99,99,0,25,0,25,165074000,2711.67,2.91193e-14,0,-38.0984,1943.22,873.029,-66.4833,0,0,0,0.000959846,0,0,1,1,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",1.56666666666667,"em",TRUE,856,1,"determinate"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.379757993036546,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,163498000,537138000,536688000,0,448259,525.015,1356.84,0,0,0,0,0.000873468,0,0,1,1,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.65,"om",TRUE,8,1,"determinate"
4366480000,4399160000,4397620000,145396000,1746590000,0.480769,0.099567,176449000,1339050000,0.130031,177171000,1513500000,0.434574,0.115997,178400000,178400000,3.42238e-05,0.373126637474579,0.199531684312117,1,26,99,100,0.9,NA,NA,NA,0.2,19.5863,128.763,0.21023,0.0984554,0.10426,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.795,0.65,0.4,0,0,0.246454,0.044405,0.0238695,-0.000880222,-0.0580707,0,-0.0470927,50.5512,-3,5.08454,15,-999,999,36.343,-4,4.49338,14,-99,99,0,25,0,25,163663000,2738.37,7.37798e-15,0,-40.2867,1980.39,865.217,-66.9484,0,0,0,0.00104757,0,0,1,1,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",1.56666666666667,"em",TRUE,847,2,"determinate"
4084180000,4114410000,4113010000,132223000,1633670000,0.480769,0.0979971,162416000,1252480000,0.127929,163009000,1417980000,0.435066,0.113958,164172000,164172000,NA,0.379757993036546,NA,1,1,100,100,0,NA,NA,NA,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7,0.65,0.4,0,0,NA,NA,NA,NA,NA,0,0,50.8,-3,5.1,15,-999,999,41.8,-4,5.2,14,-99,99,0,25,0,25,163498000,537138000,536688000,0,448259,525.015,1356.84,0,0,0,0,0.000873468,0,0,1,1,1,1,"3.30.19.01;_safe;_compile_date:_Apr 15 2022;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.666666666666667,"om",TRUE,8,2,"determinate"
