"metric","2023","2024"
"TotBiom",606522,606080
"SSBMean",158962,164594
"SSBF100",203658,203658
"SSBFabc",81463.2,81463.2
"SSBFofl",71280.3,71280.3
"Fofl",0.455889,0.455889
"Fabc",0.368177,0.368177
"Fabc",0.368177,0.368177
"OFL",79256.1,81167.4
"ABC",65343.9,66926.9
"ABC",65343.9,66926.9
