"metric","2025","2026"
"TotBiom",795867,826235
"SSBMean",205762,221380
"SSBF100",245942,245942
"SSBFabc",98376.5,98376.5
"SSBFofl",86079.5,86079.5
"Fofl",0.426077,0.426077
"Fabc",0.346385,0.346385
"Fabc",0.346385,0.346385
"OFL",96773,101113
"ABC",80058.9,83691.2
"ABC",80058.9,83691.2
