metric,2022,2023,,
TotBiom,609.105,612.417,"609,105","612,417"
SSBMean,155.622,160.972,"155,622","160,972"
SSBF100,203.658,203.658,"203,658","203,658"
SSBFofl,71.2803,71.2803,"71,280","71,280"
SSBFabc,81.4632,81.4632,"81,463","81,463"
Fofl,0.455889,0.455889,0.46,0.46
Fabc,0.368177,0.368177,0.37,0.37
Fabc,0.368177,0.368177,0.37,0.37
OFL,78.0716,80.1303,"78,072","80,130"
ABC,64.3745,66.0682,"64,375","66,068"
ABC,64.3745,66.0682,"64,375","66,068"
