"metric","2022","2023"
"TotBiom",608.558,611.937
"SSBMean",155.342,160.713
"SSBF100",203.658,203.658
"SSBFofl",71.2803,71.2803
"SSBFabc",81.4632,81.4632
"Fofl",0.455889,0.455889
"Fabc",0.368177,0.368177
"Fabc",0.368177,0.368177
"OFL",77.9505,80.019
"ABC",64.2741,65.9759
"ABC",64.2741,65.9759
