National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

2019 Bering Sea Aleutian Islands Weekly Catch

Through 2019-12-31

Weight in metric tons
Does not include catch of CDQ allocated species.  See Table 1 of the final harvest specifications for CDQ allocated species.
Screened for confidentiality - three or more processors reporting for each row 


ACCOUNT NAME,WEEK END DATE,METRIC TONS
AI Sablefish TRW,4/27/19,1
AI Sablefish TRW,6/1/19,4
AI Sablefish TRW,6/8/19,10
AI Sablefish TRW,6/15/19,18
AI Sablefish TRW,6/22/19,15
AI Sablefish TRW,6/29/19,35
AI Sablefish TRW,7/6/19,2
AI Sablefish TRW,7/20/19,7
AI Sablefish TRW,7/27/19,11
AI Sablefish TRW,8/3/19,9
AI Sablefish TRW,8/10/19,1
AI Sablefish TRW,8/24/19,42
AI Sablefish TRW,8/31/19,6
AI Sablefish TRW,10/26/19,1
AI Sablefish TRW,11/2/19,19
BS Greenland Turbot,1/5/19,0
BS Greenland Turbot,1/12/19,0
BS Greenland Turbot,1/19/19,0
BS Greenland Turbot,1/26/19,0
BS Greenland Turbot,2/2/19,0
BS Greenland Turbot,2/9/19,0
BS Greenland Turbot,2/16/19,0
BS Greenland Turbot,2/23/19,0
BS Greenland Turbot,3/2/19,0
BS Greenland Turbot,3/9/19,0
BS Greenland Turbot,3/16/19,0
BS Greenland Turbot,3/23/19,1
BS Greenland Turbot,3/30/19,3
BS Greenland Turbot,4/6/19,2
BS Greenland Turbot,4/13/19,0
BS Greenland Turbot,4/20/19,0
BS Greenland Turbot,4/27/19,0
BS Greenland Turbot,5/4/19,0
BS Greenland Turbot,5/11/19,0
BS Greenland Turbot,5/18/19,3
BS Greenland Turbot,5/25/19,12
BS Greenland Turbot,6/1/19,107
BS Greenland Turbot,6/8/19,157
BS Greenland Turbot,6/15/19,223
BS Greenland Turbot,6/22/19,137
BS Greenland Turbot,6/29/19,105
BS Greenland Turbot,7/6/19,84
BS Greenland Turbot,7/13/19,152
BS Greenland Turbot,7/20/19,114
BS Greenland Turbot,7/27/19,308
BS Greenland Turbot,8/3/19,162
BS Greenland Turbot,8/10/19,216
BS Greenland Turbot,8/17/19,271
BS Greenland Turbot,8/24/19,361
BS Greenland Turbot,8/31/19,114
BS Greenland Turbot,9/7/19,83
BS Greenland Turbot,9/14/19,4
BS Greenland Turbot,9/21/19,5
BS Greenland Turbot,9/28/19,2
BS Greenland Turbot,10/5/19,1
BS Greenland Turbot,10/12/19,2
BS Greenland Turbot,10/19/19,1
BS Greenland Turbot,10/26/19,1
BS Greenland Turbot,11/2/19,0
BS Greenland Turbot,11/9/19,1
BS Greenland Turbot,11/16/19,1
BS Greenland Turbot,11/23/19,1
BS Greenland Turbot,11/30/19,1
BS Greenland Turbot,12/7/19,0
BS Greenland Turbot,12/14/19,0
BS Greenland Turbot,12/21/19,0
BS Other Rockfish,1/5/19,1
BS Other Rockfish,1/12/19,1
BS Other Rockfish,1/19/19,0
BS Other Rockfish,1/26/19,0
BS Other Rockfish,2/2/19,1
BS Other Rockfish,2/9/19,0
BS Other Rockfish,2/16/19,0
BS Other Rockfish,2/23/19,0
BS Other Rockfish,3/2/19,0
BS Other Rockfish,3/9/19,0
BS Other Rockfish,3/16/19,1
BS Other Rockfish,3/23/19,4
BS Other Rockfish,3/30/19,8
BS Other Rockfish,4/6/19,2
BS Other Rockfish,4/13/19,0
BS Other Rockfish,5/4/19,0
BS Other Rockfish,5/25/19,2
BS Other Rockfish,6/1/19,6
BS Other Rockfish,6/8/19,16
BS Other Rockfish,6/15/19,12
BS Other Rockfish,6/22/19,33
BS Other Rockfish,6/29/19,18
BS Other Rockfish,7/6/19,10
BS Other Rockfish,7/13/19,23
BS Other Rockfish,7/20/19,15
BS Other Rockfish,7/27/19,71
BS Other Rockfish,8/3/19,21
BS Other Rockfish,8/10/19,83
BS Other Rockfish,8/17/19,63
BS Other Rockfish,8/24/19,87
BS Other Rockfish,8/31/19,49
BS Other Rockfish,9/7/19,31
BS Other Rockfish,9/14/19,8
BS Other Rockfish,9/21/19,15
BS Other Rockfish,9/28/19,15
BS Other Rockfish,10/5/19,16
BS Other Rockfish,10/12/19,17
BS Other Rockfish,10/19/19,10
BS Other Rockfish,10/26/19,18
BS Other Rockfish,11/2/19,14
BS Other Rockfish,11/9/19,21
BS Other Rockfish,11/16/19,1
BS Other Rockfish,11/23/19,1
BS POP,1/5/19,0
BS POP,1/12/19,0
BS POP,1/19/19,0
BS POP,1/26/19,0
BS POP,2/9/19,0
BS POP,2/16/19,0
BS POP,3/9/19,0
BS POP,3/16/19,0
BS POP,3/23/19,0
BS POP,3/30/19,22
BS POP,4/6/19,0
BS POP,4/13/19,0
BS POP,6/1/19,27
BS POP,6/8/19,63
BS POP,6/15/19,253
BS POP,6/22/19,455
BS POP,6/29/19,321
BS POP,7/6/19,758
BS POP,7/13/19,466
BS POP,7/20/19,304
BS POP,7/27/19,621
BS POP,8/3/19,855
BS POP,8/10/19,421
BS POP,8/17/19,212
BS POP,8/24/19,263
BS POP,8/31/19,557
BS POP,9/7/19,238
BS POP,9/14/19,53
BS POP,9/21/19,158
BS POP,9/28/19,753
BS POP,10/5/19,1907
BS POP,10/12/19,1917
BS POP,10/19/19,613
BS POP,10/26/19,851
BS POP,11/2/19,503
BS POP,11/9/19,778
BS POP,11/16/19,436
BS POP,11/23/19,176
BS Pollock CP,1/26/19,24356
BS Pollock CP,2/2/19,20477
BS Pollock CP,2/9/19,24314
BS Pollock CP,2/16/19,22646
BS Pollock CP,2/23/19,20083
BS Pollock CP,3/2/19,22744
BS Pollock CP,3/9/19,22454
BS Pollock CP,3/16/19,26037
BS Pollock CP,3/23/19,19235
BS Pollock CP,3/30/19,12025
BS Pollock CP,6/22/19,5070
BS Pollock CP,6/29/19,11850
BS Pollock CP,7/6/19,18965
BS Pollock CP,7/13/19,25769
BS Pollock CP,7/20/19,28356
BS Pollock CP,7/27/19,25886
BS Pollock CP,8/3/19,16957
BS Pollock CP,8/10/19,23245
BS Pollock CP,8/17/19,16927
BS Pollock CP,8/24/19,17930
BS Pollock CP,8/31/19,15807
BS Pollock CP,9/7/19,14870
BS Pollock CP,9/14/19,7210
BS Pollock CP,9/21/19,6064
BS Pollock CP,9/28/19,9891
BS Pollock CP,10/5/19,11144
BS Pollock CP,10/12/19,9188
BS Pollock CP,10/19/19,2985
BS Pollock CP,10/26/19,5686
BS Pollock ICA,1/5/19,51
BS Pollock ICA,1/12/19,78
BS Pollock ICA,1/19/19,64
BS Pollock ICA,1/26/19,1181
BS Pollock ICA,2/2/19,1081
BS Pollock ICA,2/9/19,783
BS Pollock ICA,2/16/19,1571
BS Pollock ICA,2/23/19,1522
BS Pollock ICA,3/2/19,2082
BS Pollock ICA,3/9/19,2072
BS Pollock ICA,3/16/19,2320
BS Pollock ICA,3/23/19,2426
BS Pollock ICA,3/30/19,1632
BS Pollock ICA,4/6/19,1190
BS Pollock ICA,4/13/19,793
BS Pollock ICA,4/20/19,585
BS Pollock ICA,4/27/19,381
BS Pollock ICA,5/4/19,431
BS Pollock ICA,5/11/19,1073
BS Pollock ICA,5/18/19,745
BS Pollock ICA,5/25/19,440
BS Pollock ICA,6/1/19,455
BS Pollock ICA,6/8/19,325
BS Pollock ICA,6/15/19,435
BS Pollock ICA,6/22/19,528
BS Pollock ICA,6/29/19,580
BS Pollock ICA,7/6/19,710
BS Pollock ICA,7/13/19,743
BS Pollock ICA,7/20/19,691
BS Pollock ICA,7/27/19,758
BS Pollock ICA,8/3/19,545
BS Pollock ICA,8/10/19,729
BS Pollock ICA,8/17/19,1083
BS Pollock ICA,8/24/19,722
BS Pollock ICA,8/31/19,1007
BS Pollock ICA,9/7/19,1414
BS Pollock ICA,9/14/19,1263
BS Pollock ICA,9/21/19,1420
BS Pollock ICA,9/28/19,820
BS Pollock ICA,10/5/19,1312
BS Pollock ICA,10/12/19,1275
BS Pollock ICA,10/19/19,575
BS Pollock ICA,10/26/19,476
BS Pollock ICA,11/2/19,944
BS Pollock ICA,11/9/19,1079
BS Pollock ICA,11/16/19,588
BS Pollock ICA,11/23/19,535
BS Pollock ICA,11/30/19,312
BS Pollock ICA,12/7/19,291
BS Pollock ICA,12/14/19,98
BS Pollock ICA,12/21/19,66
BS Pollock ICA,12/28/19,48
BS Pollock ICA,12/31/19,17
BS Pollock Inshore,1/26/19,17615
BS Pollock Inshore,2/2/19,19576
BS Pollock Inshore,2/9/19,20245
BS Pollock Inshore,2/16/19,25206
BS Pollock Inshore,2/23/19,22519
BS Pollock Inshore,3/2/19,28820
BS Pollock Inshore,3/9/19,26559
BS Pollock Inshore,3/16/19,25571
BS Pollock Inshore,3/23/19,23035
BS Pollock Inshore,3/30/19,25527
BS Pollock Inshore,4/6/19,19731
BS Pollock Inshore,4/13/19,7937
BS Pollock Inshore,6/15/19,16847
BS Pollock Inshore,6/22/19,18476
BS Pollock Inshore,6/29/19,18257
BS Pollock Inshore,7/6/19,21034
BS Pollock Inshore,7/13/19,22154
BS Pollock Inshore,7/20/19,28145
BS Pollock Inshore,7/27/19,26792
BS Pollock Inshore,8/3/19,28119
BS Pollock Inshore,8/10/19,24174
BS Pollock Inshore,8/17/19,23335
BS Pollock Inshore,8/24/19,25358
BS Pollock Inshore,8/31/19,19991
BS Pollock Inshore,9/7/19,18441
BS Pollock Inshore,9/14/19,17125
BS Pollock Inshore,9/21/19,13651
BS Pollock Inshore,9/28/19,14155
BS Pollock Inshore,10/5/19,4283
BS Pollock Mothership,2/2/19,4112
BS Pollock Mothership,2/9/19,7295
BS Pollock Mothership,2/16/19,8123
BS Pollock Mothership,2/23/19,5336
BS Pollock Mothership,3/2/19,5499
BS Pollock Mothership,3/9/19,6678
BS Pollock Mothership,3/16/19,7238
BS Pollock Mothership,3/23/19,7371
BS Pollock Mothership,6/29/19,2022
BS Pollock Mothership,7/6/19,3705
BS Pollock Mothership,7/13/19,6602
BS Pollock Mothership,7/20/19,4707
BS Pollock Mothership,7/27/19,5367
BS Pollock Mothership,8/3/19,4646
BS Pollock Mothership,8/10/19,5116
BS Pollock Mothership,8/17/19,5698
BS Pollock Mothership,8/24/19,2685
BS Pollock Mothership,8/31/19,5304
BS Pollock Mothership,9/7/19,5638
BS Pollock Mothership,9/14/19,4597
BS Sablefish HAL/Pot,1/5/19,2
BS Sablefish HAL/Pot,1/12/19,5
BS Sablefish HAL/Pot,1/19/19,3
BS Sablefish HAL/Pot,1/26/19,2
BS Sablefish HAL/Pot,2/9/19,0
BS Sablefish HAL/Pot,3/9/19,0
BS Sablefish HAL/Pot,3/16/19,0
BS Sablefish HAL/Pot,3/23/19,5
BS Sablefish HAL/Pot,3/30/19,24
BS Sablefish HAL/Pot,4/6/19,16
BS Sablefish HAL/Pot,4/13/19,3
BS Sablefish HAL/Pot,4/20/19,39
BS Sablefish HAL/Pot,5/4/19,46
BS Sablefish HAL/Pot,5/25/19,2
BS Sablefish HAL/Pot,6/8/19,16
BS Sablefish HAL/Pot,6/15/19,12
BS Sablefish HAL/Pot,6/22/19,15
BS Sablefish HAL/Pot,6/29/19,2
BS Sablefish HAL/Pot,7/6/19,0
BS Sablefish HAL/Pot,7/13/19,0
BS Sablefish HAL/Pot,7/20/19,1
BS Sablefish HAL/Pot,7/27/19,2
BS Sablefish HAL/Pot,8/10/19,12
BS Sablefish HAL/Pot,8/17/19,4
BS Sablefish HAL/Pot,8/24/19,8
BS Sablefish HAL/Pot,8/31/19,22
BS Sablefish HAL/Pot,9/7/19,9
BS Sablefish HAL/Pot,9/14/19,7
BS Sablefish HAL/Pot,9/21/19,19
BS Sablefish HAL/Pot,9/28/19,27
BS Sablefish HAL/Pot,10/5/19,20
BS Sablefish HAL/Pot,10/12/19,28
BS Sablefish HAL/Pot,10/19/19,23
BS Sablefish HAL/Pot,10/26/19,16
BS Sablefish HAL/Pot,11/2/19,7
BS Sablefish HAL/Pot,11/9/19,3
BS Sablefish HAL/Pot,11/23/19,0
BS Sablefish HAL/Pot,11/30/19,1
BS Sablefish HAL/Pot,12/7/19,4
BS Sablefish HAL/Pot,12/14/19,3
BS Sablefish TRW,1/26/19,0
BS Sablefish TRW,2/2/19,0
BS Sablefish TRW,2/9/19,1
BS Sablefish TRW,2/16/19,0
BS Sablefish TRW,3/23/19,4
BS Sablefish TRW,3/30/19,14
BS Sablefish TRW,6/1/19,75
BS Sablefish TRW,6/8/19,98
BS Sablefish TRW,6/15/19,140
BS Sablefish TRW,6/22/19,165
BS Sablefish TRW,6/29/19,189
BS Sablefish TRW,7/6/19,160
BS Sablefish TRW,7/13/19,194
BS Sablefish TRW,7/20/19,208
BS Sablefish TRW,7/27/19,148
BS Sablefish TRW,8/3/19,185
BS Sablefish TRW,8/10/19,185
BS Sablefish TRW,8/17/19,146
BS Sablefish TRW,8/24/19,200
BS Sablefish TRW,8/31/19,57
BS Sablefish TRW,9/7/19,77
BS Sablefish TRW,9/14/19,46
BS Sablefish TRW,9/21/19,33
BS Sablefish TRW,9/28/19,25
BS Sablefish TRW,10/5/19,20
BS Sablefish TRW,10/12/19,19
BS Sablefish TRW,10/19/19,3
BS Sablefish TRW,10/26/19,6
BS Sablefish TRW,11/2/19,4
BS Sablefish TRW,11/9/19,2
BS Sablefish TRW,11/16/19,1
BS Sablefish TRW,11/30/19,0
BSAI Alaska Plaice,1/12/19,0
BSAI Alaska Plaice,1/26/19,162
BSAI Alaska Plaice,2/2/19,244
BSAI Alaska Plaice,2/9/19,293
BSAI Alaska Plaice,2/16/19,983
BSAI Alaska Plaice,2/23/19,585
BSAI Alaska Plaice,3/2/19,505
BSAI Alaska Plaice,3/9/19,1208
BSAI Alaska Plaice,3/16/19,734
BSAI Alaska Plaice,3/23/19,542
BSAI Alaska Plaice,3/30/19,330
BSAI Alaska Plaice,4/6/19,377
BSAI Alaska Plaice,4/13/19,1150
BSAI Alaska Plaice,4/20/19,938
BSAI Alaska Plaice,4/27/19,718
BSAI Alaska Plaice,5/4/19,648
BSAI Alaska Plaice,5/11/19,1146
BSAI Alaska Plaice,5/18/19,492
BSAI Alaska Plaice,5/25/19,332
BSAI Alaska Plaice,6/1/19,339
BSAI Alaska Plaice,6/8/19,283
BSAI Alaska Plaice,6/15/19,101
BSAI Alaska Plaice,6/22/19,136
BSAI Alaska Plaice,6/29/19,116
BSAI Alaska Plaice,7/6/19,101
BSAI Alaska Plaice,7/13/19,82
BSAI Alaska Plaice,7/20/19,99
BSAI Alaska Plaice,7/27/19,105
BSAI Alaska Plaice,8/3/19,84
BSAI Alaska Plaice,8/10/19,70
BSAI Alaska Plaice,8/17/19,108
BSAI Alaska Plaice,8/24/19,134
BSAI Alaska Plaice,8/31/19,210
BSAI Alaska Plaice,9/7/19,304
BSAI Alaska Plaice,9/14/19,261
BSAI Alaska Plaice,9/21/19,267
BSAI Alaska Plaice,9/28/19,412
BSAI Alaska Plaice,10/5/19,458
BSAI Alaska Plaice,10/12/19,280
BSAI Alaska Plaice,10/19/19,204
BSAI Alaska Plaice,10/26/19,70
BSAI Alaska Plaice,11/2/19,111
BSAI Alaska Plaice,11/9/19,181
BSAI Alaska Plaice,11/16/19,64
BSAI Alaska Plaice,11/23/19,93
BSAI Alaska Plaice,11/30/19,63
BSAI Alaska Plaice,12/7/19,39
BSAI Arrowtooth Flounder,1/5/19,0
BSAI Arrowtooth Flounder,1/12/19,8
BSAI Arrowtooth Flounder,1/19/19,3
BSAI Arrowtooth Flounder,1/26/19,56
BSAI Arrowtooth Flounder,2/2/19,45
BSAI Arrowtooth Flounder,2/9/19,20
BSAI Arrowtooth Flounder,2/16/19,24
BSAI Arrowtooth Flounder,2/23/19,23
BSAI Arrowtooth Flounder,3/2/19,24
BSAI Arrowtooth Flounder,3/9/19,33
BSAI Arrowtooth Flounder,3/16/19,27
BSAI Arrowtooth Flounder,3/23/19,190
BSAI Arrowtooth Flounder,3/30/19,352
BSAI Arrowtooth Flounder,4/6/19,51
BSAI Arrowtooth Flounder,4/13/19,9
BSAI Arrowtooth Flounder,4/20/19,5
BSAI Arrowtooth Flounder,4/27/19,3
BSAI Arrowtooth Flounder,5/4/19,4
BSAI Arrowtooth Flounder,5/11/19,3
BSAI Arrowtooth Flounder,5/18/19,15
BSAI Arrowtooth Flounder,5/25/19,22
BSAI Arrowtooth Flounder,6/1/19,663
BSAI Arrowtooth Flounder,6/8/19,222
BSAI Arrowtooth Flounder,6/15/19,379
BSAI Arrowtooth Flounder,6/22/19,461
BSAI Arrowtooth Flounder,6/29/19,309
BSAI Arrowtooth Flounder,7/6/19,343
BSAI Arrowtooth Flounder,7/13/19,253
BSAI Arrowtooth Flounder,7/20/19,170
BSAI Arrowtooth Flounder,7/27/19,259
BSAI Arrowtooth Flounder,8/3/19,247
BSAI Arrowtooth Flounder,8/10/19,237
BSAI Arrowtooth Flounder,8/17/19,370
BSAI Arrowtooth Flounder,8/24/19,377
BSAI Arrowtooth Flounder,8/31/19,467
BSAI Arrowtooth Flounder,9/7/19,594
BSAI Arrowtooth Flounder,9/14/19,433
BSAI Arrowtooth Flounder,9/21/19,438
BSAI Arrowtooth Flounder,9/28/19,514
BSAI Arrowtooth Flounder,10/5/19,503
BSAI Arrowtooth Flounder,10/12/19,304
BSAI Arrowtooth Flounder,10/19/19,143
BSAI Arrowtooth Flounder,10/26/19,141
BSAI Arrowtooth Flounder,11/2/19,162
BSAI Arrowtooth Flounder,11/9/19,109
BSAI Arrowtooth Flounder,11/16/19,84
BSAI Arrowtooth Flounder,11/23/19,108
BSAI Arrowtooth Flounder,11/30/19,55
BSAI Arrowtooth Flounder,12/7/19,52
BSAI Arrowtooth Flounder,12/14/19,3
BSAI Arrowtooth Flounder,12/21/19,2
BSAI Arrowtooth Flounder,12/28/19,1
BSAI Arrowtooth Flounder,12/31/19,2
BSAI Flathead Sole,1/5/19,1
BSAI Flathead Sole,1/12/19,33
BSAI Flathead Sole,1/19/19,32
BSAI Flathead Sole,1/26/19,143
BSAI Flathead Sole,2/2/19,158
BSAI Flathead Sole,2/9/19,97
BSAI Flathead Sole,2/16/19,249
BSAI Flathead Sole,2/23/19,261
BSAI Flathead Sole,3/2/19,191
BSAI Flathead Sole,3/9/19,242
BSAI Flathead Sole,3/16/19,244
BSAI Flathead Sole,3/23/19,1161
BSAI Flathead Sole,3/30/19,1400
BSAI Flathead Sole,4/6/19,208
BSAI Flathead Sole,4/13/19,19
BSAI Flathead Sole,4/20/19,6
BSAI Flathead Sole,4/27/19,6
BSAI Flathead Sole,5/4/19,1
BSAI Flathead Sole,5/11/19,5
BSAI Flathead Sole,5/18/19,2
BSAI Flathead Sole,5/25/19,6
BSAI Flathead Sole,6/1/19,93
BSAI Flathead Sole,6/8/19,230
BSAI Flathead Sole,6/15/19,327
BSAI Flathead Sole,6/22/19,1014
BSAI Flathead Sole,6/29/19,769
BSAI Flathead Sole,7/6/19,806
BSAI Flathead Sole,7/13/19,456
BSAI Flathead Sole,7/20/19,365
BSAI Flathead Sole,7/27/19,493
BSAI Flathead Sole,8/3/19,401
BSAI Flathead Sole,8/10/19,487
BSAI Flathead Sole,8/17/19,509
BSAI Flathead Sole,8/24/19,463
BSAI Flathead Sole,8/31/19,631
BSAI Flathead Sole,9/7/19,555
BSAI Flathead Sole,9/14/19,422
BSAI Flathead Sole,9/21/19,513
BSAI Flathead Sole,9/28/19,641
BSAI Flathead Sole,10/5/19,345
BSAI Flathead Sole,10/12/19,196
BSAI Flathead Sole,10/19/19,95
BSAI Flathead Sole,10/26/19,71
BSAI Flathead Sole,11/2/19,74
BSAI Flathead Sole,11/9/19,101
BSAI Flathead Sole,11/16/19,184
BSAI Flathead Sole,11/23/19,266
BSAI Flathead Sole,11/30/19,87
BSAI Flathead Sole,12/7/19,107
BSAI Flathead Sole,12/14/19,3
BSAI Flathead Sole,12/21/19,4
BSAI Flathead Sole,12/28/19,1
BSAI Flathead Sole,12/31/19,0
BSAI Kamchatka Flounder,1/5/19,0
BSAI Kamchatka Flounder,1/12/19,0
BSAI Kamchatka Flounder,1/19/19,0
BSAI Kamchatka Flounder,1/26/19,6
BSAI Kamchatka Flounder,2/2/19,4
BSAI Kamchatka Flounder,2/9/19,1
BSAI Kamchatka Flounder,2/16/19,2
BSAI Kamchatka Flounder,2/23/19,3
BSAI Kamchatka Flounder,3/2/19,1
BSAI Kamchatka Flounder,3/9/19,2
BSAI Kamchatka Flounder,3/16/19,2
BSAI Kamchatka Flounder,3/23/19,10
BSAI Kamchatka Flounder,3/30/19,15
BSAI Kamchatka Flounder,4/6/19,9
BSAI Kamchatka Flounder,4/13/19,1
BSAI Kamchatka Flounder,4/20/19,0
BSAI Kamchatka Flounder,4/27/19,2
BSAI Kamchatka Flounder,5/4/19,2
BSAI Kamchatka Flounder,5/11/19,2
BSAI Kamchatka Flounder,5/18/19,179
BSAI Kamchatka Flounder,5/25/19,227
BSAI Kamchatka Flounder,6/1/19,561
BSAI Kamchatka Flounder,6/8/19,415
BSAI Kamchatka Flounder,6/15/19,595
BSAI Kamchatka Flounder,6/22/19,180
BSAI Kamchatka Flounder,6/29/19,130
BSAI Kamchatka Flounder,7/6/19,115
BSAI Kamchatka Flounder,7/13/19,168
BSAI Kamchatka Flounder,7/20/19,84
BSAI Kamchatka Flounder,7/27/19,216
BSAI Kamchatka Flounder,8/3/19,173
BSAI Kamchatka Flounder,8/10/19,194
BSAI Kamchatka Flounder,8/17/19,226
BSAI Kamchatka Flounder,8/24/19,378
BSAI Kamchatka Flounder,8/31/19,147
BSAI Kamchatka Flounder,9/7/19,80
BSAI Kamchatka Flounder,9/14/19,34
BSAI Kamchatka Flounder,9/21/19,41
BSAI Kamchatka Flounder,9/28/19,35
BSAI Kamchatka Flounder,10/5/19,39
BSAI Kamchatka Flounder,10/12/19,33
BSAI Kamchatka Flounder,10/19/19,18
BSAI Kamchatka Flounder,10/26/19,21
BSAI Kamchatka Flounder,11/2/19,94
BSAI Kamchatka Flounder,11/9/19,15
BSAI Kamchatka Flounder,11/16/19,12
BSAI Kamchatka Flounder,11/23/19,5
BSAI Kamchatka Flounder,11/30/19,3
BSAI Kamchatka Flounder,12/7/19,4
BSAI Kamchatka Flounder,12/14/19,1
BSAI Kamchatka Flounder,12/21/19,0
BSAI Kamchatka Flounder,12/28/19,0
BSAI Kamchatka Flounder,12/31/19,0
BSAI Northern Rockfish,1/5/19,0
BSAI Northern Rockfish,1/12/19,0
BSAI Northern Rockfish,1/19/19,0
BSAI Northern Rockfish,1/26/19,0
BSAI Northern Rockfish,2/2/19,0
BSAI Northern Rockfish,2/9/19,0
BSAI Northern Rockfish,2/16/19,4
BSAI Northern Rockfish,2/23/19,3
BSAI Northern Rockfish,3/2/19,5
BSAI Northern Rockfish,3/9/19,11
BSAI Northern Rockfish,3/16/19,12
BSAI Northern Rockfish,3/23/19,6
BSAI Northern Rockfish,3/30/19,28
BSAI Northern Rockfish,4/6/19,56
BSAI Northern Rockfish,4/13/19,205
BSAI Northern Rockfish,4/20/19,372
BSAI Northern Rockfish,4/27/19,526
BSAI Northern Rockfish,5/4/19,226
BSAI Northern Rockfish,5/11/19,5
BSAI Northern Rockfish,6/1/19,3
BSAI Northern Rockfish,6/8/19,39
BSAI Northern Rockfish,6/15/19,159
BSAI Northern Rockfish,6/22/19,275
BSAI Northern Rockfish,6/29/19,668
BSAI Northern Rockfish,7/6/19,513
BSAI Northern Rockfish,7/13/19,831
BSAI Northern Rockfish,7/20/19,546
BSAI Northern Rockfish,7/27/19,664
BSAI Northern Rockfish,8/3/19,748
BSAI Northern Rockfish,8/10/19,937
BSAI Northern Rockfish,8/17/19,471
BSAI Northern Rockfish,8/24/19,637
BSAI Northern Rockfish,8/31/19,275
BSAI Northern Rockfish,9/7/19,244
BSAI Northern Rockfish,9/14/19,116
BSAI Northern Rockfish,9/21/19,73
BSAI Northern Rockfish,9/28/19,44
BSAI Northern Rockfish,10/5/19,14
BSAI Northern Rockfish,10/12/19,60
BSAI Northern Rockfish,10/19/19,45
BSAI Northern Rockfish,10/26/19,126
BSAI Northern Rockfish,11/2/19,90
BSAI Northern Rockfish,11/9/19,13
BSAI Northern Rockfish,11/23/19,0
BSAI Northern Rockfish,12/14/19,0
BSAI Octopus,1/5/19,36
BSAI Octopus,1/12/19,43
