National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

2020 Bering Sea Aleutian Islands Weekly Catch

Through 2020-12-31

Weight in metric tons
Does not include catch of CDQ allocated species.  See Table 1 of the final harvest specifications for CDQ allocated species.
Screened for confidentiality - three or more processors reporting for each row 


ACCOUNT NAME,WEEK END DATE,METRIC TONS
BS Greenland Turbot,11/14/20,1
BS Greenland Turbot,11/21/20,6
BS Greenland Turbot,11/28/20,2
BS Other Rockfish,1/4/20,0
BS Other Rockfish,1/11/20,2
BS Other Rockfish,1/18/20,0
BS Other Rockfish,1/25/20,0
BS Other Rockfish,2/1/20,1
BS Other Rockfish,2/8/20,8
BS Other Rockfish,2/15/20,1
BS Other Rockfish,2/22/20,1
BS Other Rockfish,2/29/20,1
BS Other Rockfish,3/7/20,1
BS Other Rockfish,3/14/20,6
BS Other Rockfish,3/21/20,2
BS Other Rockfish,3/28/20,1
BS Other Rockfish,4/4/20,3
BS Other Rockfish,4/11/20,1
BS Other Rockfish,5/2/20,17
BS Other Rockfish,5/9/20,35
BS Other Rockfish,5/16/20,30
BS Other Rockfish,5/23/20,11
BS Other Rockfish,5/30/20,0
BS Other Rockfish,6/6/20,1
BS Other Rockfish,6/13/20,15
BS Other Rockfish,6/20/20,20
BS Other Rockfish,6/27/20,9
BS Other Rockfish,7/4/20,3
BS Other Rockfish,7/11/20,2
BS Other Rockfish,7/18/20,6
BS Other Rockfish,7/25/20,6
BS Other Rockfish,8/1/20,8
BS Other Rockfish,8/8/20,16
BS Other Rockfish,8/15/20,18
BS Other Rockfish,8/22/20,8
BS Other Rockfish,8/29/20,7
BS Other Rockfish,9/5/20,6
BS Other Rockfish,9/12/20,2
BS Other Rockfish,9/19/20,6
BS Other Rockfish,9/26/20,4
BS Other Rockfish,10/3/20,1
BS Other Rockfish,10/10/20,3
BS Other Rockfish,10/17/20,2
BS Other Rockfish,10/24/20,4
BS Other Rockfish,10/31/20,13
BS Other Rockfish,11/7/20,5
BS Other Rockfish,11/14/20,9
BS Other Rockfish,11/21/20,28
BS Other Rockfish,11/28/20,15
BS Other Rockfish,12/5/20,6
BS POP,2/1/20,0
BS POP,2/15/20,0
BS POP,2/22/20,0
BS POP,2/29/20,4
BS POP,3/7/20,0
BS POP,3/14/20,1
BS POP,3/21/20,0
BS POP,3/28/20,0
BS POP,4/4/20,0
BS POP,4/11/20,29
BS POP,5/2/20,72
BS POP,5/9/20,87
BS POP,5/16/20,115
BS POP,5/23/20,31
BS POP,6/6/20,23
BS POP,6/13/20,39
BS POP,6/20/20,56
BS POP,6/27/20,73
BS POP,7/4/20,120
BS POP,7/11/20,295
BS POP,7/18/20,205
BS POP,7/25/20,211
BS POP,8/1/20,937
BS POP,8/8/20,331
BS POP,8/15/20,426
BS POP,8/22/20,355
BS POP,8/29/20,126
BS POP,9/5/20,452
BS POP,9/12/20,575
BS POP,9/19/20,723
BS POP,9/26/20,404
BS POP,10/3/20,353
BS POP,10/10/20,248
BS POP,10/17/20,431
BS POP,10/24/20,949
BS POP,10/31/20,964
BS POP,11/7/20,230
BS POP,11/14/20,452
BS POP,11/21/20,1081
BS POP,11/28/20,513
BS POP,12/5/20,486
BS Pollock CP,1/25/20,22018
BS Pollock CP,2/1/20,20491
BS Pollock CP,2/8/20,20068
BS Pollock CP,2/15/20,24755
BS Pollock CP,2/22/20,19804
BS Pollock CP,2/29/20,22997
BS Pollock CP,3/7/20,24951
BS Pollock CP,3/14/20,25478
BS Pollock CP,3/21/20,23544
BS Pollock CP,3/28/20,13631
BS Pollock CP,4/4/20,5357
BS Pollock CP,6/20/20,8042
BS Pollock CP,6/27/20,10490
BS Pollock CP,7/4/20,12675
BS Pollock CP,7/11/20,21060
BS Pollock CP,7/18/20,16448
BS Pollock CP,7/25/20,18998
BS Pollock CP,8/1/20,24902
BS Pollock CP,8/8/20,17071
BS Pollock CP,8/15/20,20782
BS Pollock CP,8/22/20,13669
BS Pollock CP,8/29/20,13837
BS Pollock CP,9/5/20,13163
BS Pollock CP,9/12/20,11443
BS Pollock CP,9/19/20,8807
BS Pollock CP,9/26/20,6733
BS Pollock CP,10/3/20,7395
BS Pollock CP,10/10/20,5625
BS Pollock CP,10/17/20,8808
BS Pollock CP,10/24/20,3267
BS Pollock CP,10/31/20,1666
BS Pollock ICA,1/4/20,41
BS Pollock ICA,1/11/20,100
BS Pollock ICA,1/18/20,146
BS Pollock ICA,1/25/20,578
BS Pollock ICA,2/1/20,1563
BS Pollock ICA,2/8/20,1593
BS Pollock ICA,2/15/20,2786
BS Pollock ICA,2/22/20,2109
BS Pollock ICA,2/29/20,2147
BS Pollock ICA,3/7/20,1741
BS Pollock ICA,3/14/20,2949
BS Pollock ICA,3/21/20,3038
BS Pollock ICA,3/28/20,3115
BS Pollock ICA,4/4/20,1909
BS Pollock ICA,4/11/20,1339
BS Pollock ICA,4/18/20,1141
BS Pollock ICA,4/25/20,1020
BS Pollock ICA,5/2/20,878
BS Pollock ICA,5/9/20,891
BS Pollock ICA,5/16/20,178
BS Pollock ICA,5/23/20,348
BS Pollock ICA,5/30/20,324
BS Pollock ICA,6/6/20,136
BS Pollock ICA,6/13/20,280
BS Pollock ICA,6/20/20,450
BS Pollock ICA,6/27/20,259
BS Pollock ICA,7/4/20,112
BS Pollock ICA,7/11/20,359
BS Pollock ICA,7/18/20,332
BS Pollock ICA,7/25/20,176
BS Pollock ICA,8/1/20,146
BS Pollock ICA,8/8/20,401
BS Pollock ICA,8/15/20,410
BS Pollock ICA,8/22/20,607
BS Pollock ICA,8/29/20,1187
BS Pollock ICA,9/5/20,1215
BS Pollock ICA,9/12/20,1570
BS Pollock ICA,9/19/20,1695
BS Pollock ICA,9/26/20,1776
BS Pollock ICA,10/3/20,1468
BS Pollock ICA,10/10/20,1001
BS Pollock ICA,10/17/20,1074
BS Pollock ICA,10/24/20,652
BS Pollock ICA,10/31/20,648
BS Pollock ICA,11/7/20,472
BS Pollock ICA,11/14/20,563
BS Pollock ICA,11/21/20,695
BS Pollock ICA,11/28/20,535
BS Pollock ICA,12/5/20,280
BS Pollock ICA,12/12/20,104
BS Pollock ICA,12/19/20,26
BS Pollock Inshore,1/25/20,18287
BS Pollock Inshore,2/1/20,15713
BS Pollock Inshore,2/8/20,22620
BS Pollock Inshore,2/15/20,22159
BS Pollock Inshore,2/22/20,22904
BS Pollock Inshore,2/29/20,24950
BS Pollock Inshore,3/7/20,26945
BS Pollock Inshore,3/14/20,23737
BS Pollock Inshore,3/21/20,25083
BS Pollock Inshore,3/28/20,21939
BS Pollock Inshore,4/4/20,22635
BS Pollock Inshore,4/11/20,10824
BS Pollock Inshore,4/18/20,5382
BS Pollock Inshore,6/13/20,11564
BS Pollock Inshore,6/20/20,15517
BS Pollock Inshore,6/27/20,19024
BS Pollock Inshore,7/4/20,11714
BS Pollock Inshore,7/11/20,9985
BS Pollock Inshore,7/18/20,16283
BS Pollock Inshore,7/25/20,19271
BS Pollock Inshore,8/1/20,22485
BS Pollock Inshore,8/8/20,17645
BS Pollock Inshore,8/15/20,19199
BS Pollock Inshore,8/22/20,22030
BS Pollock Inshore,8/29/20,12501
BS Pollock Inshore,9/5/20,14623
BS Pollock Inshore,9/12/20,21763
BS Pollock Inshore,9/19/20,20311
BS Pollock Inshore,9/26/20,17423
BS Pollock Inshore,10/3/20,12942
BS Pollock Inshore,10/10/20,15032
BS Pollock Inshore,10/17/20,13800
BS Pollock Inshore,10/24/20,7950
BS Pollock Inshore,10/31/20,5699
BS Pollock Mothership,1/25/20,2800
BS Pollock Mothership,2/1/20,3694
BS Pollock Mothership,2/8/20,5560
BS Pollock Mothership,2/15/20,6260
BS Pollock Mothership,2/22/20,4322
BS Pollock Mothership,2/29/20,7378
BS Pollock Mothership,3/7/20,6229
BS Pollock Mothership,3/14/20,5244
BS Pollock Mothership,3/21/20,6542
BS Pollock Mothership,3/28/20,6030
BS Pollock Mothership,7/18/20,2773
BS Pollock Mothership,7/25/20,4109
BS Pollock Mothership,8/1/20,6670
BS Pollock Mothership,8/8/20,3535
BS Pollock Mothership,8/15/20,2555
BS Pollock Mothership,8/22/20,4442
BS Pollock Mothership,8/29/20,4842
BS Pollock Mothership,9/5/20,2982
BS Pollock Mothership,9/12/20,3665
BS Pollock Mothership,9/19/20,3722
BS Pollock Mothership,9/26/20,2533
BS Pollock Mothership,10/3/20,4333
BS Pollock Mothership,10/10/20,4315
BS Pollock Mothership,10/17/20,4329
BS Pollock Mothership,10/24/20,2458
BS Sablefish HAL/Pot,2/8/20,0
BS Sablefish HAL/Pot,2/15/20,0
BS Sablefish HAL/Pot,2/22/20,0
BS Sablefish HAL/Pot,2/29/20,0
BS Sablefish HAL/Pot,3/7/20,0
BS Sablefish HAL/Pot,3/14/20,0
BS Sablefish HAL/Pot,3/21/20,20
BS Sablefish HAL/Pot,4/4/20,8
BS Sablefish HAL/Pot,4/11/20,23
BS Sablefish HAL/Pot,5/2/20,39
BS Sablefish HAL/Pot,5/23/20,41
BS Sablefish HAL/Pot,5/30/20,18
BS Sablefish HAL/Pot,6/6/20,21
BS Sablefish HAL/Pot,6/13/20,21
BS Sablefish HAL/Pot,7/4/20,7
BS Sablefish HAL/Pot,7/11/20,21
BS Sablefish HAL/Pot,7/18/20,10
BS Sablefish HAL/Pot,7/25/20,7
BS Sablefish HAL/Pot,8/1/20,9
BS Sablefish HAL/Pot,8/8/20,13
BS Sablefish HAL/Pot,8/15/20,3
BS Sablefish HAL/Pot,8/22/20,1
BS Sablefish HAL/Pot,8/29/20,18
BS Sablefish HAL/Pot,9/5/20,27
BS Sablefish HAL/Pot,9/12/20,1
BS Sablefish HAL/Pot,9/19/20,1
BS Sablefish HAL/Pot,9/26/20,1
BS Sablefish HAL/Pot,10/10/20,5
BS Sablefish HAL/Pot,10/24/20,53
BS Sablefish HAL/Pot,10/31/20,31
BS Sablefish HAL/Pot,11/7/20,39
BS Sablefish HAL/Pot,11/14/20,27
BS Sablefish HAL/Pot,11/21/20,30
BS Sablefish HAL/Pot,11/28/20,17
BS Sablefish TRW,1/25/20,0
BS Sablefish TRW,2/1/20,1
BS Sablefish TRW,2/8/20,0
BS Sablefish TRW,2/15/20,3
BS Sablefish TRW,2/22/20,0
BS Sablefish TRW,2/29/20,0
BS Sablefish TRW,3/7/20,0
BS Sablefish TRW,3/14/20,0
BS Sablefish TRW,3/21/20,0
BS Sablefish TRW,3/28/20,0
BS Sablefish TRW,4/11/20,0
BS Sablefish TRW,5/2/20,82
BS Sablefish TRW,5/9/20,228
BS Sablefish TRW,5/16/20,112
BS Sablefish TRW,5/23/20,96
BS Sablefish TRW,5/30/20,0
BS Sablefish TRW,6/6/20,12
BS Sablefish TRW,6/13/20,73
BS Sablefish TRW,6/20/20,75
BS Sablefish TRW,6/27/20,118
BS Sablefish TRW,7/4/20,35
BS Sablefish TRW,7/11/20,36
BS Sablefish TRW,7/18/20,8
BS Sablefish TRW,7/25/20,37
BS Sablefish TRW,8/1/20,162
BS Sablefish TRW,8/8/20,213
BS Sablefish TRW,8/15/20,135
BS Sablefish TRW,8/22/20,241
BS Sablefish TRW,8/29/20,233
BS Sablefish TRW,9/5/20,422
BS Sablefish TRW,9/12/20,218
BS Sablefish TRW,9/19/20,349
BS Sablefish TRW,9/26/20,516
BS Sablefish TRW,10/3/20,277
BS Sablefish TRW,10/10/20,266
BS Sablefish TRW,10/17/20,206
BS Sablefish TRW,10/24/20,150
BS Sablefish TRW,10/31/20,102
BS Sablefish TRW,11/14/20,15
BS Sablefish TRW,11/21/20,17
BS Sablefish TRW,11/28/20,3
BS Sablefish TRW,12/5/20,4
BSAI Alaska Plaice,1/11/20,0
BSAI Alaska Plaice,1/18/20,0
BSAI Alaska Plaice,1/25/20,103
BSAI Alaska Plaice,2/1/20,293
BSAI Alaska Plaice,2/8/20,617
BSAI Alaska Plaice,2/15/20,837
BSAI Alaska Plaice,2/22/20,1532
BSAI Alaska Plaice,2/29/20,679
BSAI Alaska Plaice,3/7/20,912
BSAI Alaska Plaice,3/14/20,2317
BSAI Alaska Plaice,3/21/20,1930
BSAI Alaska Plaice,3/28/20,2775
BSAI Alaska Plaice,4/4/20,1216
BSAI Alaska Plaice,4/11/20,661
BSAI Alaska Plaice,4/18/20,321
BSAI Alaska Plaice,4/25/20,405
BSAI Alaska Plaice,5/2/20,517
BSAI Alaska Plaice,5/9/20,1083
BSAI Alaska Plaice,5/16/20,357
BSAI Alaska Plaice,5/23/20,141
BSAI Alaska Plaice,5/30/20,129
BSAI Alaska Plaice,6/6/20,56
BSAI Alaska Plaice,6/13/20,42
BSAI Alaska Plaice,6/20/20,75
BSAI Alaska Plaice,6/27/20,35
BSAI Alaska Plaice,7/4/20,2
BSAI Alaska Plaice,7/18/20,27
BSAI Alaska Plaice,7/25/20,50
BSAI Alaska Plaice,8/1/20,10
BSAI Alaska Plaice,8/8/20,35
BSAI Alaska Plaice,8/15/20,31
BSAI Alaska Plaice,8/22/20,148
BSAI Alaska Plaice,8/29/20,207
BSAI Alaska Plaice,9/5/20,319
BSAI Alaska Plaice,9/12/20,385
BSAI Alaska Plaice,9/19/20,347
BSAI Alaska Plaice,9/26/20,368
BSAI Alaska Plaice,10/3/20,252
BSAI Alaska Plaice,10/10/20,188
BSAI Alaska Plaice,10/17/20,267
BSAI Alaska Plaice,10/24/20,149
BSAI Alaska Plaice,10/31/20,70
BSAI Alaska Plaice,11/7/20,57
BSAI Alaska Plaice,11/14/20,68
BSAI Alaska Plaice,11/21/20,29
BSAI Alaska Plaice,11/28/20,24
BSAI Alaska Plaice,12/5/20,5
BSAI Arrowtooth Flounder,1/4/20,0
BSAI Arrowtooth Flounder,1/11/20,1
BSAI Arrowtooth Flounder,1/18/20,1
BSAI Arrowtooth Flounder,1/25/20,37
BSAI Arrowtooth Flounder,2/1/20,16
BSAI Arrowtooth Flounder,2/8/20,7
BSAI Arrowtooth Flounder,2/15/20,21
BSAI Arrowtooth Flounder,2/22/20,6
BSAI Arrowtooth Flounder,2/29/20,5
BSAI Arrowtooth Flounder,3/7/20,4
BSAI Arrowtooth Flounder,3/14/20,30
BSAI Arrowtooth Flounder,3/21/20,8
BSAI Arrowtooth Flounder,3/28/20,7
BSAI Arrowtooth Flounder,4/4/20,5
BSAI Arrowtooth Flounder,4/11/20,6
BSAI Arrowtooth Flounder,4/18/20,3
BSAI Arrowtooth Flounder,4/25/20,12
BSAI Arrowtooth Flounder,5/2/20,348
BSAI Arrowtooth Flounder,5/9/20,1675
BSAI Arrowtooth Flounder,5/16/20,882
BSAI Arrowtooth Flounder,5/23/20,501
BSAI Arrowtooth Flounder,5/30/20,182
BSAI Arrowtooth Flounder,6/6/20,273
BSAI Arrowtooth Flounder,6/13/20,766
BSAI Arrowtooth Flounder,6/20/20,449
BSAI Arrowtooth Flounder,6/27/20,600
BSAI Arrowtooth Flounder,7/4/20,322
BSAI Arrowtooth Flounder,7/11/20,622
BSAI Arrowtooth Flounder,7/18/20,196
BSAI Arrowtooth Flounder,7/25/20,118
BSAI Arrowtooth Flounder,8/1/20,208
BSAI Arrowtooth Flounder,8/8/20,231
BSAI Arrowtooth Flounder,8/15/20,270
BSAI Arrowtooth Flounder,8/22/20,81
BSAI Arrowtooth Flounder,8/29/20,149
BSAI Arrowtooth Flounder,9/5/20,184
BSAI Arrowtooth Flounder,9/12/20,171
BSAI Arrowtooth Flounder,9/19/20,167
BSAI Arrowtooth Flounder,9/26/20,254
BSAI Arrowtooth Flounder,10/3/20,283
BSAI Arrowtooth Flounder,10/10/20,276
BSAI Arrowtooth Flounder,10/17/20,204
BSAI Arrowtooth Flounder,10/24/20,138
BSAI Arrowtooth Flounder,10/31/20,112
BSAI Arrowtooth Flounder,11/7/20,82
BSAI Arrowtooth Flounder,11/14/20,91
BSAI Arrowtooth Flounder,11/21/20,127
BSAI Arrowtooth Flounder,11/28/20,102
BSAI Arrowtooth Flounder,12/5/20,50
BSAI Arrowtooth Flounder,12/12/20,11
BSAI Arrowtooth Flounder,12/19/20,2
BSAI Flathead Sole,1/4/20,4
BSAI Flathead Sole,1/11/20,14
BSAI Flathead Sole,1/18/20,37
BSAI Flathead Sole,1/25/20,159
BSAI Flathead Sole,2/1/20,156
BSAI Flathead Sole,2/8/20,146
BSAI Flathead Sole,2/15/20,192
BSAI Flathead Sole,2/22/20,189
BSAI Flathead Sole,2/29/20,443
BSAI Flathead Sole,3/7/20,242
BSAI Flathead Sole,3/14/20,611
BSAI Flathead Sole,3/21/20,203
BSAI Flathead Sole,3/28/20,146
BSAI Flathead Sole,4/4/20,60
BSAI Flathead Sole,4/11/20,59
BSAI Flathead Sole,4/18/20,42
BSAI Flathead Sole,4/25/20,19
BSAI Flathead Sole,5/2/20,74
BSAI Flathead Sole,5/9/20,233
BSAI Flathead Sole,5/16/20,89
BSAI Flathead Sole,5/23/20,138
BSAI Flathead Sole,5/30/20,167
BSAI Flathead Sole,6/6/20,54
BSAI Flathead Sole,6/13/20,138
BSAI Flathead Sole,6/20/20,420
BSAI Flathead Sole,6/27/20,442
BSAI Flathead Sole,7/4/20,111
BSAI Flathead Sole,7/11/20,380
BSAI Flathead Sole,7/18/20,220
BSAI Flathead Sole,7/25/20,181
BSAI Flathead Sole,8/1/20,89
BSAI Flathead Sole,8/8/20,254
BSAI Flathead Sole,8/15/20,213
BSAI Flathead Sole,8/22/20,103
BSAI Flathead Sole,8/29/20,240
BSAI Flathead Sole,9/5/20,273
BSAI Flathead Sole,9/12/20,216
BSAI Flathead Sole,9/19/20,266
BSAI Flathead Sole,9/26/20,341
BSAI Flathead Sole,10/3/20,299
BSAI Flathead Sole,10/10/20,293
BSAI Flathead Sole,10/17/20,187
BSAI Flathead Sole,10/24/20,151
BSAI Flathead Sole,10/31/20,79
BSAI Flathead Sole,11/7/20,110
BSAI Flathead Sole,11/14/20,142
BSAI Flathead Sole,11/21/20,105
BSAI Flathead Sole,11/28/20,63
BSAI Flathead Sole,12/5/20,17
BSAI Kamchatka Flounder,1/4/20,0
BSAI Kamchatka Flounder,1/11/20,1
BSAI Kamchatka Flounder,1/18/20,0
BSAI Kamchatka Flounder,1/25/20,1
BSAI Kamchatka Flounder,2/1/20,2
BSAI Kamchatka Flounder,2/8/20,3
BSAI Kamchatka Flounder,2/15/20,2
BSAI Kamchatka Flounder,2/22/20,1
BSAI Kamchatka Flounder,2/29/20,3
BSAI Kamchatka Flounder,3/7/20,2
BSAI Kamchatka Flounder,3/14/20,2
BSAI Kamchatka Flounder,3/21/20,4
BSAI Kamchatka Flounder,3/28/20,2
BSAI Kamchatka Flounder,4/4/20,1
BSAI Kamchatka Flounder,4/11/20,2
BSAI Kamchatka Flounder,4/18/20,1
BSAI Kamchatka Flounder,4/25/20,26
BSAI Kamchatka Flounder,5/2/20,151
BSAI Kamchatka Flounder,5/9/20,705
BSAI Kamchatka Flounder,5/16/20,465
BSAI Kamchatka Flounder,5/23/20,209
BSAI Kamchatka Flounder,5/30/20,180
BSAI Kamchatka Flounder,6/6/20,373
BSAI Kamchatka Flounder,6/13/20,856
BSAI Kamchatka Flounder,6/20/20,804
BSAI Kamchatka Flounder,6/27/20,894
BSAI Kamchatka Flounder,7/4/20,896
BSAI Kamchatka Flounder,7/11/20,674
BSAI Kamchatka Flounder,7/18/20,80
BSAI Kamchatka Flounder,7/25/20,176
BSAI Kamchatka Flounder,8/1/20,123
BSAI Kamchatka Flounder,8/8/20,167
BSAI Kamchatka Flounder,8/15/20,207
BSAI Kamchatka Flounder,8/22/20,22
BSAI Kamchatka Flounder,8/29/20,57
BSAI Kamchatka Flounder,9/5/20,39
BSAI Kamchatka Flounder,9/12/20,20
BSAI Kamchatka Flounder,9/19/20,14
BSAI Kamchatka Flounder,9/26/20,22
BSAI Kamchatka Flounder,10/3/20,25
BSAI Kamchatka Flounder,10/10/20,19
BSAI Kamchatka Flounder,10/17/20,18
BSAI Kamchatka Flounder,10/24/20,16
BSAI Kamchatka Flounder,10/31/20,10
BSAI Kamchatka Flounder,11/7/20,4
BSAI Kamchatka Flounder,11/14/20,10
BSAI Kamchatka Flounder,11/21/20,37
BSAI Kamchatka Flounder,11/28/20,111
BSAI Kamchatka Flounder,12/5/20,3
BSAI Kamchatka Flounder,12/12/20,2
BSAI Kamchatka Flounder,12/19/20,0
BSAI Northern Rockfish,1/11/20,0
BSAI Northern Rockfish,1/25/20,6
BSAI Northern Rockfish,2/1/20,44
BSAI Northern Rockfish,2/8/20,46
BSAI Northern Rockfish,2/15/20,45
BSAI Northern Rockfish,2/22/20,45
BSAI Northern Rockfish,2/29/20,261
BSAI Northern Rockfish,3/7/20,3
BSAI Northern Rockfish,3/14/20,2
BSAI Northern Rockfish,3/21/20,17
BSAI Northern Rockfish,3/28/20,10
BSAI Northern Rockfish,4/4/20,46
BSAI Northern Rockfish,4/11/20,203
BSAI Northern Rockfish,4/18/20,278
BSAI Northern Rockfish,4/25/20,175
BSAI Northern Rockfish,5/2/20,252
BSAI Northern Rockfish,5/9/20,225
BSAI Northern Rockfish,5/16/20,27
