AI Sablefish HAL/Pot,6/7/14,20
AI Sablefish HAL/Pot,6/14/14,34
AI Sablefish HAL/Pot,6/21/14,11
AI Sablefish HAL/Pot,7/19/14,7
AI Sablefish HAL/Pot,8/2/14,17
AI Sablefish HAL/Pot,8/16/14,16
AI Sablefish HAL/Pot,8/23/14,15
AI Sablefish HAL/Pot,8/30/14,22
AI Sablefish HAL/Pot,9/6/14,13
AI Sablefish HAL/Pot,9/13/14,19
AI Sablefish HAL/Pot,9/20/14,23
AI Sablefish HAL/Pot,9/27/14,10
AI Sablefish HAL/Pot,10/4/14,17
AI Sablefish HAL/Pot,10/11/14,10
AI Sablefish HAL/Pot,10/18/14,11
AI Sablefish TRW,6/28/14,1
AI Sablefish TRW,7/5/14,4
AI Sablefish TRW,8/2/14,1
AI Sablefish TRW,8/9/14,2
BS Greenland Turbot,1/11/14,0
BS Greenland Turbot,1/25/14,11
BS Greenland Turbot,2/1/14,1
BS Greenland Turbot,2/8/14,0
BS Greenland Turbot,2/15/14,0
BS Greenland Turbot,2/22/14,0
BS Greenland Turbot,3/1/14,1
BS Greenland Turbot,3/8/14,3
BS Greenland Turbot,3/15/14,3
BS Greenland Turbot,3/22/14,1
BS Greenland Turbot,3/29/14,8
BS Greenland Turbot,4/5/14,6
BS Greenland Turbot,4/12/14,1
BS Greenland Turbot,4/19/14,4
BS Greenland Turbot,5/10/14,13
BS Greenland Turbot,5/17/14,0
BS Greenland Turbot,5/24/14,1
BS Greenland Turbot,5/31/14,63
BS Greenland Turbot,6/7/14,142
BS Greenland Turbot,6/14/14,38
BS Greenland Turbot,6/21/14,76
BS Greenland Turbot,6/28/14,33
BS Greenland Turbot,7/5/14,59
BS Greenland Turbot,7/12/14,12
BS Greenland Turbot,7/19/14,21
BS Greenland Turbot,7/26/14,18
BS Greenland Turbot,8/2/14,26
BS Greenland Turbot,8/9/14,18
BS Greenland Turbot,8/16/14,93
BS Greenland Turbot,8/23/14,69
BS Greenland Turbot,8/30/14,9
BS Greenland Turbot,9/6/14,52
BS Greenland Turbot,9/13/14,145
BS Greenland Turbot,9/20/14,120
BS Greenland Turbot,9/27/14,105
BS Greenland Turbot,10/4/14,85
BS Greenland Turbot,10/11/14,146
BS Greenland Turbot,10/18/14,13
BS Greenland Turbot,10/25/14,2
BS Greenland Turbot,11/1/14,1
BS Greenland Turbot,11/8/14,1
BS Greenland Turbot,11/15/14,0
BS Greenland Turbot,11/22/14,1
BS Greenland Turbot,11/29/14,0
BS Greenland Turbot,12/13/14,0
BS Greenland Turbot,12/20/14,0
BS Greenland Turbot,12/27/14,0
BS Other Rockfish,1/4/14,0
BS Other Rockfish,1/11/14,0
BS Other Rockfish,1/18/14,1
BS Other Rockfish,1/25/14,3
BS Other Rockfish,2/1/14,1
BS Other Rockfish,2/8/14,1
BS Other Rockfish,2/15/14,2
BS Other Rockfish,2/22/14,2
BS Other Rockfish,3/1/14,2
BS Other Rockfish,3/8/14,1
BS Other Rockfish,3/15/14,8
BS Other Rockfish,3/22/14,2
BS Other Rockfish,3/29/14,4
BS Other Rockfish,4/5/14,2
BS Other Rockfish,4/12/14,1
BS Other Rockfish,4/19/14,0
BS Other Rockfish,4/26/14,2
BS Other Rockfish,5/3/14,1
BS Other Rockfish,5/10/14,12
BS Other Rockfish,5/17/14,1
BS Other Rockfish,5/24/14,2
BS Other Rockfish,5/31/14,3
BS Other Rockfish,6/7/14,11
BS Other Rockfish,6/14/14,2
BS Other Rockfish,6/21/14,23
BS Other Rockfish,6/28/14,18
BS Other Rockfish,7/5/14,18
BS Other Rockfish,7/12/14,27
BS Other Rockfish,7/19/14,20
BS Other Rockfish,7/26/14,25
BS Other Rockfish,8/2/14,28
BS Other Rockfish,8/9/14,11
BS Other Rockfish,8/16/14,23
BS Other Rockfish,8/23/14,8
BS Other Rockfish,8/30/14,7
BS Other Rockfish,9/6/14,4
BS Other Rockfish,9/13/14,12
BS Other Rockfish,9/20/14,12
BS Other Rockfish,9/27/14,4
BS Other Rockfish,10/4/14,5
BS Other Rockfish,10/11/14,4
BS Other Rockfish,10/18/14,4
BS Other Rockfish,10/25/14,1
BS Other Rockfish,11/1/14,2
BS Other Rockfish,11/8/14,2
BS Other Rockfish,11/15/14,0
BS Other Rockfish,11/22/14,2
BS Other Rockfish,11/29/14,1
BS Other Rockfish,12/6/14,1
BS Other Rockfish,12/13/14,0
BS Other Rockfish,12/20/14,1
BS Other Rockfish,12/27/14,2
BS Other Rockfish,12/31/14,0
BS POP,1/18/14,0
BS POP,2/1/14,8
BS POP,2/8/14,9
BS POP,2/15/14,0
BS POP,2/22/14,0
BS POP,3/8/14,0
BS POP,3/15/14,86
BS POP,3/22/14,45
BS POP,3/29/14,11
BS POP,4/5/14,0
BS POP,4/12/14,0
BS POP,4/19/14,0
BS POP,4/26/14,0
BS POP,5/3/14,0
BS POP,5/10/14,1
BS POP,5/31/14,32
BS POP,6/7/14,59
BS POP,6/14/14,190
BS POP,6/21/14,149
BS POP,6/28/14,345
BS POP,7/5/14,305
BS POP,7/12/14,92
BS POP,7/19/14,43
BS POP,7/26/14,111
BS POP,8/2/14,43
BS POP,8/9/14,28
BS POP,8/16/14,39
BS POP,8/23/14,65
BS POP,8/30/14,86
BS POP,9/6/14,81
BS POP,9/13/14,6
BS POP,9/20/14,8
BS POP,9/27/14,5
BS POP,10/4/14,0
BS POP,10/18/14,1921
BS POP,10/25/14,1215
BS POP,11/1/14,2092
BS POP,11/8/14,358
BS POP,11/15/14,0
BS POP,11/22/14,0
BS POP,11/29/14,1
BS POP,12/6/14,1
BS POP,12/13/14,0
BS POP,12/20/14,0
BS POP,12/27/14,0
BS POP,12/31/14,0
BS Pollock CP,1/25/14,2421
BS Pollock CP,2/1/14,7203
BS Pollock CP,2/8/14,15584
BS Pollock CP,2/15/14,20651
BS Pollock CP,2/22/14,18986
BS Pollock CP,3/1/14,25033
BS Pollock CP,3/8/14,22440
BS Pollock CP,3/15/14,24748
BS Pollock CP,3/22/14,25837
BS Pollock CP,3/29/14,13719
BS Pollock CP,6/14/14,10185
BS Pollock CP,6/21/14,15053
BS Pollock CP,6/28/14,18200
BS Pollock CP,7/5/14,17881
BS Pollock CP,7/12/14,18872
BS Pollock CP,7/19/14,25646
BS Pollock CP,7/26/14,22794
BS Pollock CP,8/2/14,21635
BS Pollock CP,8/9/14,15017
BS Pollock CP,8/16/14,18652
BS Pollock CP,8/23/14,23265
BS Pollock CP,8/30/14,22557
BS Pollock CP,9/6/14,19395
BS Pollock CP,9/13/14,9553
BS Pollock CP,9/20/14,5883
BS Pollock ICA,1/4/14,46
BS Pollock ICA,1/11/14,166
BS Pollock ICA,1/18/14,185
BS Pollock ICA,1/25/14,1925
BS Pollock ICA,2/1/14,2090
BS Pollock ICA,2/8/14,1806
BS Pollock ICA,2/15/14,2032
BS Pollock ICA,2/22/14,2332
BS Pollock ICA,3/1/14,2164
BS Pollock ICA,3/8/14,2174
BS Pollock ICA,3/15/14,1564
BS Pollock ICA,3/22/14,1161
BS Pollock ICA,3/29/14,2632
BS Pollock ICA,4/5/14,1927
BS Pollock ICA,4/12/14,1621
BS Pollock ICA,4/19/14,1183
BS Pollock ICA,4/26/14,961
BS Pollock ICA,5/3/14,433
BS Pollock ICA,5/10/14,489
BS Pollock ICA,5/17/14,111
BS Pollock ICA,5/24/14,293
BS Pollock ICA,5/31/14,191
BS Pollock ICA,6/7/14,672
BS Pollock ICA,6/14/14,655
BS Pollock ICA,6/21/14,742
BS Pollock ICA,6/28/14,697
BS Pollock ICA,7/5/14,707
BS Pollock ICA,7/12/14,1190
BS Pollock ICA,7/19/14,778
BS Pollock ICA,7/26/14,1042
BS Pollock ICA,8/2/14,967
BS Pollock ICA,8/9/14,1113
BS Pollock ICA,8/16/14,1351
BS Pollock ICA,8/23/14,1399
BS Pollock ICA,8/30/14,2442
BS Pollock ICA,9/6/14,2437
BS Pollock ICA,9/13/14,1955
BS Pollock ICA,9/20/14,2704
BS Pollock ICA,9/27/14,1165
BS Pollock ICA,10/4/14,863
BS Pollock ICA,10/11/14,967
BS Pollock ICA,10/18/14,838
BS Pollock ICA,10/25/14,731
BS Pollock ICA,11/1/14,788
BS Pollock ICA,11/8/14,781
BS Pollock ICA,11/15/14,581
BS Pollock ICA,11/22/14,649
BS Pollock ICA,11/29/14,408
BS Pollock ICA,12/6/14,359
BS Pollock ICA,12/13/14,318
BS Pollock ICA,12/20/14,215
BS Pollock ICA,12/27/14,100
BS Pollock ICA,12/31/14,69
BS Pollock Inshore,1/25/14,5302
BS Pollock Inshore,2/1/14,16222
BS Pollock Inshore,2/8/14,12988
BS Pollock Inshore,2/15/14,19128
BS Pollock Inshore,2/22/14,24282
BS Pollock Inshore,3/1/14,25835
BS Pollock Inshore,3/8/14,24654
BS Pollock Inshore,3/15/14,23554
BS Pollock Inshore,3/22/14,20483
BS Pollock Inshore,3/29/14,19796
BS Pollock Inshore,4/5/14,15690
BS Pollock Inshore,4/12/14,8993
BS Pollock Inshore,4/19/14,2972
BS Pollock Inshore,6/14/14,18461
BS Pollock Inshore,6/21/14,25709
BS Pollock Inshore,6/28/14,28620
BS Pollock Inshore,7/5/14,26393
BS Pollock Inshore,7/12/14,27241
BS Pollock Inshore,7/19/14,22587
BS Pollock Inshore,7/26/14,24570
BS Pollock Inshore,8/2/14,26281
BS Pollock Inshore,8/9/14,20702
BS Pollock Inshore,8/16/14,21032
BS Pollock Inshore,8/23/14,23221
BS Pollock Inshore,8/30/14,22777
BS Pollock Inshore,9/6/14,21740
BS Pollock Inshore,9/13/14,13168
BS Pollock Inshore,9/20/14,10554
BS Pollock Mothership,2/8/14,3245
BS Pollock Mothership,2/15/14,5216
BS Pollock Mothership,2/22/14,5632
BS Pollock Mothership,3/1/14,5737
BS Pollock Mothership,3/8/14,5236
BS Pollock Mothership,3/15/14,5830
BS Pollock Mothership,3/22/14,6830
BS Pollock Mothership,3/29/14,4200
BS Pollock Mothership,7/12/14,2436
BS Pollock Mothership,7/19/14,6782
BS Pollock Mothership,7/26/14,7005
BS Pollock Mothership,8/2/14,6112
BS Pollock Mothership,8/9/14,6386
BS Pollock Mothership,8/16/14,4113
BS Pollock Mothership,8/23/14,5282
BS Sablefish HAL/Pot,4/19/14,12
BS Sablefish HAL/Pot,5/17/14,4
BS Sablefish HAL/Pot,5/24/14,10
BS Sablefish HAL/Pot,5/31/14,10
BS Sablefish HAL/Pot,6/7/14,6
BS Sablefish HAL/Pot,6/21/14,12
BS Sablefish HAL/Pot,6/28/14,6
BS Sablefish HAL/Pot,7/5/14,9
BS Sablefish HAL/Pot,7/12/14,3
BS Sablefish HAL/Pot,8/2/14,7
BS Sablefish HAL/Pot,8/9/14,1
BS Sablefish HAL/Pot,8/16/14,2
BS Sablefish HAL/Pot,8/23/14,5
BS Sablefish HAL/Pot,8/30/14,3
BS Sablefish HAL/Pot,9/6/14,6
BS Sablefish HAL/Pot,9/13/14,19
BS Sablefish HAL/Pot,9/20/14,12
BS Sablefish HAL/Pot,9/27/14,3
BS Sablefish HAL/Pot,10/4/14,6
BS Sablefish HAL/Pot,10/11/14,2
BS Sablefish HAL/Pot,10/18/14,1
BS Sablefish HAL/Pot,10/25/14,0
BS Sablefish HAL/Pot,11/1/14,1
BS Sablefish HAL/Pot,11/8/14,0
BS Sablefish TRW,6/7/14,1
BS Sablefish TRW,6/21/14,6
BS Sablefish TRW,7/5/14,4
BS Sablefish TRW,7/12/14,2
BSAI Alaska Plaice,1/11/14,0
BSAI Alaska Plaice,1/18/14,0
BSAI Alaska Plaice,1/25/14,930
BSAI Alaska Plaice,2/1/14,551
BSAI Alaska Plaice,2/8/14,595
BSAI Alaska Plaice,2/15/14,323
BSAI Alaska Plaice,2/22/14,494
BSAI Alaska Plaice,3/1/14,313
BSAI Alaska Plaice,3/8/14,639
BSAI Alaska Plaice,3/15/14,518
BSAI Alaska Plaice,3/22/14,327
BSAI Alaska Plaice,3/29/14,1546
BSAI Alaska Plaice,4/5/14,1792
BSAI Alaska Plaice,4/12/14,964
BSAI Alaska Plaice,4/19/14,558
BSAI Alaska Plaice,4/26/14,224
BSAI Alaska Plaice,5/3/14,204
BSAI Alaska Plaice,5/10/14,192
BSAI Alaska Plaice,5/17/14,257
BSAI Alaska Plaice,5/24/14,216
BSAI Alaska Plaice,5/31/14,76
BSAI Alaska Plaice,6/7/14,67
BSAI Alaska Plaice,6/14/14,79
BSAI Alaska Plaice,6/21/14,56
BSAI Alaska Plaice,6/28/14,30
BSAI Alaska Plaice,7/5/14,20
BSAI Alaska Plaice,7/12/14,82
BSAI Alaska Plaice,7/19/14,257
BSAI Alaska Plaice,7/26/14,323
BSAI Alaska Plaice,8/2/14,236
BSAI Alaska Plaice,8/9/14,535
BSAI Alaska Plaice,8/16/14,430
BSAI Alaska Plaice,8/23/14,357
BSAI Alaska Plaice,8/30/14,509
BSAI Alaska Plaice,9/6/14,917
BSAI Alaska Plaice,9/13/14,795
BSAI Alaska Plaice,9/20/14,889
BSAI Alaska Plaice,9/27/14,628
BSAI Alaska Plaice,10/4/14,504
BSAI Alaska Plaice,10/11/14,457
BSAI Alaska Plaice,10/18/14,184
BSAI Alaska Plaice,10/25/14,169
BSAI Alaska Plaice,11/1/14,383
BSAI Alaska Plaice,11/8/14,185
BSAI Alaska Plaice,11/15/14,192
BSAI Alaska Plaice,11/22/14,127
BSAI Alaska Plaice,11/29/14,190
BSAI Alaska Plaice,12/6/14,45
BSAI Alaska Plaice,12/13/14,26
BSAI Arrowtooth Flounder,1/4/14,4
BSAI Arrowtooth Flounder,1/11/14,15
BSAI Arrowtooth Flounder,1/18/14,15
BSAI Arrowtooth Flounder,1/25/14,340
BSAI Arrowtooth Flounder,2/1/14,254
BSAI Arrowtooth Flounder,2/8/14,158
BSAI Arrowtooth Flounder,2/15/14,120
BSAI Arrowtooth Flounder,2/22/14,143
BSAI Arrowtooth Flounder,3/1/14,125
BSAI Arrowtooth Flounder,3/8/14,76
BSAI Arrowtooth Flounder,3/15/14,126
BSAI Arrowtooth Flounder,3/22/14,78
BSAI Arrowtooth Flounder,3/29/14,68
BSAI Arrowtooth Flounder,4/5/14,59
BSAI Arrowtooth Flounder,4/12/14,108
BSAI Arrowtooth Flounder,4/19/14,67
BSAI Arrowtooth Flounder,4/26/14,5
BSAI Arrowtooth Flounder,5/3/14,180
BSAI Arrowtooth Flounder,5/10/14,166
BSAI Arrowtooth Flounder,5/17/14,21
BSAI Arrowtooth Flounder,5/24/14,56
BSAI Arrowtooth Flounder,5/31/14,322
BSAI Arrowtooth Flounder,6/7/14,2138
BSAI Arrowtooth Flounder,6/14/14,1693
BSAI Arrowtooth Flounder,6/21/14,2158
BSAI Arrowtooth Flounder,6/28/14,1411
BSAI Arrowtooth Flounder,7/5/14,1008
BSAI Arrowtooth Flounder,7/12/14,579
BSAI Arrowtooth Flounder,7/19/14,523
BSAI Arrowtooth Flounder,7/26/14,587
BSAI Arrowtooth Flounder,8/2/14,893
BSAI Arrowtooth Flounder,8/9/14,861
BSAI Arrowtooth Flounder,8/16/14,1128
BSAI Arrowtooth Flounder,8/23/14,938
BSAI Arrowtooth Flounder,8/30/14,260
BSAI Arrowtooth Flounder,9/6/14,161
BSAI Arrowtooth Flounder,9/13/14,192
BSAI Arrowtooth Flounder,9/20/14,225
BSAI Arrowtooth Flounder,9/27/14,154
BSAI Arrowtooth Flounder,10/4/14,114
BSAI Arrowtooth Flounder,10/11/14,128
BSAI Arrowtooth Flounder,10/18/14,119
BSAI Arrowtooth Flounder,10/25/14,84
BSAI Arrowtooth Flounder,11/1/14,87
BSAI Arrowtooth Flounder,11/8/14,102
BSAI Arrowtooth Flounder,11/15/14,86
BSAI Arrowtooth Flounder,11/22/14,82
BSAI Arrowtooth Flounder,11/29/14,43
BSAI Arrowtooth Flounder,12/6/14,62
BSAI Arrowtooth Flounder,12/13/14,51
BSAI Arrowtooth Flounder,12/20/14,32
BSAI Arrowtooth Flounder,12/27/14,13
BSAI Arrowtooth Flounder,12/31/14,13
BSAI Flathead Sole,1/4/14,3
BSAI Flathead Sole,1/11/14,15
BSAI Flathead Sole,1/18/14,25
BSAI Flathead Sole,1/25/14,1699
BSAI Flathead Sole,2/1/14,766
BSAI Flathead Sole,2/8/14,416
BSAI Flathead Sole,2/15/14,428
BSAI Flathead Sole,2/22/14,348
BSAI Flathead Sole,3/1/14,474
BSAI Flathead Sole,3/8/14,321
BSAI Flathead Sole,3/15/14,315
BSAI Flathead Sole,3/22/14,176
BSAI Flathead Sole,3/29/14,160
BSAI Flathead Sole,4/5/14,191
BSAI Flathead Sole,4/12/14,288
BSAI Flathead Sole,4/19/14,247
BSAI Flathead Sole,4/26/14,9
BSAI Flathead Sole,5/3/14,10
BSAI Flathead Sole,5/10/14,12
BSAI Flathead Sole,5/17/14,14
BSAI Flathead Sole,5/24/14,149
BSAI Flathead Sole,5/31/14,176
BSAI Flathead Sole,6/7/14,451
BSAI Flathead Sole,6/14/14,846
BSAI Flathead Sole,6/21/14,1008
BSAI Flathead Sole,6/28/14,969
BSAI Flathead Sole,7/5/14,667
BSAI Flathead Sole,7/12/14,839
BSAI Flathead Sole,7/19/14,466
BSAI Flathead Sole,7/26/14,474
BSAI Flathead Sole,8/2/14,653
BSAI Flathead Sole,8/9/14,752
BSAI Flathead Sole,8/16/14,253
BSAI Flathead Sole,8/23/14,235
BSAI Flathead Sole,8/30/14,263
BSAI Flathead Sole,9/6/14,314
BSAI Flathead Sole,9/13/14,200
BSAI Flathead Sole,9/20/14,201
BSAI Flathead Sole,9/27/14,126
BSAI Flathead Sole,10/4/14,86
BSAI Flathead Sole,10/11/14,82
BSAI Flathead Sole,10/18/14,84
BSAI Flathead Sole,10/25/14,52
BSAI Flathead Sole,11/1/14,44
BSAI Flathead Sole,11/8/14,86
BSAI Flathead Sole,11/15/14,73
BSAI Flathead Sole,11/22/14,53
BSAI Flathead Sole,11/29/14,18
BSAI Flathead Sole,12/6/14,111
BSAI Flathead Sole,12/13/14,73
BSAI Flathead Sole,12/20/14,55
BSAI Flathead Sole,12/27/14,6
BSAI Flathead Sole,12/31/14,3
BSAI Kamchatka Flounder,1/4/14,0
BSAI Kamchatka Flounder,1/11/14,1
BSAI Kamchatka Flounder,1/18/14,1
BSAI Kamchatka Flounder,1/25/14,23
BSAI Kamchatka Flounder,2/1/14,25
BSAI Kamchatka Flounder,2/8/14,18
BSAI Kamchatka Flounder,2/15/14,19
BSAI Kamchatka Flounder,2/22/14,17
BSAI Kamchatka Flounder,3/1/14,21
BSAI Kamchatka Flounder,3/8/14,9
BSAI Kamchatka Flounder,3/15/14,12
BSAI Kamchatka Flounder,3/22/14,4
BSAI Kamchatka Flounder,3/29/14,5
BSAI Kamchatka Flounder,4/5/14,8
BSAI Kamchatka Flounder,4/12/14,15
BSAI Kamchatka Flounder,4/19/14,26
BSAI Kamchatka Flounder,4/26/14,2
BSAI Kamchatka Flounder,5/3/14,378
BSAI Kamchatka Flounder,5/10/14,444
BSAI Kamchatka Flounder,5/17/14,90
BSAI Kamchatka Flounder,5/24/14,90
BSAI Kamchatka Flounder,5/31/14,114
BSAI Kamchatka Flounder,6/7/14,219
BSAI Kamchatka Flounder,6/14/14,264
BSAI Kamchatka Flounder,6/21/14,457
BSAI Kamchatka Flounder,6/28/14,526
BSAI Kamchatka Flounder,7/5/14,252
BSAI Kamchatka Flounder,7/12/14,131
BSAI Kamchatka Flounder,7/19/14,191
BSAI Kamchatka Flounder,7/26/14,99
BSAI Kamchatka Flounder,8/2/14,345
BSAI Kamchatka Flounder,8/9/14,648
BSAI Kamchatka Flounder,8/16/14,956
BSAI Kamchatka Flounder,8/23/14,472
BSAI Kamchatka Flounder,8/30/14,69
BSAI Kamchatka Flounder,9/6/14,49
BSAI Kamchatka Flounder,9/13/14,73
BSAI Kamchatka Flounder,9/20/14,65
BSAI Kamchatka Flounder,9/27/14,37
BSAI Kamchatka Flounder,10/4/14,54
BSAI Kamchatka Flounder,10/11/14,50
BSAI Kamchatka Flounder,10/18/14,36
BSAI Kamchatka Flounder,10/25/14,26
BSAI Kamchatka Flounder,11/1/14,33
BSAI Kamchatka Flounder,11/8/14,30
BSAI Kamchatka Flounder,11/15/14,22
BSAI Kamchatka Flounder,11/22/14,17
BSAI Kamchatka Flounder,11/29/14,7
BSAI Kamchatka Flounder,12/6/14,8
BSAI Kamchatka Flounder,12/13/14,4
BSAI Kamchatka Flounder,12/20/14,6
BSAI Kamchatka Flounder,12/27/14,1
BSAI Kamchatka Flounder,12/31/14,1
BSAI Northern Rockfish,1/4/14,0
BSAI Northern Rockfish,1/11/14,0
BSAI Northern Rockfish,1/18/14,1
BSAI Northern Rockfish,1/25/14,16
BSAI Northern Rockfish,2/1/14,11
BSAI Northern Rockfish,2/8/14,4
BSAI Northern Rockfish,2/15/14,1
BSAI Northern Rockfish,2/22/14,2
BSAI Northern Rockfish,3/1/14,4
BSAI Northern Rockfish,3/8/14,9
BSAI Northern Rockfish,3/15/14,64
BSAI Northern Rockfish,3/22/14,44
BSAI Northern Rockfish,3/29/14,8
BSAI Northern Rockfish,4/5/14,2
BSAI Northern Rockfish,4/12/14,6
BSAI Northern Rockfish,4/19/14,1
BSAI Northern Rockfish,4/26/14,2
BSAI Northern Rockfish,5/3/14,15
BSAI Northern Rockfish,5/10/14,13
BSAI Northern Rockfish,5/17/14,4
BSAI Northern Rockfish,5/24/14,66
BSAI Northern Rockfish,5/31/14,22
BSAI Northern Rockfish,6/7/14,15
BSAI Northern Rockfish,6/14/14,22
BSAI Northern Rockfish,6/21/14,32
BSAI Northern Rockfish,6/28/14,57
BSAI Northern Rockfish,7/5/14,39
BSAI Northern Rockfish,7/12/14,57
BSAI Northern Rockfish,7/19/14,142
BSAI Northern Rockfish,7/26/14,284
BSAI Northern Rockfish,8/2/14,399
BSAI Northern Rockfish,8/9/14,230
BSAI Northern Rockfish,8/16/14,44
BSAI Northern Rockfish,8/23/14,57
BSAI Northern Rockfish,8/30/14,93
BSAI Northern Rockfish,9/6/14,170
BSAI Northern Rockfish,9/13/14,149
BSAI Northern Rockfish,9/20/14,10
BSAI Northern Rockfish,9/27/14,185
BSAI Northern Rockfish,10/4/14,6
BSAI Northern Rockfish,10/11/14,15
BSAI Northern Rockfish,10/18/14,19
BSAI Northern Rockfish,10/25/14,10
BSAI Northern Rockfish,11/1/14,5
BSAI Northern Rockfish,11/8/14,1
BSAI Northern Rockfish,11/15/14,1
BSAI Northern Rockfish,11/22/14,1
BSAI Northern Rockfish,11/29/14,2
BSAI Northern Rockfish,12/6/14,1
BSAI Northern Rockfish,12/13/14,1
BSAI Northern Rockfish,12/20/14,1
BSAI Northern Rockfish,12/27/14,0
BSAI Octopus,1/4/14,12
BSAI Octopus,1/11/14,18
BSAI Octopus,1/18/14,12
BSAI Octopus,1/25/14,14
BSAI Octopus,2/1/14,13
BSAI Octopus,2/8/14,3
BSAI Octopus,2/15/14,6
BSAI Octopus,2/22/14,4
BSAI Octopus,3/1/14,4
BSAI Octopus,3/8/14,3
BSAI Octopus,3/15/14,2
BSAI Octopus,3/22/14,3
BSAI Octopus,3/29/14,2
BSAI Octopus,4/5/14,1
BSAI Octopus,4/12/14,1
BSAI Octopus,4/19/14,2
BSAI Octopus,4/26/14,1
BSAI Octopus,5/3/14,2
BSAI Octopus,5/10/14,2
BSAI Octopus,5/17/14,3
BSAI Octopus,5/24/14,2
BSAI Octopus,5/31/14,2
BSAI Octopus,6/7/14,4
BSAI Octopus,6/14/14,6
BSAI Octopus,6/21/14,1
BSAI Octopus,6/28/14,1
BSAI Octopus,7/5/14,1
BSAI Octopus,7/12/14,2
BSAI Octopus,7/19/14,2
BSAI Octopus,7/26/14,2
BSAI Octopus,8/2/14,2
BSAI Octopus,8/9/14,1
BSAI Octopus,8/16/14,1
BSAI Octopus,8/23/14,2
BSAI Octopus,8/30/14,1
BSAI Octopus,9/6/14,13
BSAI Octopus,9/13/14,15
BSAI Octopus,9/20/14,17
BSAI Octopus,9/27/14,17
BSAI Octopus,10/4/14,17
BSAI Octopus,10/11/14,17
BSAI Octopus,10/18/14,19
BSAI Octopus,10/25/14,35
BSAI Octopus,11/1/14,17
BSAI Octopus,11/8/14,39
BSAI Octopus,11/15/14,23
BSAI Octopus,11/22/14,15
BSAI Octopus,11/29/14,12
BSAI Octopus,12/6/14,7
