"National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

"
2013 Bering Sea Aleutian Islands Weekly Catch
Through: 
,December 31 2013
,,,,


ACCOUNT NAME,WEEK END DATE,METRIC TONS
AI Greenland Turbot,4/6/13,1
AI Greenland Turbot,4/27/13,2
AI Greenland Turbot,5/4/13,27
AI Greenland Turbot,5/11/13,25
AI Greenland Turbot,5/18/13,48
AI Greenland Turbot,5/25/13,12
AI Greenland Turbot,6/1/13,32
AI Greenland Turbot,6/8/13,6
AI Greenland Turbot,6/15/13,14
AI Greenland Turbot,6/22/13,22
AI Greenland Turbot,6/29/13,31
AI Greenland Turbot,7/6/13,8
AI Greenland Turbot,7/13/13,8
AI Greenland Turbot,7/20/13,8
AI Greenland Turbot,7/27/13,1
AI Greenland Turbot,8/3/13,14
AI Greenland Turbot,8/10/13,2
AI Greenland Turbot,8/17/13,5
AI Greenland Turbot,8/24/13,11
AI Greenland Turbot,8/31/13,1
AI Greenland Turbot,9/7/13,7
AI Greenland Turbot,9/14/13,1
AI Greenland Turbot,9/21/13,2
AI Greenland Turbot,9/28/13,1
AI Greenland Turbot,10/5/13,1
AI Other Rockfish,2/9/13,18
AI Other Rockfish,2/16/13,3
AI Other Rockfish,3/9/13,2
AI Other Rockfish,3/16/13,4
AI Other Rockfish,3/23/13,13
AI Other Rockfish,3/30/13,17
AI Other Rockfish,4/6/13,12
AI Other Rockfish,4/13/13,10
AI Other Rockfish,4/20/13,6
AI Other Rockfish,4/27/13,8
AI Other Rockfish,5/4/13,14
AI Other Rockfish,5/11/13,20
AI Other Rockfish,5/18/13,11
AI Other Rockfish,5/25/13,11
AI Other Rockfish,6/1/13,9
AI Other Rockfish,6/8/13,16
AI Other Rockfish,6/15/13,21
AI Other Rockfish,6/22/13,39
AI Other Rockfish,6/29/13,19
AI Other Rockfish,7/6/13,10
AI Other Rockfish,7/13/13,23
AI Other Rockfish,7/20/13,26
AI Other Rockfish,7/27/13,47
AI Other Rockfish,8/3/13,28
AI Other Rockfish,8/10/13,22
AI Other Rockfish,8/17/13,46
AI Other Rockfish,8/24/13,15
AI Other Rockfish,8/31/13,29
AI Other Rockfish,9/7/13,28
AI Other Rockfish,9/14/13,10
AI Other Rockfish,9/21/13,17
AI Other Rockfish,9/28/13,5
AI Other Rockfish,10/5/13,6
AI Other Rockfish,10/12/13,22
AI Other Rockfish,10/19/13,29
AI Other Rockfish,10/26/13,6
AI Other Rockfish,11/2/13,3
AI Pollock ICA,2/9/13,1
AI Pollock ICA,3/9/13,35
AI Pollock ICA,3/16/13,83
AI Pollock ICA,3/30/13,37
AI Pollock ICA,4/6/13,55
AI Pollock ICA,4/27/13,10
AI Pollock ICA,5/4/13,134
AI Pollock ICA,5/11/13,111
AI Pollock ICA,5/18/13,280
AI Pollock ICA,5/25/13,357
AI Pollock ICA,6/1/13,275
AI Pollock ICA,6/8/13,37
AI Pollock ICA,6/15/13,107
AI Pollock ICA,6/22/13,250
AI Pollock ICA,6/29/13,146
AI Pollock ICA,7/6/13,91
AI Pollock ICA,7/13/13,151
AI Pollock ICA,7/20/13,116
AI Pollock ICA,7/27/13,74
AI Pollock ICA,8/3/13,113
AI Pollock ICA,8/10/13,226
AI Pollock ICA,8/17/13,129
AI Pollock ICA,8/31/13,1
AI Pollock ICA,9/21/13,0
AI Pollock ICA,10/5/13,25
AI Sablefish HAL/Pot,3/23/13,12
AI Sablefish HAL/Pot,4/6/13,56
AI Sablefish HAL/Pot,4/27/13,16
AI Sablefish HAL/Pot,5/4/13,33
AI Sablefish HAL/Pot,5/11/13,42
AI Sablefish HAL/Pot,5/18/13,56
AI Sablefish HAL/Pot,5/25/13,30
AI Sablefish HAL/Pot,6/1/13,39
AI Sablefish HAL/Pot,6/8/13,22
AI Sablefish HAL/Pot,6/15/13,21
AI Sablefish HAL/Pot,6/22/13,14
AI Sablefish HAL/Pot,6/29/13,15
AI Sablefish HAL/Pot,7/6/13,10
AI Sablefish HAL/Pot,7/13/13,15
AI Sablefish HAL/Pot,7/20/13,16
AI Sablefish HAL/Pot,7/27/13,7
AI Sablefish HAL/Pot,8/3/13,6
AI Sablefish HAL/Pot,8/10/13,9
AI Sablefish HAL/Pot,8/17/13,23
AI Sablefish HAL/Pot,8/24/13,35
AI Sablefish HAL/Pot,8/31/13,20
AI Sablefish HAL/Pot,9/7/13,33
AI Sablefish HAL/Pot,9/14/13,23
AI Sablefish HAL/Pot,9/21/13,7
AI Sablefish HAL/Pot,9/28/13,22
AI Sablefish HAL/Pot,10/5/13,24
AI Sablefish HAL/Pot,10/12/13,9
AI Sablefish HAL/Pot,10/19/13,38
AI Sablefish HAL/Pot,10/26/13,60
AI Sablefish TRW,5/4/13,4
AI Sablefish TRW,5/11/13,1
AI Sablefish TRW,5/18/13,4
AI Sablefish TRW,6/1/13,1
AI Sablefish TRW,6/29/13,2
AI Sablefish TRW,7/13/13,2
AI Sablefish TRW,8/10/13,2
BS Greenland Turbot,1/5/13,0
BS Greenland Turbot,1/26/13,6
BS Greenland Turbot,2/2/13,1
BS Greenland Turbot,2/9/13,1
BS Greenland Turbot,2/16/13,1
BS Greenland Turbot,2/23/13,0
BS Greenland Turbot,3/2/13,1
BS Greenland Turbot,3/9/13,0
BS Greenland Turbot,3/16/13,0
BS Greenland Turbot,3/23/13,0
BS Greenland Turbot,3/30/13,0
BS Greenland Turbot,4/6/13,1
BS Greenland Turbot,4/13/13,1
BS Greenland Turbot,4/20/13,1
BS Greenland Turbot,4/27/13,2
BS Greenland Turbot,5/4/13,3
BS Greenland Turbot,5/11/13,6
BS Greenland Turbot,5/18/13,3
BS Greenland Turbot,5/25/13,4
BS Greenland Turbot,6/1/13,4
BS Greenland Turbot,6/8/13,11
BS Greenland Turbot,6/15/13,32
BS Greenland Turbot,6/22/13,14
BS Greenland Turbot,6/29/13,42
BS Greenland Turbot,7/6/13,30
BS Greenland Turbot,7/13/13,30
BS Greenland Turbot,7/20/13,68
BS Greenland Turbot,7/27/13,100
BS Greenland Turbot,8/3/13,112
BS Greenland Turbot,8/10/13,114
BS Greenland Turbot,8/17/13,100
BS Greenland Turbot,8/24/13,34
BS Greenland Turbot,8/31/13,18
BS Greenland Turbot,9/7/13,34
BS Greenland Turbot,9/14/13,101
BS Greenland Turbot,9/21/13,96
BS Greenland Turbot,9/28/13,2
BS Greenland Turbot,10/5/13,64
BS Greenland Turbot,10/12/13,109
BS Greenland Turbot,10/19/13,51
BS Greenland Turbot,10/26/13,19
BS Greenland Turbot,11/2/13,99
BS Greenland Turbot,11/9/13,42
BS Greenland Turbot,11/16/13,9
BS Greenland Turbot,11/30/13,1
BS Other Rockfish,1/5/13,1
BS Other Rockfish,1/12/13,2
BS Other Rockfish,1/19/13,1
BS Other Rockfish,1/26/13,1
BS Other Rockfish,2/2/13,1
BS Other Rockfish,2/9/13,1
BS Other Rockfish,2/16/13,0
BS Other Rockfish,2/23/13,1
BS Other Rockfish,3/2/13,1
BS Other Rockfish,3/9/13,1
BS Other Rockfish,3/16/13,1
BS Other Rockfish,3/23/13,2
BS Other Rockfish,3/30/13,1
BS Other Rockfish,4/6/13,1
BS Other Rockfish,4/13/13,0
BS Other Rockfish,4/20/13,1
BS Other Rockfish,4/27/13,2
BS Other Rockfish,5/4/13,1
BS Other Rockfish,5/11/13,4
BS Other Rockfish,5/18/13,20
BS Other Rockfish,5/25/13,3
BS Other Rockfish,6/1/13,3
BS Other Rockfish,6/8/13,2
BS Other Rockfish,6/15/13,7
BS Other Rockfish,6/22/13,18
BS Other Rockfish,6/29/13,3
BS Other Rockfish,7/6/13,11
BS Other Rockfish,7/13/13,5
BS Other Rockfish,7/20/13,13
BS Other Rockfish,7/27/13,11
BS Other Rockfish,8/3/13,9
BS Other Rockfish,8/10/13,3
BS Other Rockfish,8/17/13,3
BS Other Rockfish,8/24/13,5
BS Other Rockfish,8/31/13,9
BS Other Rockfish,9/7/13,8
BS Other Rockfish,9/14/13,8
BS Other Rockfish,9/21/13,8
BS Other Rockfish,9/28/13,3
BS Other Rockfish,10/5/13,3
BS Other Rockfish,10/12/13,2
BS Other Rockfish,10/19/13,2
BS Other Rockfish,10/26/13,1
BS Other Rockfish,11/2/13,1
BS Other Rockfish,11/9/13,1
BS Other Rockfish,11/16/13,1
BS Other Rockfish,11/23/13,1
BS Other Rockfish,11/30/13,2
BS Other Rockfish,12/7/13,2
BS Other Rockfish,12/14/13,1
BS Other Rockfish,12/31/13,0
BS POP,1/26/13,0
BS POP,2/2/13,0
BS POP,2/9/13,17
BS POP,2/16/13,0
BS POP,2/23/13,1
BS POP,3/2/13,1
BS POP,3/9/13,20
BS POP,3/16/13,33
BS POP,3/23/13,14
BS POP,3/30/13,30
BS POP,4/6/13,0
BS POP,4/13/13,0
BS POP,5/11/13,42
BS POP,5/18/13,9
BS POP,5/25/13,21
BS POP,6/8/13,44
BS POP,6/15/13,156
BS POP,6/22/13,135
BS POP,6/29/13,251
BS POP,7/6/13,103
BS POP,7/13/13,131
BS POP,7/20/13,69
BS POP,7/27/13,44
BS POP,8/3/13,78
BS POP,8/10/13,51
BS POP,8/17/13,61
BS POP,8/24/13,67
BS POP,8/31/13,84
BS POP,9/7/13,47
BS POP,9/14/13,1
BS POP,9/21/13,25
BS POP,9/28/13,26
BS POP,10/5/13,37
BS POP,10/12/13,6
BS POP,10/19/13,5
BS POP,10/26/13,15
BS POP,11/16/13,10
BS POP,11/30/13,1
BS POP,12/7/13,1762
BS POP,12/14/13,1535
BS Pollock CP,1/26/13,9498
BS Pollock CP,2/2/13,10320
BS Pollock CP,2/9/13,15148
BS Pollock CP,2/16/13,16862
BS Pollock CP,2/23/13,16021
