National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

2016 Bering Sea Aleutian Islands Weekly Catch

Through 2016-12-31

Weight in metric tons
Does not include catch of CDQ allocated species.  See Table 1 of the final harvest specifications for CDQ allocated species.
Screened for confidentiality - three or more processors reporting for each row 


ACCOUNT NAME,WEEK END DATE,METRIC TONS
AI Greenland Turbot,5/7/16,14
AI Greenland Turbot,5/21/16,26
AI Greenland Turbot,5/28/16,16
AI Greenland Turbot,6/4/16,5
AI Greenland Turbot,6/11/16,2
AI Greenland Turbot,6/18/16,2
AI Greenland Turbot,6/25/16,2
AI Greenland Turbot,7/23/16,3
AI Greenland Turbot,7/30/16,2
AI Greenland Turbot,8/6/16,8
AI Greenland Turbot,8/20/16,5
AI Other Rockfish,1/23/16,12
AI Other Rockfish,1/30/16,20
AI Other Rockfish,2/6/16,7
AI Other Rockfish,2/13/16,4
AI Other Rockfish,2/20/16,1
AI Other Rockfish,2/27/16,2
AI Other Rockfish,3/5/16,2
AI Other Rockfish,3/12/16,1
AI Other Rockfish,3/19/16,8
AI Other Rockfish,3/26/16,12
AI Other Rockfish,4/2/16,16
AI Other Rockfish,4/9/16,15
AI Other Rockfish,4/16/16,9
AI Other Rockfish,4/30/16,8
AI Other Rockfish,5/7/16,6
AI Other Rockfish,5/14/16,4
AI Other Rockfish,5/21/16,2
AI Other Rockfish,5/28/16,14
AI Other Rockfish,6/4/16,4
AI Other Rockfish,6/11/16,13
AI Other Rockfish,6/18/16,14
AI Other Rockfish,6/25/16,16
AI Other Rockfish,7/2/16,15
AI Other Rockfish,7/9/16,20
AI Other Rockfish,7/16/16,12
AI Other Rockfish,7/23/16,27
AI Other Rockfish,7/30/16,16
AI Other Rockfish,8/6/16,20
AI Other Rockfish,8/13/16,17
AI Other Rockfish,8/20/16,18
AI Other Rockfish,8/27/16,15
AI Other Rockfish,9/3/16,19
AI Other Rockfish,9/10/16,14
AI Other Rockfish,9/17/16,7
AI Other Rockfish,9/24/16,9
AI Other Rockfish,10/1/16,15
AI Other Rockfish,10/8/16,26
AI Other Rockfish,10/15/16,42
AI Other Rockfish,10/22/16,17
AI Pollock ICA,1/23/16,4
AI Pollock ICA,1/30/16,4
AI Pollock ICA,2/6/16,7
AI Pollock ICA,2/13/16,4
AI Pollock ICA,2/20/16,2
AI Pollock ICA,2/27/16,67
AI Pollock ICA,3/5/16,12
AI Pollock ICA,3/19/16,13
AI Pollock ICA,3/26/16,78
AI Pollock ICA,4/2/16,4
AI Pollock ICA,4/9/16,30
AI Pollock ICA,5/7/16,50
AI Pollock ICA,5/28/16,99
AI Pollock ICA,6/11/16,3
AI Pollock ICA,6/18/16,5
AI Pollock ICA,6/25/16,26
AI Pollock ICA,7/2/16,4
AI Pollock ICA,7/9/16,16
AI Pollock ICA,7/16/16,71
AI Pollock ICA,7/23/16,42
AI Pollock ICA,7/30/16,27
AI Pollock ICA,8/6/16,160
AI Pollock ICA,8/13/16,65
AI Pollock ICA,8/20/16,97
AI Pollock ICA,8/27/16,27
AI Pollock ICA,9/3/16,41
AI Pollock ICA,9/10/16,13
AI Pollock ICA,10/1/16,20
AI Pollock ICA,10/8/16,18
AI Pollock ICA,10/15/16,26
AI Sablefish HAL/Pot,4/9/16,10
AI Sablefish HAL/Pot,5/14/16,8
AI Sablefish HAL/Pot,5/28/16,3
AI Sablefish HAL/Pot,6/4/16,6
AI Sablefish HAL/Pot,6/11/16,9
AI Sablefish HAL/Pot,6/18/16,10
AI Sablefish HAL/Pot,6/25/16,16
AI Sablefish HAL/Pot,7/2/16,4
AI Sablefish HAL/Pot,7/30/16,8
AI Sablefish HAL/Pot,8/6/16,13
AI Sablefish HAL/Pot,8/13/16,10
AI Sablefish HAL/Pot,8/20/16,13
AI Sablefish HAL/Pot,8/27/16,18
AI Sablefish HAL/Pot,9/3/16,7
AI Sablefish HAL/Pot,9/10/16,24
AI Sablefish HAL/Pot,9/17/16,19
AI Sablefish HAL/Pot,10/1/16,16
AI Sablefish HAL/Pot,10/8/16,2
AI Sablefish HAL/Pot,10/15/16,8
AI Sablefish HAL/Pot,10/22/16,12
AI Sablefish TRW,5/28/16,3
AI Sablefish TRW,6/25/16,1
AI Sablefish TRW,8/6/16,4
BS Greenland Turbot,1/2/16,0
BS Greenland Turbot,1/9/16,0
BS Greenland Turbot,1/16/16,0
BS Greenland Turbot,1/23/16,0
BS Greenland Turbot,1/30/16,0
BS Greenland Turbot,2/6/16,0
BS Greenland Turbot,2/13/16,1
BS Greenland Turbot,2/20/16,0
BS Greenland Turbot,2/27/16,1
BS Greenland Turbot,3/5/16,3
BS Greenland Turbot,3/12/16,1
BS Greenland Turbot,3/19/16,2
BS Greenland Turbot,3/26/16,3
BS Greenland Turbot,4/2/16,1
BS Greenland Turbot,4/9/16,0
BS Greenland Turbot,4/16/16,0
BS Greenland Turbot,4/23/16,0
BS Greenland Turbot,4/30/16,0
BS Greenland Turbot,5/7/16,9
BS Greenland Turbot,5/14/16,11
BS Greenland Turbot,5/21/16,17
BS Greenland Turbot,5/28/16,49
BS Greenland Turbot,6/4/16,3
BS Greenland Turbot,6/11/16,15
BS Greenland Turbot,6/18/16,184
BS Greenland Turbot,6/25/16,199
BS Greenland Turbot,7/2/16,214
BS Greenland Turbot,7/9/16,340
BS Greenland Turbot,7/16/16,141
BS Greenland Turbot,7/23/16,187
BS Greenland Turbot,7/30/16,170
BS Greenland Turbot,8/6/16,166
BS Greenland Turbot,8/13/16,41
BS Greenland Turbot,8/20/16,50
BS Greenland Turbot,8/27/16,25
BS Greenland Turbot,9/3/16,23
BS Greenland Turbot,9/10/16,30
BS Greenland Turbot,9/17/16,3
BS Greenland Turbot,9/24/16,2
BS Greenland Turbot,10/1/16,2
BS Greenland Turbot,10/8/16,6
BS Greenland Turbot,10/15/16,48
BS Greenland Turbot,10/22/16,50
BS Greenland Turbot,10/29/16,2
BS Greenland Turbot,11/5/16,3
BS Greenland Turbot,11/12/16,18
BS Greenland Turbot,11/19/16,1
BS Greenland Turbot,11/26/16,3
BS Greenland Turbot,12/3/16,3
BS Greenland Turbot,12/10/16,2
BS Greenland Turbot,12/17/16,1
BS Greenland Turbot,12/24/16,2
BS Greenland Turbot,12/31/16,2
BS Other Rockfish,1/2/16,0
BS Other Rockfish,1/9/16,0
BS Other Rockfish,1/16/16,0
BS Other Rockfish,1/23/16,1
BS Other Rockfish,1/30/16,2
BS Other Rockfish,2/6/16,14
BS Other Rockfish,2/13/16,2
BS Other Rockfish,2/20/16,1
BS Other Rockfish,2/27/16,1
BS Other Rockfish,3/5/16,3
BS Other Rockfish,3/12/16,3
BS Other Rockfish,3/19/16,2
BS Other Rockfish,3/26/16,0
BS Other Rockfish,4/2/16,1
BS Other Rockfish,4/9/16,4
BS Other Rockfish,4/16/16,1
BS Other Rockfish,4/23/16,1
BS Other Rockfish,4/30/16,1
BS Other Rockfish,5/7/16,3
BS Other Rockfish,5/14/16,1
BS Other Rockfish,5/21/16,1
BS Other Rockfish,5/28/16,2
BS Other Rockfish,6/4/16,2
BS Other Rockfish,6/11/16,3
BS Other Rockfish,6/18/16,6
BS Other Rockfish,6/25/16,9
BS Other Rockfish,7/2/16,14
BS Other Rockfish,7/9/16,17
BS Other Rockfish,7/16/16,13
BS Other Rockfish,7/23/16,4
BS Other Rockfish,7/30/16,12
BS Other Rockfish,8/6/16,9
BS Other Rockfish,8/13/16,12
BS Other Rockfish,8/20/16,23
BS Other Rockfish,8/27/16,19
BS Other Rockfish,9/3/16,29
BS Other Rockfish,9/10/16,34
BS Other Rockfish,9/17/16,4
BS Other Rockfish,9/24/16,1
BS Other Rockfish,10/1/16,2
BS Other Rockfish,10/8/16,2
BS Other Rockfish,10/15/16,4
BS Other Rockfish,10/22/16,7
BS Other Rockfish,10/29/16,2
BS Other Rockfish,11/5/16,2
BS Other Rockfish,11/12/16,3
BS Other Rockfish,11/19/16,1
BS Other Rockfish,11/26/16,0
BS Other Rockfish,12/3/16,0
BS Other Rockfish,12/10/16,1
BS Other Rockfish,12/17/16,1
BS Other Rockfish,12/24/16,0
BS Other Rockfish,12/31/16,0
BS POP,1/23/16,0
