National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

2016 Bering Sea Aleutian Islands Weekly Catch

Through 2016-12-31

Weight in metric tons
Does not include catch of CDQ allocated species.  See Table 1 of the final harvest specifications for CDQ allocated species.
Screened for confidentiality - three or more processors reporting for each row 


ACCOUNT NAME,WEEK END DATE,METRIC TONS
BS POP,1/30/16,2
BS POP,2/6/16,1
BS POP,2/13/16,0
BS POP,2/20/16,35
BS POP,2/27/16,0
BS POP,3/5/16,0
BS POP,3/12/16,1
BS POP,3/19/16,1
BS POP,3/26/16,0
BS POP,4/2/16,0
BS POP,4/9/16,0
BS POP,4/16/16,1
BS POP,4/23/16,0
BS POP,5/7/16,32
BS POP,5/14/16,32
BS POP,5/21/16,17
BS POP,5/28/16,33
BS POP,6/4/16,33
BS POP,6/11/16,122
BS POP,6/18/16,111
BS POP,6/25/16,35
BS POP,7/2/16,127
BS POP,7/9/16,61
BS POP,7/16/16,145
BS POP,7/23/16,89
BS POP,7/30/16,175
BS POP,8/6/16,399
BS POP,8/13/16,548
BS POP,8/20/16,974
BS POP,8/27/16,137
BS POP,9/3/16,214
BS POP,9/10/16,182
BS POP,9/17/16,90
BS POP,9/24/16,43
BS POP,10/1/16,13
BS POP,10/8/16,89
BS POP,10/15/16,34
BS POP,10/22/16,1015
BS POP,10/29/16,2056
BS POP,11/5/16,248
BS POP,11/12/16,313
BS POP,11/19/16,618
BS POP,11/26/16,19
BS POP,12/3/16,41
BS POP,12/17/16,0
BS Pollock CP,1/23/16,3750
BS Pollock CP,1/30/16,14983
BS Pollock CP,2/6/16,15955
BS Pollock CP,2/13/16,17600
BS Pollock CP,2/20/16,12977
BS Pollock CP,2/27/16,21565
BS Pollock CP,3/5/16,20945
BS Pollock CP,3/12/16,22137
BS Pollock CP,3/19/16,25176
BS Pollock CP,3/26/16,17657
BS Pollock CP,4/2/16,8249
BS Pollock CP,6/18/16,10229
BS Pollock CP,6/25/16,12335
BS Pollock CP,7/2/16,23086
BS Pollock CP,7/9/16,16080
BS Pollock CP,7/16/16,21850
BS Pollock CP,7/23/16,8161
BS Pollock CP,7/30/16,25889
BS Pollock CP,8/6/16,24652
BS Pollock CP,8/13/16,22512
BS Pollock CP,8/20/16,27151
BS Pollock CP,8/27/16,23435
BS Pollock CP,9/3/16,28558
BS Pollock CP,9/10/16,12892
BS Pollock CP,9/17/16,9419
BS Pollock CP,9/24/16,7223
BS Pollock CP,10/1/16,5204
BS Pollock ICA,1/2/16,78
BS Pollock ICA,1/9/16,208
BS Pollock ICA,1/16/16,218
BS Pollock ICA,1/23/16,376
BS Pollock ICA,1/30/16,660
BS Pollock ICA,2/6/16,1408
BS Pollock ICA,2/13/16,1655
BS Pollock ICA,2/20/16,1983
BS Pollock ICA,2/27/16,1780
BS Pollock ICA,3/5/16,1707
BS Pollock ICA,3/12/16,2890
BS Pollock ICA,3/19/16,1921
BS Pollock ICA,3/26/16,1416
BS Pollock ICA,4/2/16,789
BS Pollock ICA,4/9/16,1273
BS Pollock ICA,4/16/16,1324
BS Pollock ICA,4/23/16,982
BS Pollock ICA,4/30/16,1097
BS Pollock ICA,5/7/16,753
BS Pollock ICA,5/14/16,636
BS Pollock ICA,5/21/16,742
BS Pollock ICA,5/28/16,545
BS Pollock ICA,6/4/16,825
BS Pollock ICA,6/11/16,1101
BS Pollock ICA,6/18/16,460
BS Pollock ICA,6/25/16,599
BS Pollock ICA,7/2/16,416
BS Pollock ICA,7/9/16,375
BS Pollock ICA,7/16/16,664
BS Pollock ICA,7/23/16,720
BS Pollock ICA,7/30/16,607
BS Pollock ICA,8/6/16,854
BS Pollock ICA,8/13/16,871
BS Pollock ICA,8/20/16,1021
BS Pollock ICA,8/27/16,1237
BS Pollock ICA,9/3/16,1186
BS Pollock ICA,9/10/16,1480
BS Pollock ICA,9/17/16,1231
BS Pollock ICA,9/24/16,1316
BS Pollock ICA,10/1/16,1038
BS Pollock ICA,10/8/16,577
BS Pollock ICA,10/15/16,810
BS Pollock ICA,10/22/16,1083
BS Pollock ICA,10/29/16,664
BS Pollock ICA,11/5/16,892
BS Pollock ICA,11/12/16,911
BS Pollock ICA,11/19/16,626
BS Pollock ICA,11/26/16,426
BS Pollock ICA,12/3/16,360
BS Pollock ICA,12/10/16,191
BS Pollock ICA,12/17/16,118
BS Pollock ICA,12/24/16,150
BS Pollock ICA,12/31/16,142
BS Pollock Inshore,1/23/16,11148
BS Pollock Inshore,1/30/16,22787
BS Pollock Inshore,2/6/16,22327
BS Pollock Inshore,2/13/16,20864
BS Pollock Inshore,2/20/16,19952
BS Pollock Inshore,2/27/16,21819
BS Pollock Inshore,3/5/16,18660
BS Pollock Inshore,3/12/16,19754
BS Pollock Inshore,3/19/16,18112
BS Pollock Inshore,3/26/16,20798
BS Pollock Inshore,4/2/16,13648
BS Pollock Inshore,4/9/16,8942
BS Pollock Inshore,6/11/16,10062
BS Pollock Inshore,6/18/16,24159
BS Pollock Inshore,6/25/16,26366
BS Pollock Inshore,7/2/16,27649
BS Pollock Inshore,7/9/16,27024
BS Pollock Inshore,7/16/16,25995
BS Pollock Inshore,7/23/16,28771
BS Pollock Inshore,7/30/16,25832
BS Pollock Inshore,8/6/16,27735
BS Pollock Inshore,8/13/16,23995
BS Pollock Inshore,8/20/16,23394
BS Pollock Inshore,8/27/16,20787
BS Pollock Inshore,9/3/16,18531
BS Pollock Inshore,9/10/16,19717
BS Pollock Inshore,9/17/16,12676
BS Pollock Inshore,9/24/16,6716
BS Pollock Mothership,2/6/16,6625
BS Pollock Mothership,2/13/16,6161
BS Pollock Mothership,2/20/16,3183
BS Pollock Mothership,2/27/16,5771
BS Pollock Mothership,3/5/16,7512
BS Sablefish HAL/Pot,1/23/16,0
BS Sablefish HAL/Pot,2/6/16,0
BS Sablefish HAL/Pot,2/13/16,0
BS Sablefish HAL/Pot,2/20/16,0
BS Sablefish HAL/Pot,2/27/16,0
BS Sablefish HAL/Pot,3/5/16,0
BS Sablefish HAL/Pot,3/12/16,0
BS Sablefish HAL/Pot,4/9/16,0
BS Sablefish HAL/Pot,4/16/16,5
BS Sablefish HAL/Pot,5/14/16,1
BS Sablefish HAL/Pot,6/11/16,1
BS Sablefish HAL/Pot,6/18/16,3
BS Sablefish HAL/Pot,6/25/16,2
BS Sablefish HAL/Pot,7/2/16,7
BS Sablefish HAL/Pot,7/9/16,21
BS Sablefish HAL/Pot,7/16/16,11
BS Sablefish HAL/Pot,7/23/16,16
BS Sablefish HAL/Pot,7/30/16,10
BS Sablefish HAL/Pot,8/6/16,13
BS Sablefish HAL/Pot,8/13/16,6
BS Sablefish HAL/Pot,8/20/16,11
BS Sablefish HAL/Pot,8/27/16,9
BS Sablefish HAL/Pot,9/3/16,1
BS Sablefish HAL/Pot,9/10/16,4
BS Sablefish HAL/Pot,9/17/16,4
BS Sablefish HAL/Pot,9/24/16,12
BS Sablefish HAL/Pot,10/1/16,3
BS Sablefish HAL/Pot,10/8/16,16
BS Sablefish HAL/Pot,10/15/16,17
BS Sablefish HAL/Pot,10/22/16,21
BS Sablefish HAL/Pot,10/29/16,5
BS Sablefish HAL/Pot,11/5/16,2
BS Sablefish HAL/Pot,11/12/16,4
BS Sablefish HAL/Pot,11/19/16,3
BS Sablefish HAL/Pot,11/26/16,1
BS Sablefish HAL/Pot,12/3/16,1
BS Sablefish HAL/Pot,12/10/16,1
BS Sablefish HAL/Pot,12/17/16,1
BS Sablefish HAL/Pot,12/24/16,1
BS Sablefish HAL/Pot,12/31/16,1
BS Sablefish TRW,1/23/16,0
BS Sablefish TRW,1/30/16,1
BS Sablefish TRW,2/6/16,1
BS Sablefish TRW,2/13/16,1
BS Sablefish TRW,2/20/16,0
BS Sablefish TRW,3/5/16,9
BS Sablefish TRW,3/12/16,0
BS Sablefish TRW,3/19/16,1
BS Sablefish TRW,3/26/16,4
BS Sablefish TRW,4/2/16,1
BS Sablefish TRW,5/7/16,0
BS Sablefish TRW,5/14/16,0
BS Sablefish TRW,5/21/16,4
BS Sablefish TRW,5/28/16,69
BS Sablefish TRW,6/4/16,15
BS Sablefish TRW,6/11/16,4
BS Sablefish TRW,6/18/16,26
BS Sablefish TRW,6/25/16,6
BS Sablefish TRW,7/2/16,3
BS Sablefish TRW,7/9/16,22
BS Sablefish TRW,7/16/16,3
BS Sablefish TRW,7/23/16,3
BS Sablefish TRW,7/30/16,1
BS Sablefish TRW,8/6/16,1
BS Sablefish TRW,8/13/16,3
BS Sablefish TRW,8/20/16,3
BS Sablefish TRW,8/27/16,15
BS Sablefish TRW,9/3/16,3
BS Sablefish TRW,9/10/16,7
BS Sablefish TRW,9/17/16,1
BS Sablefish TRW,9/24/16,0
BS Sablefish TRW,10/1/16,1
BS Sablefish TRW,11/5/16,4
BSAI Alaska Plaice,1/16/16,0
BSAI Alaska Plaice,1/23/16,56
BSAI Alaska Plaice,1/30/16,96
BSAI Alaska Plaice,2/6/16,63
BSAI Alaska Plaice,2/13/16,219
BSAI Alaska Plaice,2/20/16,185
BSAI Alaska Plaice,2/27/16,44
BSAI Alaska Plaice,3/5/16,51
BSAI Alaska Plaice,3/12/16,326
BSAI Alaska Plaice,3/19/16,306
BSAI Alaska Plaice,3/26/16,328
BSAI Alaska Plaice,4/2/16,371
BSAI Alaska Plaice,4/9/16,343
BSAI Alaska Plaice,4/16/16,943
BSAI Alaska Plaice,4/23/16,626
BSAI Alaska Plaice,4/30/16,702
BSAI Alaska Plaice,5/7/16,329
BSAI Alaska Plaice,5/14/16,173
BSAI Alaska Plaice,5/21/16,270
BSAI Alaska Plaice,5/28/16,294
BSAI Alaska Plaice,6/4/16,1082
BSAI Alaska Plaice,6/11/16,790
BSAI Alaska Plaice,6/18/16,131
BSAI Alaska Plaice,6/25/16,116
BSAI Alaska Plaice,7/2/16,100
BSAI Alaska Plaice,7/9/16,62
BSAI Alaska Plaice,7/16/16,110
BSAI Alaska Plaice,7/23/16,139
BSAI Alaska Plaice,7/30/16,118
BSAI Alaska Plaice,8/6/16,227
BSAI Alaska Plaice,8/13/16,319
BSAI Alaska Plaice,8/20/16,621
BSAI Alaska Plaice,8/27/16,258
BSAI Alaska Plaice,9/3/16,354
BSAI Alaska Plaice,9/10/16,452
BSAI Alaska Plaice,9/17/16,318
BSAI Alaska Plaice,9/24/16,413
BSAI Alaska Plaice,10/1/16,403
BSAI Alaska Plaice,10/8/16,503
BSAI Alaska Plaice,10/15/16,296
BSAI Alaska Plaice,10/22/16,91
BSAI Alaska Plaice,10/29/16,246
BSAI Alaska Plaice,11/5/16,166
BSAI Alaska Plaice,11/12/16,110
BSAI Alaska Plaice,11/19/16,57
BSAI Alaska Plaice,11/26/16,92
BSAI Alaska Plaice,12/3/16,75
BSAI Alaska Plaice,12/10/16,11
BSAI Arrowtooth Flounder,1/2/16,8
BSAI Arrowtooth Flounder,1/9/16,21
BSAI Arrowtooth Flounder,1/16/16,6
BSAI Arrowtooth Flounder,1/23/16,16
BSAI Arrowtooth Flounder,1/30/16,56
BSAI Arrowtooth Flounder,2/6/16,34
BSAI Arrowtooth Flounder,2/13/16,40
BSAI Arrowtooth Flounder,2/20/16,38
BSAI Arrowtooth Flounder,2/27/16,78
BSAI Arrowtooth Flounder,3/5/16,70
BSAI Arrowtooth Flounder,3/12/16,32
BSAI Arrowtooth Flounder,3/19/16,54
BSAI Arrowtooth Flounder,3/26/16,99
BSAI Arrowtooth Flounder,4/2/16,56
BSAI Arrowtooth Flounder,4/9/16,10
BSAI Arrowtooth Flounder,4/16/16,6
BSAI Arrowtooth Flounder,4/23/16,5
BSAI Arrowtooth Flounder,4/30/16,4
BSAI Arrowtooth Flounder,5/7/16,468
BSAI Arrowtooth Flounder,5/14/16,287
BSAI Arrowtooth Flounder,5/21/16,414
BSAI Arrowtooth Flounder,5/28/16,671
BSAI Arrowtooth Flounder,6/4/16,255
BSAI Arrowtooth Flounder,6/11/16,262
BSAI Arrowtooth Flounder,6/18/16,319
BSAI Arrowtooth Flounder,6/25/16,251
BSAI Arrowtooth Flounder,7/2/16,202
BSAI Arrowtooth Flounder,7/9/16,254
BSAI Arrowtooth Flounder,7/16/16,360
BSAI Arrowtooth Flounder,7/23/16,354
BSAI Arrowtooth Flounder,7/30/16,338
BSAI Arrowtooth Flounder,8/6/16,838
BSAI Arrowtooth Flounder,8/13/16,624
BSAI Arrowtooth Flounder,8/20/16,628
BSAI Arrowtooth Flounder,8/27/16,286
BSAI Arrowtooth Flounder,9/3/16,283
BSAI Arrowtooth Flounder,9/10/16,381
BSAI Arrowtooth Flounder,9/17/16,233
BSAI Arrowtooth Flounder,9/24/16,244
BSAI Arrowtooth Flounder,10/1/16,204
BSAI Arrowtooth Flounder,10/8/16,169
BSAI Arrowtooth Flounder,10/15/16,195
BSAI Arrowtooth Flounder,10/22/16,217
BSAI Arrowtooth Flounder,10/29/16,156
BSAI Arrowtooth Flounder,11/5/16,168
BSAI Arrowtooth Flounder,11/12/16,239
BSAI Arrowtooth Flounder,11/19/16,144
BSAI Arrowtooth Flounder,11/26/16,161
BSAI Arrowtooth Flounder,12/3/16,94
BSAI Arrowtooth Flounder,12/10/16,28
BSAI Arrowtooth Flounder,12/17/16,11
BSAI Arrowtooth Flounder,12/24/16,16
BSAI Arrowtooth Flounder,12/31/16,12
BSAI Flathead Sole,1/2/16,3
BSAI Flathead Sole,1/9/16,8
BSAI Flathead Sole,1/16/16,9
BSAI Flathead Sole,1/23/16,33
BSAI Flathead Sole,1/30/16,199
BSAI Flathead Sole,2/6/16,219
BSAI Flathead Sole,2/13/16,431
BSAI Flathead Sole,2/20/16,296
BSAI Flathead Sole,2/27/16,214
BSAI Flathead Sole,3/5/16,237
BSAI Flathead Sole,3/12/16,178
BSAI Flathead Sole,3/19/16,421
BSAI Flathead Sole,3/26/16,744
BSAI Flathead Sole,4/2/16,398
BSAI Flathead Sole,4/9/16,30
BSAI Flathead Sole,4/16/16,25
BSAI Flathead Sole,4/23/16,12
BSAI Flathead Sole,4/30/16,8
BSAI Flathead Sole,5/7/16,14
BSAI Flathead Sole,5/14/16,11
BSAI Flathead Sole,5/21/16,26
BSAI Flathead Sole,5/28/16,91
BSAI Flathead Sole,6/4/16,84
BSAI Flathead Sole,6/11/16,105
BSAI Flathead Sole,6/18/16,181
BSAI Flathead Sole,6/25/16,226
BSAI Flathead Sole,7/2/16,329
BSAI Flathead Sole,7/9/16,269
BSAI Flathead Sole,7/16/16,275
BSAI Flathead Sole,7/23/16,220
BSAI Flathead Sole,7/30/16,316
BSAI Flathead Sole,8/6/16,273
BSAI Flathead Sole,8/13/16,282
BSAI Flathead Sole,8/20/16,247
BSAI Flathead Sole,8/27/16,253
BSAI Flathead Sole,9/3/16,284
BSAI Flathead Sole,9/10/16,337
BSAI Flathead Sole,9/17/16,376
BSAI Flathead Sole,9/24/16,254
BSAI Flathead Sole,10/1/16,285
BSAI Flathead Sole,10/8/16,189
BSAI Flathead Sole,10/15/16,211
BSAI Flathead Sole,10/22/16,209
BSAI Flathead Sole,10/29/16,142
BSAI Flathead Sole,11/5/16,126
BSAI Flathead Sole,11/12/16,161
BSAI Flathead Sole,11/19/16,150
BSAI Flathead Sole,11/26/16,94
BSAI Flathead Sole,12/3/16,106
BSAI Flathead Sole,12/10/16,119
BSAI Flathead Sole,12/17/16,2
BSAI Flathead Sole,12/24/16,3
BSAI Flathead Sole,12/31/16,5
BSAI Kamchatka Flounder,1/2/16,0
BSAI Kamchatka Flounder,1/9/16,1
BSAI Kamchatka Flounder,1/16/16,0
BSAI Kamchatka Flounder,1/23/16,1
BSAI Kamchatka Flounder,1/30/16,9
BSAI Kamchatka Flounder,2/6/16,9
BSAI Kamchatka Flounder,2/13/16,4
BSAI Kamchatka Flounder,2/20/16,3
BSAI Kamchatka Flounder,2/27/16,3
BSAI Kamchatka Flounder,3/5/16,11
BSAI Kamchatka Flounder,3/12/16,2
BSAI Kamchatka Flounder,3/19/16,6
BSAI Kamchatka Flounder,3/26/16,9
BSAI Kamchatka Flounder,4/2/16,5
BSAI Kamchatka Flounder,4/9/16,2
BSAI Kamchatka Flounder,4/16/16,1
BSAI Kamchatka Flounder,4/23/16,1
BSAI Kamchatka Flounder,4/30/16,1
BSAI Kamchatka Flounder,5/7/16,759
BSAI Kamchatka Flounder,5/14/16,463
BSAI Kamchatka Flounder,5/21/16,702
BSAI Kamchatka Flounder,5/28/16,582
BSAI Kamchatka Flounder,6/4/16,47
BSAI Kamchatka Flounder,6/11/16,45
BSAI Kamchatka Flounder,6/18/16,81
BSAI Kamchatka Flounder,6/25/16,75
BSAI Kamchatka Flounder,7/2/16,61
BSAI Kamchatka Flounder,7/9/16,136
BSAI Kamchatka Flounder,7/16/16,162
BSAI Kamchatka Flounder,7/23/16,66
BSAI Kamchatka Flounder,7/30/16,152
BSAI Kamchatka Flounder,8/6/16,221
BSAI Kamchatka Flounder,8/13/16,234
BSAI Kamchatka Flounder,8/20/16,306
BSAI Kamchatka Flounder,8/27/16,73
BSAI Kamchatka Flounder,9/3/16,55
BSAI Kamchatka Flounder,9/10/16,70
BSAI Kamchatka Flounder,9/17/16,41
BSAI Kamchatka Flounder,9/24/16,44
BSAI Kamchatka Flounder,10/1/16,39
BSAI Kamchatka Flounder,10/8/16,26
BSAI Kamchatka Flounder,10/15/16,26
BSAI Kamchatka Flounder,10/22/16,162
BSAI Kamchatka Flounder,10/29/16,54
BSAI Kamchatka Flounder,11/5/16,17
BSAI Kamchatka Flounder,11/12/16,22
BSAI Kamchatka Flounder,11/19/16,16
BSAI Kamchatka Flounder,11/26/16,28
BSAI Kamchatka Flounder,12/3/16,15
BSAI Kamchatka Flounder,12/10/16,1
BSAI Kamchatka Flounder,12/17/16,0
BSAI Kamchatka Flounder,12/24/16,1
BSAI Kamchatka Flounder,12/31/16,0
BSAI Northern Rockfish,1/2/16,1
BSAI Northern Rockfish,1/9/16,2
BSAI Northern Rockfish,1/16/16,0
BSAI Northern Rockfish,1/23/16,45
BSAI Northern Rockfish,1/30/16,96
BSAI Northern Rockfish,2/6/16,125
BSAI Northern Rockfish,2/13/16,27
BSAI Northern Rockfish,2/20/16,27
BSAI Northern Rockfish,2/27/16,34
BSAI Northern Rockfish,3/5/16,9
BSAI Northern Rockfish,3/12/16,11
BSAI Northern Rockfish,3/19/16,70
BSAI Northern Rockfish,3/26/16,121
BSAI Northern Rockfish,4/2/16,187
BSAI Northern Rockfish,4/9/16,115
BSAI Northern Rockfish,4/16/16,87
BSAI Northern Rockfish,4/23/16,1
BSAI Northern Rockfish,4/30/16,32
BSAI Northern Rockfish,5/7/16,11
BSAI Northern Rockfish,5/14/16,5
BSAI Northern Rockfish,5/21/16,2
BSAI Northern Rockfish,5/28/16,40
BSAI Northern Rockfish,6/4/16,19
BSAI Northern Rockfish,6/11/16,185
BSAI Northern Rockfish,6/18/16,430
BSAI Northern Rockfish,6/25/16,403
BSAI Northern Rockfish,7/2/16,190
BSAI Northern Rockfish,7/9/16,224
BSAI Northern Rockfish,7/16/16,232
BSAI Northern Rockfish,7/23/16,206
BSAI Northern Rockfish,7/30/16,129
BSAI Northern Rockfish,8/6/16,171
BSAI Northern Rockfish,8/13/16,161
BSAI Northern Rockfish,8/20/16,129
BSAI Northern Rockfish,8/27/16,331
BSAI Northern Rockfish,9/3/16,125
BSAI Northern Rockfish,9/10/16,105
BSAI Northern Rockfish,9/17/16,62
BSAI Northern Rockfish,9/24/16,48
BSAI Northern Rockfish,10/1/16,77
BSAI Northern Rockfish,10/8/16,68
BSAI Northern Rockfish,10/15/16,131
