National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

2017 Bering Sea Aleutian Islands Weekly Catch

Through 2017-12-31

Weight in metric tons
Does not include catch of CDQ allocated species.  See Table 1 of the final harvest specifications for CDQ allocated species.
Screened for confidentiality - three or more processors reporting for each row 


ACCOUNT NAME,WEEK END DATE,METRIC TONS
BS Other Rockfish,5/20/17,11
BS Other Rockfish,5/27/17,2
BS Other Rockfish,6/3/17,8
BS Other Rockfish,6/10/17,21
BS Other Rockfish,6/17/17,25
BS Other Rockfish,6/24/17,18
BS Other Rockfish,7/1/17,23
BS Other Rockfish,7/8/17,22
BS Other Rockfish,7/15/17,6
BS Other Rockfish,7/22/17,3
BS Other Rockfish,7/29/17,10
BS Other Rockfish,8/5/17,7
BS Other Rockfish,8/12/17,4
BS Other Rockfish,8/19/17,3
BS Other Rockfish,8/26/17,5
BS Other Rockfish,9/2/17,9
BS Other Rockfish,9/9/17,9
BS Other Rockfish,9/16/17,1
BS Other Rockfish,9/23/17,3
BS Other Rockfish,9/30/17,4
BS Other Rockfish,10/7/17,3
BS Other Rockfish,10/14/17,2
BS Other Rockfish,10/21/17,0
BS Other Rockfish,10/28/17,2
BS Other Rockfish,11/4/17,9
BS Other Rockfish,11/11/17,1
BS Other Rockfish,11/18/17,0
BS Other Rockfish,11/25/17,1
BS Other Rockfish,12/2/17,0
BS Other Rockfish,12/9/17,1
BS Other Rockfish,12/23/17,0
BS POP,1/7/17,0
BS POP,1/14/17,0
BS POP,1/21/17,0
BS POP,1/28/17,0
BS POP,2/11/17,0
BS POP,2/25/17,0
BS POP,3/4/17,0
BS POP,3/11/17,0
BS POP,3/18/17,4
BS POP,3/25/17,179
BS POP,4/1/17,0
BS POP,4/8/17,0
BS POP,4/15/17,0
BS POP,4/22/17,0
BS POP,5/6/17,7
BS POP,5/13/17,67
BS POP,5/20/17,19
BS POP,5/27/17,3
BS POP,6/3/17,21
BS POP,6/10/17,111
BS POP,6/17/17,110
BS POP,6/24/17,23
BS POP,7/1/17,58
BS POP,7/8/17,80
BS POP,7/15/17,264
BS POP,7/22/17,574
BS POP,7/29/17,692
BS POP,8/5/17,402
BS POP,8/12/17,1303
BS POP,8/19/17,516
BS POP,8/26/17,279
BS POP,9/2/17,132
BS POP,9/9/17,34
BS POP,9/16/17,9
BS POP,9/23/17,44
BS POP,9/30/17,9
BS POP,10/7/17,1251
BS POP,10/14/17,711
BS POP,10/21/17,361
BS POP,10/28/17,212
BS POP,11/4/17,816
BS POP,11/11/17,316
BS POP,11/18/17,0
BS Pollock CP,1/21/17,3247
BS Pollock CP,1/28/17,19422
BS Pollock CP,2/4/17,14743
BS Pollock CP,2/11/17,16139
BS Pollock CP,2/18/17,17029
BS Pollock CP,2/25/17,21324
BS Pollock CP,3/4/17,23676
BS Pollock CP,3/11/17,24016
BS Pollock CP,3/18/17,26743
BS Pollock CP,3/25/17,21492
BS Pollock CP,4/1/17,9001
BS Pollock CP,4/8/17,9012
BS Pollock CP,6/17/17,5817
BS Pollock CP,6/24/17,14619
BS Pollock CP,7/1/17,21117
BS Pollock CP,7/8/17,19608
BS Pollock CP,7/15/17,22526
BS Pollock CP,7/22/17,20402
BS Pollock CP,7/29/17,28925
BS Pollock CP,8/5/17,31298
BS Pollock CP,8/12/17,29000
BS Pollock CP,8/19/17,30115
BS Pollock CP,8/26/17,18177
BS Pollock CP,9/2/17,10115
BS Pollock CP,9/9/17,12947
BS Pollock CP,9/16/17,2225
BS Pollock ICA,1/7/17,192
BS Pollock ICA,1/14/17,166
BS Pollock ICA,1/21/17,227
BS Pollock ICA,1/28/17,384
BS Pollock ICA,2/4/17,682
BS Pollock ICA,2/11/17,1026
BS Pollock ICA,2/18/17,911
BS Pollock ICA,2/25/17,1000
BS Pollock ICA,3/4/17,1519
BS Pollock ICA,3/11/17,1311
BS Pollock ICA,3/18/17,1143
BS Pollock ICA,3/25/17,2010
BS Pollock ICA,4/1/17,1195
BS Pollock ICA,4/8/17,1339
BS Pollock ICA,4/15/17,1177
BS Pollock ICA,4/22/17,1572
BS Pollock ICA,4/29/17,1449
BS Pollock ICA,5/6/17,887
BS Pollock ICA,5/13/17,885
BS Pollock ICA,5/20/17,406
BS Pollock ICA,5/27/17,278
BS Pollock ICA,6/3/17,605
BS Pollock ICA,6/10/17,690
BS Pollock ICA,6/17/17,655
BS Pollock ICA,6/24/17,705
BS Pollock ICA,7/1/17,520
BS Pollock ICA,7/8/17,427
BS Pollock ICA,7/15/17,626
BS Pollock ICA,7/22/17,703
BS Pollock ICA,7/29/17,524
BS Pollock ICA,8/5/17,747
BS Pollock ICA,8/12/17,769
BS Pollock ICA,8/19/17,396
BS Pollock ICA,8/26/17,717
BS Pollock ICA,9/2/17,1313
BS Pollock ICA,9/9/17,1351
BS Pollock ICA,9/16/17,1292
BS Pollock ICA,9/23/17,1386
BS Pollock ICA,9/30/17,1154
BS Pollock ICA,10/7/17,811
BS Pollock ICA,10/14/17,903
BS Pollock ICA,10/21/17,1291
BS Pollock ICA,10/28/17,917
BS Pollock ICA,11/4/17,886
BS Pollock ICA,11/11/17,819
BS Pollock ICA,11/18/17,1195
BS Pollock ICA,11/25/17,155
BS Pollock ICA,12/2/17,259
BS Pollock ICA,12/9/17,261
BS Pollock ICA,12/16/17,195
BS Pollock ICA,12/23/17,73
BS Pollock ICA,12/30/17,96
BS Pollock ICA,12/31/17,11
BS Pollock Inshore,1/21/17,3648
BS Pollock Inshore,1/28/17,19166
BS Pollock Inshore,2/4/17,20149
BS Pollock Inshore,2/11/17,20725
BS Pollock Inshore,2/18/17,18996
BS Pollock Inshore,2/25/17,20717
BS Pollock Inshore,3/4/17,24420
BS Pollock Inshore,3/11/17,24417
BS Pollock Inshore,3/18/17,24882
BS Pollock Inshore,3/25/17,26438
BS Pollock Inshore,4/1/17,22217
BS Pollock Inshore,4/8/17,13530
BS Pollock Inshore,4/15/17,3199
BS Pollock Inshore,6/10/17,4726
BS Pollock Inshore,6/17/17,28139
BS Pollock Inshore,6/24/17,27837
BS Pollock Inshore,7/1/17,25992
BS Pollock Inshore,7/8/17,28181
BS Pollock Inshore,7/15/17,26947
BS Pollock Inshore,7/22/17,26094
BS Pollock Inshore,7/29/17,26875
BS Pollock Inshore,8/5/17,28022
BS Pollock Inshore,8/12/17,25363
BS Pollock Inshore,8/19/17,26678
BS Pollock Inshore,8/26/17,22024
BS Pollock Inshore,9/2/17,12873
BS Pollock Inshore,9/9/17,10538
BS Pollock Inshore,9/23/17,5996
BS Sablefish HAL/Pot,1/7/17,1
BS Sablefish HAL/Pot,1/14/17,2
BS Sablefish HAL/Pot,1/21/17,1
BS Sablefish HAL/Pot,1/28/17,1
BS Sablefish HAL/Pot,2/4/17,0
BS Sablefish HAL/Pot,2/25/17,0
BS Sablefish HAL/Pot,3/11/17,0
BS Sablefish HAL/Pot,3/18/17,0
BS Sablefish HAL/Pot,3/25/17,0
BS Sablefish HAL/Pot,4/1/17,0
BS Sablefish HAL/Pot,4/8/17,12
BS Sablefish HAL/Pot,5/13/17,30
BS Sablefish HAL/Pot,5/20/17,39
BS Sablefish HAL/Pot,5/27/17,11
BS Sablefish HAL/Pot,6/10/17,11
BS Sablefish HAL/Pot,6/17/17,15
BS Sablefish HAL/Pot,6/24/17,3
BS Sablefish HAL/Pot,7/1/17,7
BS Sablefish HAL/Pot,7/8/17,6
BS Sablefish HAL/Pot,7/15/17,9
BS Sablefish HAL/Pot,7/22/17,2
BS Sablefish HAL/Pot,7/29/17,2
BS Sablefish HAL/Pot,8/5/17,13
BS Sablefish HAL/Pot,8/12/17,4
BS Sablefish HAL/Pot,8/19/17,1
BS Sablefish HAL/Pot,8/26/17,2
BS Sablefish HAL/Pot,9/2/17,2
BS Sablefish HAL/Pot,9/9/17,2
BS Sablefish HAL/Pot,9/16/17,4
BS Sablefish HAL/Pot,9/23/17,16
BS Sablefish HAL/Pot,9/30/17,48
BS Sablefish HAL/Pot,10/7/17,18
BS Sablefish HAL/Pot,10/14/17,3
BS Sablefish HAL/Pot,10/21/17,2
BS Sablefish HAL/Pot,10/28/17,1
BS Sablefish HAL/Pot,11/4/17,3
BS Sablefish HAL/Pot,11/11/17,6
BS Sablefish HAL/Pot,11/18/17,0
BS Sablefish HAL/Pot,11/25/17,0
BS Sablefish HAL/Pot,12/2/17,0
BS Sablefish HAL/Pot,12/9/17,0
BS Sablefish HAL/Pot,12/16/17,0
BS Sablefish HAL/Pot,12/23/17,0
BS Sablefish HAL/Pot,12/30/17,0
BS Sablefish TRW,1/21/17,1
BS Sablefish TRW,1/28/17,10
BS Sablefish TRW,2/4/17,1
BS Sablefish TRW,2/11/17,17
BS Sablefish TRW,2/18/17,1
BS Sablefish TRW,2/25/17,12
BS Sablefish TRW,3/4/17,7
BS Sablefish TRW,3/11/17,3
BS Sablefish TRW,3/18/17,12
BS Sablefish TRW,3/25/17,0
BS Sablefish TRW,4/1/17,2
BS Sablefish TRW,4/8/17,1
BS Sablefish TRW,4/15/17,0
BS Sablefish TRW,5/6/17,22
BS Sablefish TRW,5/13/17,165
BS Sablefish TRW,5/20/17,85
BS Sablefish TRW,5/27/17,3
BS Sablefish TRW,6/3/17,8
BS Sablefish TRW,6/10/17,41
BS Sablefish TRW,6/17/17,18
BS Sablefish TRW,6/24/17,7
BS Sablefish TRW,7/1/17,78
BS Sablefish TRW,7/8/17,114
BS Sablefish TRW,7/15/17,3
BS Sablefish TRW,7/22/17,5
BS Sablefish TRW,7/29/17,5
BS Sablefish TRW,8/5/17,3
BS Sablefish TRW,8/12/17,2
BS Sablefish TRW,8/19/17,2
BS Sablefish TRW,8/26/17,3
BS Sablefish TRW,9/2/17,3
BS Sablefish TRW,9/9/17,3
BS Sablefish TRW,9/23/17,0
BS Sablefish TRW,10/14/17,4
BS Sablefish TRW,10/21/17,0
BS Sablefish TRW,10/28/17,1
BS Sablefish TRW,11/4/17,1
BSAI Alaska Plaice,1/14/17,0
BSAI Alaska Plaice,1/21/17,8
BSAI Alaska Plaice,1/28/17,103
BSAI Alaska Plaice,2/4/17,231
BSAI Alaska Plaice,2/11/17,217
BSAI Alaska Plaice,2/18/17,78
BSAI Alaska Plaice,2/25/17,170
BSAI Alaska Plaice,3/4/17,392
BSAI Alaska Plaice,3/11/17,833
BSAI Alaska Plaice,3/18/17,982
BSAI Alaska Plaice,3/25/17,1022
BSAI Alaska Plaice,4/1/17,1044
BSAI Alaska Plaice,4/8/17,679
BSAI Alaska Plaice,4/15/17,413
BSAI Alaska Plaice,4/22/17,271
BSAI Alaska Plaice,4/29/17,521
BSAI Alaska Plaice,5/6/17,394
BSAI Alaska Plaice,5/13/17,977
BSAI Alaska Plaice,5/20/17,696
BSAI Alaska Plaice,5/27/17,652
BSAI Alaska Plaice,6/3/17,289
BSAI Alaska Plaice,6/10/17,151
BSAI Alaska Plaice,6/17/17,248
BSAI Alaska Plaice,6/24/17,213
BSAI Alaska Plaice,7/1/17,170
BSAI Alaska Plaice,7/8/17,241
BSAI Alaska Plaice,7/15/17,257
BSAI Alaska Plaice,7/22/17,153
BSAI Alaska Plaice,7/29/17,401
BSAI Alaska Plaice,8/5/17,120
BSAI Alaska Plaice,8/12/17,149
BSAI Alaska Plaice,8/19/17,255
BSAI Alaska Plaice,8/26/17,445
BSAI Alaska Plaice,9/2/17,555
BSAI Alaska Plaice,9/9/17,392
BSAI Alaska Plaice,9/16/17,351
BSAI Alaska Plaice,9/23/17,367
BSAI Alaska Plaice,9/30/17,409
BSAI Alaska Plaice,10/7/17,177
BSAI Alaska Plaice,10/14/17,183
BSAI Alaska Plaice,10/21/17,133
BSAI Alaska Plaice,10/28/17,95
BSAI Alaska Plaice,11/4/17,112
BSAI Alaska Plaice,11/11/17,272
BSAI Alaska Plaice,11/18/17,298
BSAI Alaska Plaice,11/25/17,14
BSAI Alaska Plaice,12/2/17,198
BSAI Alaska Plaice,12/9/17,160
BSAI Arrowtooth Flounder,1/7/17,16
BSAI Arrowtooth Flounder,1/14/17,21
BSAI Arrowtooth Flounder,1/21/17,18
BSAI Arrowtooth Flounder,1/28/17,26
BSAI Arrowtooth Flounder,2/4/17,16
BSAI Arrowtooth Flounder,2/11/17,14
BSAI Arrowtooth Flounder,2/18/17,16
BSAI Arrowtooth Flounder,2/25/17,19
BSAI Arrowtooth Flounder,3/4/17,14
BSAI Arrowtooth Flounder,3/11/17,18
BSAI Arrowtooth Flounder,3/18/17,23
BSAI Arrowtooth Flounder,3/25/17,18
BSAI Arrowtooth Flounder,4/1/17,11
BSAI Arrowtooth Flounder,4/8/17,11
BSAI Arrowtooth Flounder,4/15/17,8
BSAI Arrowtooth Flounder,4/22/17,9
BSAI Arrowtooth Flounder,4/29/17,14
BSAI Arrowtooth Flounder,5/6/17,204
BSAI Arrowtooth Flounder,5/13/17,395
BSAI Arrowtooth Flounder,5/20/17,413
BSAI Arrowtooth Flounder,5/27/17,235
BSAI Arrowtooth Flounder,6/3/17,252
BSAI Arrowtooth Flounder,6/10/17,402
BSAI Arrowtooth Flounder,6/17/17,323
BSAI Arrowtooth Flounder,6/24/17,144
BSAI Arrowtooth Flounder,7/1/17,141
BSAI Arrowtooth Flounder,7/8/17,144
BSAI Arrowtooth Flounder,7/15/17,257
BSAI Arrowtooth Flounder,7/22/17,428
BSAI Arrowtooth Flounder,7/29/17,330
BSAI Arrowtooth Flounder,8/5/17,335
BSAI Arrowtooth Flounder,8/12/17,187
BSAI Arrowtooth Flounder,8/19/17,128
BSAI Arrowtooth Flounder,8/26/17,79
BSAI Arrowtooth Flounder,9/2/17,95
BSAI Arrowtooth Flounder,9/9/17,88
BSAI Arrowtooth Flounder,9/16/17,167
BSAI Arrowtooth Flounder,9/23/17,186
BSAI Arrowtooth Flounder,9/30/17,150
BSAI Arrowtooth Flounder,10/7/17,75
BSAI Arrowtooth Flounder,10/14/17,52
BSAI Arrowtooth Flounder,10/21/17,67
BSAI Arrowtooth Flounder,10/28/17,93
BSAI Arrowtooth Flounder,11/4/17,81
BSAI Arrowtooth Flounder,11/11/17,106
BSAI Arrowtooth Flounder,11/18/17,125
BSAI Arrowtooth Flounder,11/25/17,17
BSAI Arrowtooth Flounder,12/2/17,18
BSAI Arrowtooth Flounder,12/9/17,28
BSAI Arrowtooth Flounder,12/16/17,2
BSAI Arrowtooth Flounder,12/23/17,1
BSAI Arrowtooth Flounder,12/30/17,1
BSAI Flathead Sole,1/7/17,14
BSAI Flathead Sole,1/14/17,16
BSAI Flathead Sole,1/21/17,22
BSAI Flathead Sole,1/28/17,82
BSAI Flathead Sole,2/4/17,108
BSAI Flathead Sole,2/11/17,217
BSAI Flathead Sole,2/18/17,177
BSAI Flathead Sole,2/25/17,235
BSAI Flathead Sole,3/4/17,257
BSAI Flathead Sole,3/11/17,326
BSAI Flathead Sole,3/18/17,189
BSAI Flathead Sole,3/25/17,452
BSAI Flathead Sole,4/1/17,512
BSAI Flathead Sole,4/8/17,174
BSAI Flathead Sole,4/15/17,119
BSAI Flathead Sole,4/22/17,50
BSAI Flathead Sole,4/29/17,49
BSAI Flathead Sole,5/6/17,28
BSAI Flathead Sole,5/13/17,40
BSAI Flathead Sole,5/20/17,58
BSAI Flathead Sole,5/27/17,13
BSAI Flathead Sole,6/3/17,25
BSAI Flathead Sole,6/10/17,129
BSAI Flathead Sole,6/17/17,527
BSAI Flathead Sole,6/24/17,564
BSAI Flathead Sole,7/1/17,349
BSAI Flathead Sole,7/8/17,294
BSAI Flathead Sole,7/15/17,624
BSAI Flathead Sole,7/22/17,542
BSAI Flathead Sole,7/29/17,263
BSAI Flathead Sole,8/5/17,324
BSAI Flathead Sole,8/12/17,248
BSAI Flathead Sole,8/19/17,136
BSAI Flathead Sole,8/26/17,188
BSAI Flathead Sole,9/2/17,181
BSAI Flathead Sole,9/9/17,100
BSAI Flathead Sole,9/16/17,96
BSAI Flathead Sole,9/23/17,65
BSAI Flathead Sole,9/30/17,142
BSAI Flathead Sole,10/7/17,68
BSAI Flathead Sole,10/14/17,65
BSAI Flathead Sole,10/21/17,54
BSAI Flathead Sole,10/28/17,83
BSAI Flathead Sole,11/4/17,66
BSAI Flathead Sole,11/11/17,53
BSAI Flathead Sole,11/18/17,165
BSAI Flathead Sole,11/25/17,18
BSAI Flathead Sole,12/2/17,8
BSAI Flathead Sole,12/9/17,7
BSAI Flathead Sole,12/16/17,4
BSAI Flathead Sole,12/23/17,1
BSAI Flathead Sole,12/30/17,1
BSAI Flathead Sole,12/31/17,0
BSAI Kamchatka Flounder,1/7/17,1
BSAI Kamchatka Flounder,1/14/17,1
BSAI Kamchatka Flounder,1/21/17,1
BSAI Kamchatka Flounder,1/28/17,3
BSAI Kamchatka Flounder,2/4/17,2
BSAI Kamchatka Flounder,2/11/17,2
BSAI Kamchatka Flounder,2/18/17,4
BSAI Kamchatka Flounder,2/25/17,2
BSAI Kamchatka Flounder,3/4/17,2
BSAI Kamchatka Flounder,3/11/17,5
BSAI Kamchatka Flounder,3/18/17,4
BSAI Kamchatka Flounder,3/25/17,5
BSAI Kamchatka Flounder,4/1/17,3
BSAI Kamchatka Flounder,4/8/17,5
BSAI Kamchatka Flounder,4/15/17,2
BSAI Kamchatka Flounder,4/22/17,2
BSAI Kamchatka Flounder,4/29/17,8
BSAI Kamchatka Flounder,5/6/17,161
BSAI Kamchatka Flounder,5/13/17,138
BSAI Kamchatka Flounder,5/20/17,134
BSAI Kamchatka Flounder,5/27/17,250
BSAI Kamchatka Flounder,6/3/17,147
BSAI Kamchatka Flounder,6/10/17,169
BSAI Kamchatka Flounder,6/17/17,87
BSAI Kamchatka Flounder,6/24/17,67
BSAI Kamchatka Flounder,7/1/17,111
BSAI Kamchatka Flounder,7/8/17,158
BSAI Kamchatka Flounder,7/15/17,424
BSAI Kamchatka Flounder,7/22/17,801
BSAI Kamchatka Flounder,7/29/17,836
BSAI Kamchatka Flounder,8/5/17,289
BSAI Kamchatka Flounder,8/12/17,82
BSAI Kamchatka Flounder,8/19/17,31
BSAI Kamchatka Flounder,8/26/17,22
BSAI Kamchatka Flounder,9/2/17,135
BSAI Kamchatka Flounder,9/9/17,23
BSAI Kamchatka Flounder,9/16/17,18
BSAI Kamchatka Flounder,9/23/17,36
BSAI Kamchatka Flounder,9/30/17,71
BSAI Kamchatka Flounder,10/7/17,17
BSAI Kamchatka Flounder,10/14/17,15
BSAI Kamchatka Flounder,10/21/17,14
BSAI Kamchatka Flounder,10/28/17,12
BSAI Kamchatka Flounder,11/4/17,165
BSAI Kamchatka Flounder,11/11/17,16
BSAI Kamchatka Flounder,11/18/17,10
BSAI Kamchatka Flounder,11/25/17,1
BSAI Kamchatka Flounder,12/2/17,2
BSAI Kamchatka Flounder,12/9/17,6
BSAI Kamchatka Flounder,12/16/17,0
BSAI Kamchatka Flounder,12/23/17,0
BSAI Kamchatka Flounder,12/30/17,1
BSAI Kamchatka Flounder,12/31/17,0
BSAI Northern Rockfish,1/7/17,0
BSAI Northern Rockfish,1/14/17,1
BSAI Northern Rockfish,1/21/17,1
BSAI Northern Rockfish,1/28/17,9
BSAI Northern Rockfish,2/4/17,31
BSAI Northern Rockfish,2/11/17,43
BSAI Northern Rockfish,2/18/17,12
BSAI Northern Rockfish,2/25/17,14
BSAI Northern Rockfish,3/4/17,53
BSAI Northern Rockfish,3/11/17,75
BSAI Northern Rockfish,3/18/17,100
BSAI Northern Rockfish,3/25/17,50
BSAI Northern Rockfish,4/1/17,76
BSAI Northern Rockfish,4/8/17,130
BSAI Northern Rockfish,4/15/17,72
BSAI Northern Rockfish,4/22/17,28
BSAI Northern Rockfish,4/29/17,9
BSAI Northern Rockfish,5/6/17,16
BSAI Northern Rockfish,5/13/17,56
BSAI Northern Rockfish,5/20/17,37
BSAI Northern Rockfish,6/10/17,15
BSAI Northern Rockfish,6/17/17,147
BSAI Northern Rockfish,6/24/17,305
BSAI Northern Rockfish,7/1/17,130
BSAI Northern Rockfish,7/8/17,167
BSAI Northern Rockfish,7/15/17,203
BSAI Northern Rockfish,7/22/17,339
BSAI Northern Rockfish,7/29/17,312
BSAI Northern Rockfish,8/5/17,396
BSAI Northern Rockfish,8/12/17,382
BSAI Northern Rockfish,8/19/17,276
BSAI Northern Rockfish,8/26/17,315
BSAI Northern Rockfish,9/2/17,197
BSAI Northern Rockfish,9/9/17,91
BSAI Northern Rockfish,9/16/17,109
BSAI Northern Rockfish,9/23/17,102
BSAI Northern Rockfish,9/30/17,74
BSAI Northern Rockfish,10/7/17,35
BSAI Northern Rockfish,10/14/17,30
BSAI Northern Rockfish,10/21/17,15
BSAI Northern Rockfish,10/28/17,34
BSAI Northern Rockfish,11/4/17,65
BSAI Northern Rockfish,11/11/17,17
