National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

2018 Bering Sea Aleutian Islands Weekly Catch

Through 2018-12-31

Weight in metric tons
Does not include catch of CDQ allocated species.  See Table 1 of the final harvest specifications for CDQ allocated species.
Screened for confidentiality - three or more processors reporting for each row 


ACCOUNT NAME,WEEK END DATE,METRIC TONS
AI Greenland Turbot,4/21/18,0
AI Greenland Turbot,5/5/18,0
AI Greenland Turbot,6/16/18,65
AI Greenland Turbot,6/23/18,34
AI Greenland Turbot,7/7/18,1
AI Greenland Turbot,7/28/18,1
AI Greenland Turbot,8/4/18,2
AI Greenland Turbot,8/11/18,4
AI Greenland Turbot,8/18/18,1
AI Greenland Turbot,9/1/18,2
AI Greenland Turbot,9/8/18,19
AI Greenland Turbot,9/22/18,1
AI Greenland Turbot,10/6/18,1
AI Greenland Turbot,10/13/18,1
AI Greenland Turbot,10/20/18,0
AI Other Rockfish,2/17/18,6
AI Other Rockfish,2/24/18,9
AI Other Rockfish,3/3/18,20
AI Other Rockfish,3/10/18,18
AI Other Rockfish,3/17/18,10
AI Other Rockfish,3/24/18,16
AI Other Rockfish,3/31/18,24
AI Other Rockfish,4/7/18,10
AI Other Rockfish,4/14/18,4
AI Other Rockfish,4/21/18,11
AI Other Rockfish,4/28/18,13
AI Other Rockfish,5/5/18,3
AI Other Rockfish,5/12/18,1
AI Other Rockfish,5/19/18,2
AI Other Rockfish,5/26/18,0
AI Other Rockfish,6/16/18,1
AI Other Rockfish,6/23/18,14
AI Other Rockfish,6/30/18,36
AI Other Rockfish,7/7/18,46
AI Other Rockfish,7/14/18,22
AI Other Rockfish,7/21/18,41
AI Other Rockfish,7/28/18,23
AI Other Rockfish,8/4/18,36
AI Other Rockfish,8/11/18,36
AI Other Rockfish,8/18/18,37
AI Other Rockfish,8/25/18,74
AI Other Rockfish,9/1/18,74
AI Other Rockfish,9/8/18,30
AI Other Rockfish,9/15/18,23
AI Other Rockfish,9/22/18,3
AI Other Rockfish,9/29/18,13
AI Other Rockfish,10/6/18,3
AI Other Rockfish,10/13/18,19
AI Other Rockfish,10/20/18,26
AI Other Rockfish,10/27/18,29
AI Other Rockfish,11/3/18,7
AI Other Rockfish,11/10/18,25
AI Pollock ICA,2/3/18,1
AI Pollock ICA,2/10/18,0
AI Pollock ICA,2/17/18,13
AI Pollock ICA,2/24/18,2
AI Pollock ICA,3/3/18,1
AI Pollock ICA,3/10/18,1
AI Pollock ICA,3/17/18,3
AI Pollock ICA,3/24/18,17
AI Pollock ICA,3/31/18,7
AI Pollock ICA,4/7/18,1
AI Pollock ICA,6/16/18,52
AI Pollock ICA,6/23/18,200
AI Pollock ICA,6/30/18,15
AI Pollock ICA,7/7/18,137
AI Pollock ICA,7/14/18,146
AI Pollock ICA,7/21/18,96
AI Pollock ICA,7/28/18,85
AI Pollock ICA,8/4/18,100
AI Pollock ICA,8/11/18,245
AI Pollock ICA,8/18/18,176
AI Pollock ICA,8/25/18,36
AI Pollock ICA,9/1/18,29
AI Pollock ICA,9/8/18,74
AI Pollock ICA,9/15/18,25
AI Pollock ICA,9/22/18,4
AI Pollock ICA,9/29/18,10
AI Pollock ICA,10/6/18,1
AI Pollock ICA,10/13/18,6
AI Pollock ICA,10/20/18,5
AI Pollock ICA,10/27/18,3
AI Pollock ICA,11/3/18,3
AI Pollock ICA,11/10/18,2
AI Sablefish HAL/Pot,4/21/18,3
AI Sablefish HAL/Pot,5/5/18,17
AI Sablefish HAL/Pot,5/12/18,36
AI Sablefish HAL/Pot,5/19/18,5
AI Sablefish HAL/Pot,5/26/18,3
AI Sablefish HAL/Pot,9/1/18,12
AI Sablefish HAL/Pot,9/15/18,16
AI Sablefish HAL/Pot,10/13/18,19
AI Sablefish HAL/Pot,10/20/18,27
AI Sablefish TRW,3/31/18,0
AI Sablefish TRW,6/16/18,6
AI Sablefish TRW,6/23/18,10
AI Sablefish TRW,7/14/18,70
AI Sablefish TRW,7/21/18,3
AI Sablefish TRW,7/28/18,10
AI Sablefish TRW,8/4/18,5
AI Sablefish TRW,8/11/18,8
AI Sablefish TRW,8/18/18,4
AI Sablefish TRW,8/25/18,2
AI Sablefish TRW,9/8/18,19
AI Sablefish TRW,10/13/18,2
AI Sablefish TRW,10/20/18,1
AI Sablefish TRW,10/27/18,2
AI Sablefish TRW,11/10/18,2
BS Greenland Turbot,1/6/18,1
BS Greenland Turbot,1/13/18,1
BS Greenland Turbot,1/20/18,1
BS Greenland Turbot,1/27/18,1
BS Greenland Turbot,2/3/18,1
BS Greenland Turbot,2/10/18,2
BS Greenland Turbot,2/17/18,0
BS Greenland Turbot,2/24/18,0
BS Greenland Turbot,3/3/18,1
BS Greenland Turbot,3/10/18,0
BS Greenland Turbot,3/17/18,0
BS Greenland Turbot,3/24/18,1
BS Greenland Turbot,3/31/18,1
BS Greenland Turbot,4/7/18,7
BS Greenland Turbot,4/14/18,0
BS Greenland Turbot,4/21/18,0
BS Greenland Turbot,5/5/18,49
BS Greenland Turbot,5/12/18,24
BS Greenland Turbot,5/19/18,18
BS Greenland Turbot,5/26/18,2
BS Greenland Turbot,6/2/18,65
BS Greenland Turbot,6/9/18,69
BS Greenland Turbot,6/16/18,16
BS Greenland Turbot,6/23/18,6
BS Greenland Turbot,6/30/18,11
BS Greenland Turbot,7/7/18,105
BS Greenland Turbot,7/14/18,159
BS Greenland Turbot,7/21/18,157
BS Greenland Turbot,7/28/18,397
BS Greenland Turbot,8/4/18,127
BS Greenland Turbot,8/11/18,196
BS Greenland Turbot,8/18/18,106
BS Greenland Turbot,8/25/18,72
BS Greenland Turbot,9/1/18,5
BS Greenland Turbot,9/8/18,5
BS Greenland Turbot,9/15/18,7
BS Greenland Turbot,9/22/18,4
BS Greenland Turbot,9/29/18,3
BS Greenland Turbot,10/6/18,2
BS Greenland Turbot,10/13/18,2
BS Greenland Turbot,10/20/18,1
BS Greenland Turbot,10/27/18,1
BS Greenland Turbot,11/3/18,1
BS Greenland Turbot,11/10/18,1
BS Greenland Turbot,11/17/18,1
BS Greenland Turbot,11/24/18,0
BS Greenland Turbot,12/1/18,1
BS Greenland Turbot,12/8/18,1
BS Greenland Turbot,12/15/18,2
BS Greenland Turbot,12/22/18,1
BS Greenland Turbot,12/29/18,0
BS Greenland Turbot,12/31/18,0
BS Other Rockfish,1/6/18,0
BS Other Rockfish,1/13/18,0
BS Other Rockfish,1/20/18,0
BS Other Rockfish,1/27/18,0
BS Other Rockfish,2/3/18,0
BS Other Rockfish,2/10/18,1
BS Other Rockfish,2/17/18,0
BS Other Rockfish,2/24/18,1
BS Other Rockfish,3/3/18,0
BS Other Rockfish,3/10/18,0
BS Other Rockfish,3/17/18,1
BS Other Rockfish,3/24/18,1
BS Other Rockfish,3/31/18,3
BS Other Rockfish,4/7/18,21
BS Other Rockfish,4/14/18,1
BS Other Rockfish,4/21/18,1
BS Other Rockfish,4/28/18,0
BS Other Rockfish,5/5/18,1
BS Other Rockfish,5/12/18,0
BS Other Rockfish,5/19/18,1
BS Other Rockfish,5/26/18,1
BS Other Rockfish,6/2/18,1
BS Other Rockfish,6/9/18,12
BS Other Rockfish,6/16/18,5
BS Other Rockfish,6/23/18,3
BS Other Rockfish,6/30/18,2
BS Other Rockfish,7/7/18,4
BS Other Rockfish,7/14/18,3
BS Other Rockfish,7/21/18,7
BS Other Rockfish,7/28/18,20
BS Other Rockfish,8/4/18,21
BS Other Rockfish,8/11/18,10
BS Other Rockfish,8/18/18,11
BS Other Rockfish,8/25/18,6
BS Other Rockfish,9/1/18,2
BS Other Rockfish,9/8/18,4
BS Other Rockfish,9/15/18,7
BS Other Rockfish,9/22/18,3
BS Other Rockfish,9/29/18,3
BS Other Rockfish,10/6/18,7
BS Other Rockfish,10/13/18,6
BS Other Rockfish,10/20/18,8
BS Other Rockfish,10/27/18,4
BS Other Rockfish,11/3/18,16
BS Other Rockfish,11/10/18,10
BS Other Rockfish,11/24/18,0
BS Other Rockfish,12/8/18,0
BS Other Rockfish,12/15/18,0
BS Other Rockfish,12/22/18,0
BS POP,1/6/18,0
BS POP,1/13/18,0
BS POP,1/20/18,0
BS POP,1/27/18,0
BS POP,2/3/18,0
BS POP,2/10/18,0
BS POP,2/17/18,0
BS POP,2/24/18,0
BS POP,3/3/18,11
BS POP,3/17/18,4
BS POP,3/24/18,6
BS POP,3/31/18,0
BS POP,4/7/18,15
BS POP,4/14/18,0
BS POP,5/12/18,1
BS POP,5/19/18,18
BS POP,5/26/18,13
BS POP,6/2/18,26
BS POP,6/9/18,30
BS POP,6/16/18,249
BS POP,6/23/18,180
BS POP,6/30/18,145
BS POP,7/7/18,614
BS POP,7/14/18,169
BS POP,7/21/18,232
BS POP,7/28/18,387
BS POP,8/4/18,251
BS POP,8/11/18,259
BS POP,8/18/18,248
BS POP,8/25/18,251
BS POP,9/1/18,492
BS POP,9/8/18,25
BS POP,9/15/18,165
BS POP,9/22/18,203
BS POP,9/29/18,136
BS POP,10/6/18,1795
BS POP,10/13/18,2101
BS POP,10/20/18,710
BS POP,11/3/18,175
BS POP,11/10/18,345
BS POP,11/24/18,5
BS POP,12/1/18,0
BS Pollock CP,1/20/18,1377
BS Pollock CP,1/27/18,22180
BS Pollock CP,2/3/18,19446
BS Pollock CP,2/10/18,22243
BS Pollock CP,2/17/18,22127
BS Pollock CP,2/24/18,24215
BS Pollock CP,3/3/18,19919
BS Pollock CP,3/10/18,21183
BS Pollock CP,3/17/18,20321
BS Pollock CP,3/24/18,21033
BS Pollock CP,3/31/18,12757
BS Pollock CP,4/7/18,5406
BS Pollock CP,4/14/18,1605
BS Pollock CP,6/16/18,6419
BS Pollock CP,6/23/18,7248
BS Pollock CP,6/30/18,13634
BS Pollock CP,7/7/18,17684
BS Pollock CP,7/14/18,23537
BS Pollock CP,7/21/18,24096
BS Pollock CP,7/28/18,29651
BS Pollock CP,8/4/18,23904
BS Pollock CP,8/11/18,32762
BS Pollock CP,8/18/18,22457
BS Pollock CP,8/25/18,20885
BS Pollock CP,9/1/18,13251
BS Pollock CP,9/8/18,10380
BS Pollock CP,9/15/18,7491
BS Pollock CP,9/22/18,3627
BS Pollock CP,9/29/18,5806
BS Pollock ICA,1/6/18,110
BS Pollock ICA,1/13/18,266
BS Pollock ICA,1/20/18,308
BS Pollock ICA,1/27/18,1222
BS Pollock ICA,2/3/18,1915
BS Pollock ICA,2/10/18,1181
BS Pollock ICA,2/17/18,1275
BS Pollock ICA,2/24/18,1199
BS Pollock ICA,3/3/18,1475
BS Pollock ICA,3/10/18,998
BS Pollock ICA,3/17/18,889
BS Pollock ICA,3/24/18,625
BS Pollock ICA,3/31/18,782
BS Pollock ICA,4/7/18,1244
BS Pollock ICA,4/14/18,1922
BS Pollock ICA,4/21/18,1221
BS Pollock ICA,4/28/18,676
BS Pollock ICA,5/5/18,598
BS Pollock ICA,5/12/18,1116
BS Pollock ICA,5/19/18,993
BS Pollock ICA,5/26/18,921
BS Pollock ICA,6/2/18,505
BS Pollock ICA,6/9/18,640
BS Pollock ICA,6/16/18,851
BS Pollock ICA,6/23/18,548
BS Pollock ICA,6/30/18,631
BS Pollock ICA,7/7/18,439
BS Pollock ICA,7/14/18,325
BS Pollock ICA,7/21/18,643
BS Pollock ICA,7/28/18,478
BS Pollock ICA,8/4/18,703
BS Pollock ICA,8/11/18,1118
BS Pollock ICA,8/18/18,968
BS Pollock ICA,8/25/18,1388
BS Pollock ICA,9/1/18,924
BS Pollock ICA,9/8/18,962
BS Pollock ICA,9/15/18,1851
BS Pollock ICA,9/22/18,2318
BS Pollock ICA,9/29/18,2061
BS Pollock ICA,10/6/18,1350
BS Pollock ICA,10/13/18,1750
BS Pollock ICA,10/20/18,1345
BS Pollock ICA,10/27/18,696
BS Pollock ICA,11/3/18,736
BS Pollock ICA,11/10/18,386
BS Pollock ICA,11/17/18,707
BS Pollock ICA,11/24/18,593
BS Pollock ICA,12/1/18,275
BS Pollock ICA,12/8/18,243
BS Pollock ICA,12/15/18,228
BS Pollock ICA,12/22/18,86
BS Pollock ICA,12/29/18,46
BS Pollock ICA,12/31/18,11
BS Pollock Inshore,1/20/18,2855
