National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

2018 Bering Sea Aleutian Islands Weekly Catch

Through 2018-12-31

Weight in metric tons
Does not include catch of CDQ allocated species.  See Table 1 of the final harvest specifications for CDQ allocated species.
Screened for confidentiality - three or more processors reporting for each row 


ACCOUNT NAME,WEEK END DATE,METRIC TONS
BS Pollock Inshore,1/27/18,13161
BS Pollock Inshore,2/3/18,19215
BS Pollock Inshore,2/10/18,23952
BS Pollock Inshore,2/17/18,22183
BS Pollock Inshore,2/24/18,25182
BS Pollock Inshore,3/3/18,21257
BS Pollock Inshore,3/10/18,17134
BS Pollock Inshore,3/17/18,27197
BS Pollock Inshore,3/24/18,25097
BS Pollock Inshore,3/31/18,25457
BS Pollock Inshore,4/7/18,16273
BS Pollock Inshore,4/14/18,13905
BS Pollock Inshore,6/9/18,2599
BS Pollock Inshore,6/16/18,16661
BS Pollock Inshore,6/23/18,24676
BS Pollock Inshore,6/30/18,26233
BS Pollock Inshore,7/7/18,23062
BS Pollock Inshore,7/14/18,24368
BS Pollock Inshore,7/21/18,27857
BS Pollock Inshore,7/28/18,27962
BS Pollock Inshore,8/4/18,28142
BS Pollock Inshore,8/11/18,24182
BS Pollock Inshore,8/18/18,23018
BS Pollock Inshore,8/25/18,26186
BS Pollock Inshore,9/1/18,17593
BS Pollock Inshore,9/8/18,16733
BS Pollock Inshore,9/15/18,16702
BS Pollock Inshore,9/22/18,13162
BS Pollock Inshore,9/29/18,3850
BS Pollock Mothership,1/27/18,1470
BS Pollock Mothership,2/3/18,5661
BS Pollock Mothership,2/10/18,7203
BS Pollock Mothership,2/17/18,6706
BS Pollock Mothership,2/24/18,2904
BS Pollock Mothership,3/3/18,5361
BS Pollock Mothership,3/10/18,5499
BS Pollock Mothership,3/17/18,6503
BS Pollock Mothership,3/24/18,6286
BS Pollock Mothership,7/14/18,4247
BS Pollock Mothership,7/21/18,6352
BS Pollock Mothership,7/28/18,8970
BS Pollock Mothership,8/4/18,6169
BS Pollock Mothership,8/11/18,7560
BS Pollock Mothership,8/18/18,4793
BS Pollock Mothership,8/25/18,5870
BS Sablefish HAL/Pot,1/6/18,0
BS Sablefish HAL/Pot,3/24/18,12
BS Sablefish HAL/Pot,3/31/18,4
BS Sablefish HAL/Pot,4/7/18,7
BS Sablefish HAL/Pot,4/14/18,7
BS Sablefish HAL/Pot,4/21/18,1
BS Sablefish HAL/Pot,4/28/18,25
BS Sablefish HAL/Pot,5/5/18,15
BS Sablefish HAL/Pot,5/12/18,13
BS Sablefish HAL/Pot,5/19/18,48
BS Sablefish HAL/Pot,5/26/18,60
BS Sablefish HAL/Pot,6/2/18,32
BS Sablefish HAL/Pot,6/9/18,13
BS Sablefish HAL/Pot,6/16/18,5
BS Sablefish HAL/Pot,6/23/18,0
BS Sablefish HAL/Pot,6/30/18,1
BS Sablefish HAL/Pot,7/7/18,4
BS Sablefish HAL/Pot,7/14/18,5
BS Sablefish HAL/Pot,7/21/18,3
BS Sablefish HAL/Pot,7/28/18,1
BS Sablefish HAL/Pot,8/4/18,8
BS Sablefish HAL/Pot,8/11/18,10
BS Sablefish HAL/Pot,8/18/18,12
BS Sablefish HAL/Pot,8/25/18,5
BS Sablefish HAL/Pot,9/1/18,9
BS Sablefish HAL/Pot,9/8/18,15
BS Sablefish HAL/Pot,9/15/18,8
BS Sablefish HAL/Pot,9/22/18,7
BS Sablefish HAL/Pot,9/29/18,5
BS Sablefish HAL/Pot,10/6/18,11
BS Sablefish HAL/Pot,10/13/18,26
BS Sablefish HAL/Pot,10/20/18,3
BS Sablefish HAL/Pot,10/27/18,2
BS Sablefish HAL/Pot,11/3/18,2
BS Sablefish HAL/Pot,11/10/18,0
BS Sablefish HAL/Pot,11/17/18,4
BS Sablefish HAL/Pot,11/24/18,1
BS Sablefish HAL/Pot,12/1/18,0
BS Sablefish HAL/Pot,12/8/18,1
BS Sablefish HAL/Pot,12/15/18,2
BS Sablefish HAL/Pot,12/22/18,2
BS Sablefish TRW,1/27/18,0
BS Sablefish TRW,2/3/18,0
BS Sablefish TRW,2/10/18,0
BS Sablefish TRW,2/24/18,17
BS Sablefish TRW,3/3/18,1
BS Sablefish TRW,3/31/18,154
BS Sablefish TRW,4/7/18,259
BS Sablefish TRW,5/12/18,1
BS Sablefish TRW,6/2/18,3
BS Sablefish TRW,6/9/18,16
BS Sablefish TRW,6/16/18,54
BS Sablefish TRW,6/23/18,46
BS Sablefish TRW,6/30/18,47
BS Sablefish TRW,7/7/18,40
BS Sablefish TRW,7/14/18,41
BS Sablefish TRW,7/21/18,40
BS Sablefish TRW,7/28/18,62
BS Sablefish TRW,8/4/18,93
BS Sablefish TRW,8/11/18,35
BS Sablefish TRW,8/18/18,23
BS Sablefish TRW,8/25/18,16
BS Sablefish TRW,9/1/18,2
BS Sablefish TRW,9/8/18,3
BS Sablefish TRW,9/15/18,3
BS Sablefish TRW,9/22/18,3
BS Sablefish TRW,9/29/18,2
BS Sablefish TRW,10/6/18,9
BS Sablefish TRW,10/13/18,5
BS Sablefish TRW,10/20/18,3
BS Sablefish TRW,11/10/18,1
BSAI Alaska Plaice,1/6/18,0
BSAI Alaska Plaice,1/13/18,0
BSAI Alaska Plaice,1/20/18,4
BSAI Alaska Plaice,1/27/18,360
BSAI Alaska Plaice,2/3/18,661
BSAI Alaska Plaice,2/10/18,267
BSAI Alaska Plaice,2/17/18,265
BSAI Alaska Plaice,2/24/18,215
BSAI Alaska Plaice,3/3/18,609
BSAI Alaska Plaice,3/10/18,522
BSAI Alaska Plaice,3/17/18,759
BSAI Alaska Plaice,3/24/18,609
BSAI Alaska Plaice,3/31/18,651
BSAI Alaska Plaice,4/7/18,320
BSAI Alaska Plaice,4/14/18,756
BSAI Alaska Plaice,4/21/18,785
BSAI Alaska Plaice,4/28/18,1636
BSAI Alaska Plaice,5/5/18,1632
BSAI Alaska Plaice,5/12/18,1348
BSAI Alaska Plaice,5/19/18,1671
BSAI Alaska Plaice,5/26/18,1348
BSAI Alaska Plaice,6/2/18,2041
BSAI Alaska Plaice,6/9/18,1361
BSAI Alaska Plaice,6/16/18,772
BSAI Alaska Plaice,6/23/18,688
BSAI Alaska Plaice,6/30/18,432
BSAI Alaska Plaice,7/7/18,207
BSAI Alaska Plaice,7/14/18,200
BSAI Alaska Plaice,7/21/18,131
BSAI Alaska Plaice,7/28/18,95
BSAI Alaska Plaice,8/4/18,329
BSAI Alaska Plaice,8/11/18,161
BSAI Alaska Plaice,8/18/18,172
BSAI Alaska Plaice,8/25/18,194
BSAI Alaska Plaice,9/1/18,178
BSAI Alaska Plaice,9/8/18,70
BSAI Alaska Plaice,9/15/18,85
BSAI Alaska Plaice,9/22/18,153
BSAI Alaska Plaice,9/29/18,322
BSAI Alaska Plaice,10/6/18,265
BSAI Alaska Plaice,10/13/18,230
BSAI Alaska Plaice,10/20/18,230
BSAI Alaska Plaice,10/27/18,209
BSAI Alaska Plaice,11/3/18,84
BSAI Alaska Plaice,11/10/18,78
BSAI Alaska Plaice,11/17/18,110
BSAI Alaska Plaice,11/24/18,65
BSAI Alaska Plaice,12/1/18,50
BSAI Arrowtooth Flounder,1/6/18,1
BSAI Arrowtooth Flounder,1/13/18,3
BSAI Arrowtooth Flounder,1/20/18,8
BSAI Arrowtooth Flounder,1/27/18,58
BSAI Arrowtooth Flounder,2/3/18,51
BSAI Arrowtooth Flounder,2/10/18,50
BSAI Arrowtooth Flounder,2/17/18,33
BSAI Arrowtooth Flounder,2/24/18,14
BSAI Arrowtooth Flounder,3/3/18,45
BSAI Arrowtooth Flounder,3/10/18,13
BSAI Arrowtooth Flounder,3/17/18,18
BSAI Arrowtooth Flounder,3/24/18,45
BSAI Arrowtooth Flounder,3/31/18,152
BSAI Arrowtooth Flounder,4/7/18,143
BSAI Arrowtooth Flounder,4/14/18,43
BSAI Arrowtooth Flounder,4/21/18,5
BSAI Arrowtooth Flounder,4/28/18,6
BSAI Arrowtooth Flounder,5/5/18,179
BSAI Arrowtooth Flounder,5/12/18,135
BSAI Arrowtooth Flounder,5/19/18,37
BSAI Arrowtooth Flounder,5/26/18,25
BSAI Arrowtooth Flounder,6/2/18,95
BSAI Arrowtooth Flounder,6/9/18,106
BSAI Arrowtooth Flounder,6/16/18,289
BSAI Arrowtooth Flounder,6/23/18,560
BSAI Arrowtooth Flounder,6/30/18,228
BSAI Arrowtooth Flounder,7/7/18,153
BSAI Arrowtooth Flounder,7/14/18,135
BSAI Arrowtooth Flounder,7/21/18,180
BSAI Arrowtooth Flounder,7/28/18,111
BSAI Arrowtooth Flounder,8/4/18,115
BSAI Arrowtooth Flounder,8/11/18,218
BSAI Arrowtooth Flounder,8/18/18,293
BSAI Arrowtooth Flounder,8/25/18,272
BSAI Arrowtooth Flounder,9/1/18,256
BSAI Arrowtooth Flounder,9/8/18,154
BSAI Arrowtooth Flounder,9/15/18,211
BSAI Arrowtooth Flounder,9/22/18,206
BSAI Arrowtooth Flounder,9/29/18,358
BSAI Arrowtooth Flounder,10/6/18,238
BSAI Arrowtooth Flounder,10/13/18,221
BSAI Arrowtooth Flounder,10/20/18,139
BSAI Arrowtooth Flounder,10/27/18,80
BSAI Arrowtooth Flounder,11/3/18,88
BSAI Arrowtooth Flounder,11/10/18,76
BSAI Arrowtooth Flounder,11/17/18,127
BSAI Arrowtooth Flounder,11/24/18,101
BSAI Arrowtooth Flounder,12/1/18,33
BSAI Arrowtooth Flounder,12/8/18,53
BSAI Arrowtooth Flounder,12/15/18,23
BSAI Arrowtooth Flounder,12/22/18,1
BSAI Arrowtooth Flounder,12/29/18,0
BSAI Arrowtooth Flounder,12/31/18,0
BSAI Flathead Sole,1/6/18,3
BSAI Flathead Sole,1/13/18,12
BSAI Flathead Sole,1/20/18,13
BSAI Flathead Sole,1/27/18,264
BSAI Flathead Sole,2/3/18,203
BSAI Flathead Sole,2/10/18,137
BSAI Flathead Sole,2/17/18,126
BSAI Flathead Sole,2/24/18,89
BSAI Flathead Sole,3/3/18,135
BSAI Flathead Sole,3/10/18,166
BSAI Flathead Sole,3/17/18,123
BSAI Flathead Sole,3/24/18,512
BSAI Flathead Sole,3/31/18,1191
BSAI Flathead Sole,4/7/18,401
BSAI Flathead Sole,4/14/18,261
BSAI Flathead Sole,4/21/18,16
BSAI Flathead Sole,4/28/18,15
BSAI Flathead Sole,5/5/18,14
BSAI Flathead Sole,5/12/18,25
BSAI Flathead Sole,5/19/18,51
BSAI Flathead Sole,5/26/18,70
BSAI Flathead Sole,6/2/18,94
BSAI Flathead Sole,6/9/18,31
BSAI Flathead Sole,6/16/18,91
BSAI Flathead Sole,6/23/18,297
BSAI Flathead Sole,6/30/18,425
BSAI Flathead Sole,7/7/18,432
BSAI Flathead Sole,7/14/18,182
BSAI Flathead Sole,7/21/18,196
BSAI Flathead Sole,7/28/18,162
BSAI Flathead Sole,8/4/18,142
BSAI Flathead Sole,8/11/18,215
BSAI Flathead Sole,8/18/18,369
BSAI Flathead Sole,8/25/18,450
BSAI Flathead Sole,9/1/18,463
BSAI Flathead Sole,9/8/18,207
BSAI Flathead Sole,9/15/18,895
BSAI Flathead Sole,9/22/18,349
BSAI Flathead Sole,9/29/18,426
BSAI Flathead Sole,10/6/18,153
BSAI Flathead Sole,10/13/18,99
BSAI Flathead Sole,10/20/18,54
BSAI Flathead Sole,10/27/18,39
BSAI Flathead Sole,11/3/18,43
BSAI Flathead Sole,11/10/18,31
BSAI Flathead Sole,11/17/18,156
BSAI Flathead Sole,11/24/18,77
BSAI Flathead Sole,12/1/18,38
BSAI Flathead Sole,12/8/18,40
BSAI Flathead Sole,12/15/18,17
BSAI Flathead Sole,12/22/18,4
BSAI Flathead Sole,12/29/18,1
BSAI Kamchatka Flounder,1/6/18,0
BSAI Kamchatka Flounder,1/13/18,0
BSAI Kamchatka Flounder,1/20/18,1
BSAI Kamchatka Flounder,1/27/18,3
BSAI Kamchatka Flounder,2/3/18,5
BSAI Kamchatka Flounder,2/10/18,4
BSAI Kamchatka Flounder,2/17/18,4
BSAI Kamchatka Flounder,2/24/18,3
BSAI Kamchatka Flounder,3/3/18,3
BSAI Kamchatka Flounder,3/10/18,5
BSAI Kamchatka Flounder,3/17/18,9
BSAI Kamchatka Flounder,3/24/18,9
BSAI Kamchatka Flounder,3/31/18,34
BSAI Kamchatka Flounder,4/7/18,56
BSAI Kamchatka Flounder,4/14/18,3
BSAI Kamchatka Flounder,4/21/18,4
BSAI Kamchatka Flounder,4/28/18,1
BSAI Kamchatka Flounder,5/5/18,104
BSAI Kamchatka Flounder,5/12/18,53
BSAI Kamchatka Flounder,5/19/18,27
BSAI Kamchatka Flounder,5/26/18,2
BSAI Kamchatka Flounder,6/2/18,69
BSAI Kamchatka Flounder,6/9/18,118
BSAI Kamchatka Flounder,6/16/18,856
BSAI Kamchatka Flounder,6/23/18,441
BSAI Kamchatka Flounder,6/30/18,21
BSAI Kamchatka Flounder,7/7/18,45
BSAI Kamchatka Flounder,7/14/18,196
BSAI Kamchatka Flounder,7/21/18,119
BSAI Kamchatka Flounder,7/28/18,202
BSAI Kamchatka Flounder,8/4/18,84
BSAI Kamchatka Flounder,8/11/18,99
BSAI Kamchatka Flounder,8/18/18,70
BSAI Kamchatka Flounder,8/25/18,51
BSAI Kamchatka Flounder,9/1/18,20
BSAI Kamchatka Flounder,9/8/18,91
BSAI Kamchatka Flounder,9/15/18,48
BSAI Kamchatka Flounder,9/22/18,15
BSAI Kamchatka Flounder,9/29/18,38
BSAI Kamchatka Flounder,10/6/18,67
BSAI Kamchatka Flounder,10/13/18,44
BSAI Kamchatka Flounder,10/20/18,12
BSAI Kamchatka Flounder,10/27/18,6
BSAI Kamchatka Flounder,11/3/18,7
BSAI Kamchatka Flounder,11/10/18,7
BSAI Kamchatka Flounder,11/17/18,35
BSAI Kamchatka Flounder,11/24/18,7
BSAI Kamchatka Flounder,12/1/18,1
BSAI Kamchatka Flounder,12/8/18,2
BSAI Kamchatka Flounder,12/15/18,2
BSAI Kamchatka Flounder,12/22/18,0
BSAI Kamchatka Flounder,12/29/18,0
BSAI Kamchatka Flounder,12/31/18,0
BSAI Northern Rockfish,1/6/18,0
BSAI Northern Rockfish,1/13/18,0
BSAI Northern Rockfish,1/20/18,0
BSAI Northern Rockfish,1/27/18,14
BSAI Northern Rockfish,2/3/18,3
BSAI Northern Rockfish,2/10/18,8
BSAI Northern Rockfish,2/17/18,62
BSAI Northern Rockfish,2/24/18,44
BSAI Northern Rockfish,3/3/18,53
BSAI Northern Rockfish,3/10/18,47
BSAI Northern Rockfish,3/17/18,104
BSAI Northern Rockfish,3/24/18,73
BSAI Northern Rockfish,3/31/18,66
BSAI Northern Rockfish,4/7/18,129
BSAI Northern Rockfish,4/14/18,59
BSAI Northern Rockfish,4/21/18,57
BSAI Northern Rockfish,4/28/18,17
BSAI Northern Rockfish,5/5/18,10
BSAI Northern Rockfish,5/12/18,0
BSAI Northern Rockfish,6/16/18,24
BSAI Northern Rockfish,6/23/18,156
BSAI Northern Rockfish,6/30/18,252
BSAI Northern Rockfish,7/7/18,347
BSAI Northern Rockfish,7/14/18,309
BSAI Northern Rockfish,7/21/18,303
BSAI Northern Rockfish,7/28/18,403
BSAI Northern Rockfish,8/4/18,515
BSAI Northern Rockfish,8/11/18,934
BSAI Northern Rockfish,8/18/18,318
BSAI Northern Rockfish,8/25/18,302
BSAI Northern Rockfish,9/1/18,365
BSAI Northern Rockfish,9/8/18,306
BSAI Northern Rockfish,9/15/18,181
BSAI Northern Rockfish,9/22/18,24
BSAI Northern Rockfish,9/29/18,6
